S_i,A_i
85,20
55,65
41,24
86,32
41,91
85,75
10,31
47,76
27,6
35,4
73,18
33,48
86,23
76,89
71,88
45,97
26,78
72,58
79,65
44,99
81,93
81,32
78,74
57,90
55,52
92,66
15,29
34,92
52,51
16,100
31,68
29,21
86,85
62,53
16,27
28,41
55,41
45,8
86,13
85,37
34,87
7,13
78,55
27,33
38,1
12,60
12,84
50,2
78,64
96,45
17,90
14,90
23,97
9,12
16,88
54,43
74,100
48,82
71,84
26,29
12,59
10,45
39,11
52,70
17,38
4,84
72,69
67,87
46,3
20,77
100,65
4,52
94,34
72,100
24,67
18,61
98,27
8,25
41,68
64,66
94,70
62,5
54,85
12,8
6,26
10,93
7,89
46,48
31,11
14,28
12,46
88,36
54,20
51,85
27,67
10,74
27,79
29,12
91,12
92,1
63,35
78,75
21,49
73,86
54,20
58,63
5,6
72,81
51,76
26,60
49,2
54,2
28,69
60,9
10,22
26,60
78,88
5,72
67,92
69,45
4,32
11,48
42,91
74,56
85,82
67,25
31,79
99,2
17,46
55,5
58,49
86,74
30,38
32,12
68,31
47,90
19,61
12,89
95,34
55,27
76,17
16,56
91,64
50,47
89,15
55,88
16,12
34,88
21,9
71,11
36,60
19,55
66,50
49,53
82,96
46,51
37,25
35,4
39,64
3,3
94,14
38,28
69,26
43,53
11,33
33,79
22,59
40,47
19,10
80,48
99,73
16,55
64,59
32,1
80,84
32,92
28,16
72,59
68,76
47,75
45,41
5,65
23,4
24,5
55,12
62,28
21,60
68,95
57,33
11,38
20,72
1,38
14,39
4,61
89,86
56,50
14,81
59,86
41,2
5,35
92,16
93,56
28,14
53,79
94,40
39,32
61,97
53,10
71,10
42,28
64,56
5,86
48,13
81,4
27,80
86,33
65,14
51,55
19,74
49,31
99,25
26,96
14,60
46,62
19,75
41,27
46,50
79,50
67,89
85,15
62,41
94,52
15,8
16,29
69,45
76,17
26,60
41,81
25,74
61,24
71,100
62,84
72,71
44,18
67,7
5,97
96,48
5,51
90,56
13,26
5,13
40,27
86,100
53,61
11,82
12,34
85,29
39,75
24,53
89,50
72,48
26,4
45,69
38,80
92,45
14,26
32,80
87,70
2,4
4,40
39,58
84,14
60,53
11,87
82,91
8,20
73,39
77,65
88,4
22,83
31,38
16,52
64,44
53,84
93,31
58,62
73,73
75,98
87,80
83,85
87,40
5,58
4,8
46,83
32,90
22,61
91,84
22,67
80,89
70,9
18,91
82,17
67,79
100,64
88,22
92,89
22,15
13,42
67,68
16,26
60,63
98,40
41,74
11,31
13,4
83,62
26,39
24,86
53,29
28,57
46,7
83,41
14,71
74,1
42,47
31,30
33,73
58,72
77,40
51,9
34,87
22,93
81,83
17,49
61,95
26,17
64,77
90,85
15,93
42,52
74,43
14,1
78,64
68,81
55,54
90,42
25,37
55,44
95,61
2,52
27,18
91,58
48,14
45,35
30,29
65,24
12,41
28,71
16,6
70,24
42,53
9,40
21,70
98,77
46,56
21,43
85,71
55,49
5,98
19,22
61,40
10,68
98,24
40,68
79,18
5,69
62,18
10,39
61,18
69,68
30,12
9,80
74,75
97,16
44,29
18,89
51,12
86,88
53,36
91,34
62,96
10,22
22,30
29,90
33,87
79,32
5,52
16,11
61,34
13,63
20,32
94,96
85,46
36,79
97,62
23,87
47,27
1,24
54,46
80,97
61,68
75,37
52,42
50,46
27,37
90,98
93,63
88,70
74,46
17,8
62,38
86,7
48,44
27,10
18,71
4,62
14,37
22,85
18,36
18,54
44,98
79,39
47,52
94,66
44,33
57,62
99,51
55,37
37,3
84,7
14,48
98,84
16,67
25,3
20,93
45,96
62,22
21,61
6,44
71,22
25,11
19,55
64,79
73,95
63,27
43,73
15,15
92,29
59,18
96,32
60,22
56,3
84,8
24,88
59,2
53,31
13,94
26,51
80,41
3,70
85,3
24,98
65,89
84,31
23,54
80,56
82,21
86,56
86,53
94,39
59,6
72,20
50,19
78,55
39,59
65,7
79,46
76,86
57,26
98,50
31,5
70,90
5,27
15,98
35,22
67,32
87,24
32,88
11,40
58,54
25,88
96,55
79,41
77,50
57,33
7,47
14,98
96,27
64,96
55,81
76,75
70,49
33,23
89,38
92,79
57,44
65,81
77,43
82,80
54,4
83,14
34,75
2,66
74,54
45,20
29,21
5,65
4,90
37,62
69,88
57,41
7,28
86,39
73,97
89,90
43,92
46,94
18,28
3,16
69,32
28,63
38,64
70,83
92,12
91,37
35,12
99,77
31,37
14,42
87,26
28,5
79,31
87,90
56,74
59,23
9,83
33,88
14,93
6,9
3,39
14,4
6,43
22,6
48,83
28,56
9,80
65,40
95,32
10,14
31,38
85,21
7,21
79,77
82,27
11,86
82,62
78,23
95,29
76,88
65,24
83,45
20,42
34,2
58,14
79,30
58,27
24,50
82,9
1,27
90,37
33,83
74,52
1,20
53,64
75,59
49,22
81,38
73,14
31,54
37,51
25,64
22,47
5,33
20,57
4,8
92,84
88,33
9,100
10,29
66,92
27,60
66,88
70,28
92,44
52,37
9,29
21,8
74,92
44,74
67,58
63,8
35,77
92,26
33,24
33,21
3,77
98,2
89,44
9,78
100,46
85,61
69,76
4,96
68,26
47,27
62,100
82,16
2,25
56,57
29,35
97,90
10,57
95,15
12,25
23,84
37,83
64,26
6,9
100,86
5,8
58,81
33,67
35,41
44,4
35,83
25,32
95,22
51,69
16,64
66,35
78,57
4,100
13,28
19,30
89,57
1,95
29,32
98,75
81,53
72,12
59,70
22,65
12,87
87,79
91,65
22,2
90,44
45,42
96,95
43,89
28,89
85,99
5,56
52,89
35,23
42,52
35,2
54,24
88,53
77,84
33,51
1,48
77,84
9,7
44,27
26,11
33,99
28,10
93,2
73,99
86,34
39,38
6,21
86,79
26,78
7,17
36,19
32,6
87,6
70,93
79,38
36,56
74,64
7,80
92,36
10,69
93,18
88,39
32,1
90,9
62,19
22,30
12,81
2,35
79,41
83,78
16,88
59,55
34,59
28,1
10,19
12,4
28,18
93,38
66,65
99,52
59,76
72,18
50,92
29,22
41,13
25,55
56,88
28,95
48,12
65,88
71,66
99,33
66,95
82,4
41,37
72,62
43,86
92,48
54,83
24,69
44,81
28,95
67,71
72,52
83,64
88,59
7,98
91,82
48,65
29,32
25,90
25,58
12,76
58,47
51,65
55,90
100,17
31,70
55,95
43,59
41,24
58,88
36,40
44,6
11,98
7,59
31,9
71,91
50,84
4,1
17,45
16,55
89,15
90,84
12,12
68,16
21,15
74,38
34,65
64,16
