S_i,A_i
56,14
54,49
14,100
37,19
72,49
88,48
48,14
84,74
97,54
91,18
1,31
40,67
81,38
37,59
45,13
56,42
97,21
26,83
61,31
54,51
28,18
35,69
44,2
90,97
7,16
43,1
39,6
19,23
98,13
59,78
56,45
15,4
76,22
70,92
5,55
44,27
27,85
98,92
17,67
55,38
39,1
88,5
65,7
9,39
90,58
60,66
94,58
73,69
72,53
85,37
34,20
61,59
45,12
61,100
45,62
17,73
55,82
66,83
61,71
46,13
50,50
92,86
99,52
17,17
29,95
34,38
10,26
44,5
83,55
39,3
95,47
65,54
40,33
12,90
100,61
1,95
80,49
33,98
62,89
6,94
16,81
56,22
75,55
25,35
61,57
98,20
77,10
52,2
35,95
62,79
76,3
63,62
12,40
60,13
83,79
58,15
28,89
55,13
64,31
22,97
15,13
46,39
17,94
2,46
81,9
64,86
2,3
10,67
27,86
90,100
46,50
91,3
40,8
11,64
19,21
14,94
100,96
85,67
61,84
77,30
89,46
81,57
28,39
50,80
48,2
57,85
93,86
86,60
1,85
26,2
30,99
65,86
48,93
22,72
66,84
40,89
47,57
8,34
68,68
23,74
45,77
41,86
12,43
95,53
62,50
46,20
28,55
94,52
46,89
30,19
48,83
28,37
35,30
9,11
97,48
35,17
16,86
19,82
84,38
8,100
73,48
40,59
21,80
100,51
72,29
3,76
77,73
56,80
7,72
36,10
20,52
10,41
42,13
3,11
63,97
55,10
64,34
47,49
85,93
61,30
54,26
48,20
29,50
63,85
85,92
39,24
20,32
98,78
50,36
68,36
46,72
3,13
87,68
74,26
9,82
2,69
29,2
3,97
6,46
80,71
100,55
73,39
26,85
14,78
54,72
91,39
98,30
68,69
5,58
8,53
68,65
64,45
55,83
97,22
28,45
83,49
18,9
66,76
40,36
3,46
98,79
56,28
36,54
19,76
16,58
98,81
37,15
61,35
7,24
18,20
31,95
47,92
96,88
99,78
88,63
95,12
12,52
18,46
78,30
44,15
32,65
98,21
54,50
75,7
28,44
36,64
24,86
73,57
94,58
63,25
83,75
81,88
12,18
15,99
96,77
53,1
23,10
25,9
27,98
41,4
73,74
98,18
93,48
10,36
27,90
48,83
31,57
90,20
5,29
33,37
69,62
3,90
27,26
90,88
95,100
75,91
17,14
88,93
53,2
67,19
6,21
58,54
59,6
65,81
33,64
75,66
1,40
43,26
31,59
33,3
37,94
2,54
14,59
36,51
63,81
22,22
30,89
63,37
22,3
33,76
93,50
10,16
17,83
11,2
86,1
12,21
44,20
45,5
31,88
40,54
58,33
53,88
93,56
5,39
50,46
54,16
55,62
54,51
78,52
27,81
65,8
1,46
100,35
13,13
100,77
88,95
23,68
6,86
62,91
21,56
1,66
65,67
33,69
64,26
14,43
49,86
33,79
23,61
60,60
4,29
91,97
3,33
7,75
89,70
47,27
91,91
6,6
87,54
7,38
30,94
61,77
3,26
78,61
24,4
49,59
36,31
58,1
41,79
100,96
91,17
10,12
94,92
15,44
53,83
44,87
21,47
2,40
59,21
3,25
18,42
46,38
58,5
80,78
18,3
32,41
52,84
92,57
21,54
85,42
16,90
86,16
54,23
90,44
74,38
81,59
24,61
52,41
9,20
62,9
90,18
5,50
75,38
38,83
97,12
98,12
63,73
66,69
93,90
47,18
92,8
10,20
88,44
100,94
3,8
90,69
71,41
21,72
56,61
63,46
48,43
56,33
37,96
99,6
88,66
35,32
18,38
1,100
5,28
6,60
31,59
26,63
25,96
98,57
59,92
80,8
41,6
62,26
48,54
56,98
23,94
54,48
32,11
3,52
100,96
44,25
9,16
26,65
10,51
96,18
92,38
92,58
96,91
47,98
76,35
96,16
39,45
56,62
4,3
67,96
75,84
36,75
10,68
27,11
85,82
4,74
72,95
85,62
75,63
30,99
84,15
26,55
13,57
2,59
6,28
13,36
6,61
98,7
29,18
47,53
9,62
84,6
74,67
17,58
94,16
14,52
38,93
32,90
16,80
23,43
81,43
5,2
43,40
65,49
97,31
47,20
47,17
94,62
88,2
37,29
98,36
93,79
12,34
23,100
20,17
76,8
30,13
8,14
98,45
62,64
3,97
21,41
90,66
26,13
36,80
91,82
57,34
14,33
42,83
1,22
59,9
46,76
19,96
13,29
89,96
60,54
84,13
43,79
31,76
67,5
71,8
17,22
78,65
53,96
71,87
4,48
90,93
80,5
50,31
36,54
2,34
47,76
47,43
79,54
85,29
21,4
51,63
33,43
9,47
18,17
24,96
33,100
67,65
6,22
3,61
26,8
17,71
36,23
73,90
43,99
76,12
69,3
89,20
49,57
39,9
47,100
99,28
74,69
100,3
93,53
94,48
30,53
81,46
36,12
90,39
37,41
55,1
41,40
77,52
24,17
59,3
53,30
81,98
6,47
71,68
19,78
37,46
17,10
33,87
82,58
74,27
11,98
94,27
33,94
79,78
50,56
37,66
59,69
36,49
29,37
27,65
44,72
61,54
67,87
10,48
75,39
88,64
87,67
59,19
14,52
97,65
70,55
24,2
82,52
17,85
41,18
63,24
31,100
39,94
98,86
23,22
35,61
98,38
91,92
91,80
17,6
63,92
9,26
89,20
70,11
