S_i,A_i
24,76
7,96
44,56
22,79
79,93
62,84
13,32
44,54
76,78
23,60
91,64
87,59
76,53
18,60
35,81
75,71
5,83
64,81
37,35
17,95
83,9
100,46
90,78
73,24
37,2
65,90
39,35
49,88
3,23
25,71
30,22
41,15
5,11
71,72
53,77
37,50
30,12
73,5
81,41
12,45
51,11
48,1
99,24
56,89
74,31
96,13
80,20
71,88
64,23
15,30
95,96
11,43
12,77
51,20
48,63
43,18
10,86
60,67
22,69
36,85
56,14
95,68
12,84
28,50
90,66
78,17
100,10
8,34
22,99
61,42
88,28
32,15
1,89
95,32
61,64
87,69
94,42
91,97
74,86
30,98
68,57
37,56
5,64
5,95
67,83
88,54
16,80
86,45
82,60
73,47
10,35
3,59
36,89
55,17
18,18
90,35
82,96
41,39
55,40
72,52
84,74
67,95
19,19
93,99
39,93
76,90
90,48
42,93
17,19
35,12
97,44
30,11
41,94
43,19
66,59
13,79
6,75
77,5
53,85
90,15
51,82
93,90
61,2
15,15
46,100
2,41
14,60
86,27
27,37
6,22
10,43
25,88
60,96
7,36
61,83
96,31
81,51
51,43
73,78
16,74
68,50
15,97
27,73
96,48
84,89
22,24
44,63
37,84
91,21
84,84
91,41
3,28
60,33
81,83
92,47
37,29
71,23
36,10
40,39
85,88
68,37
39,65
19,19
92,89
57,66
57,53
48,29
71,47
13,45
48,16
24,51
4,60
29,37
69,22
95,87
39,54
81,50
74,46
66,48
59,82
99,21
80,53
41,54
3,12
11,27
57,84
100,92
57,13
25,54
95,24
94,17
91,13
62,15
60,90
80,12
36,69
7,23
5,72
40,42
5,34
97,40
35,25
71,80
24,64
19,31
83,11
26,56
85,26
98,15
55,81
75,45
97,32
68,20
18,93
82,92
5,35
2,45
20,68
36,39
95,95
62,62
41,67
45,6
58,1
66,82
43,86
100,93
6,25
79,4
72,87
14,68
90,16
99,20
21,99
99,17
14,69
29,95
73,91
37,65
43,88
75,56
71,69
36,46
98,36
50,2
49,10
68,21
44,59
1,48
34,46
45,94
78,12
28,74
9,55
48,100
82,74
52,43
14,21
38,11
96,34
15,74
50,89
76,91
50,35
94,25
46,43
82,17
95,63
24,19
78,8
97,81
58,49
95,27
15,55
92,72
42,14
89,93
45,65
76,32
71,47
26,70
47,66
28,33
63,86
25,49
22,49
73,26
3,12
17,54
57,95
66,75
59,8
48,37
30,11
36,28
6,7
6,23
35,57
11,68
39,41
98,6
82,100
65,6
13,67
61,82
40,51
17,37
28,13
