S_i,A_i
19,30
75,24
63,96
67,45
4,73
17,7
16,79
58,51
3,73
72,91
84,55
5,27
49,5
96,89
59,11
83,92
60,42
1,47
69,33
35,63
97,87
16,22
43,54
7,46
48,34
1,52
67,44
57,12
47,98
74,46
44,65
22,12
50,44
60,69
20,41
81,13
99,57
3,27
78,15
24,15
48,10
34,27
75,38
95,14
49,28
25,76
49,25
50,35
19,69
82,68
21,8
65,95
4,39
92,37
62,29
54,13
30,96
9,76
71,18
49,36
42,29
7,41
89,3
25,33
60,37
91,55
71,67
16,87
98,53
39,42
70,87
75,15
91,87
26,85
70,68
3,59
53,15
92,33
18,7
22,98
15,75
45,66
98,36
22,57
85,81
61,40
45,53
72,79
10,84
92,16
24,9
29,69
75,61
57,60
75,77
54,23
35,96
54,79
43,92
50,17
36,61
89,71
82,4
79,32
86,73
75,58
82,42
23,6
28,45
58,83
40,82
100,9
71,25
22,41
28,19
79,18
61,11
94,7
80,73
21,91
94,46
60,40
49,36
11,70
3,85
43,60
34,3
19,1
11,45
1,47
29,92
53,35
33,35
78,22
46,20
41,20
77,16
44,9
81,15
7,37
29,49
66,92
8,62
43,45
22,46
10,35
40,4
91,49
89,13
55,71
94,77
65,63
77,29
33,51
38,2
91,60
58,49
47,99
98,4
41,17
86,12
7,1
94,100
85,53
66,53
94,13
2,99
42,37
79,74
93,24
87,1
71,78
57,94
52,47
73,39
12,97
1,38
22,89
33,28
91,82
51,9
12,4
40,78
95,65
82,59
96,100
34,43
61,44
75,50
15,22
89,63
54,23
60,12
12,62
34,50
17,50
20,40
40,26
8,35
11,40
56,84
4,87
43,10
90,28
2,32
39,33
77,2
92,59
74,44
67,20
54,8
45,36
44,83
54,80
57,7
59,11
20,64
80,21
2,95
10,99
82,7
74,42
64,10
59,73
96,85
97,69
95,69
87,67
98,47
27,5
87,11
29,1
37,22
70,73
50,30
72,75
100,50
3,29
69,35
30,3
63,1
72,58
57,78
51,85
49,68
9,13
97,87
50,84
3,84
60,71
48,60
72,93
33,28
28,63
24,86
37,21
32,98
70,45
38,30
17,40
9,64
75,29
12,46
39,14
91,44
5,93
46,77
72,18
65,33
31,14
38,61
39,71
30,11
93,44
79,81
83,60
44,1
57,29
41,58
32,73
58,46
33,35
83,80
81,7
39,72
70,77
95,11
12,8
49,18
90,81
91,54
50,54
68,84
38,21
26,97
96,67
65,18
43,73
49,85
1,2
91,44
55,91
27,25
72,34
33,62
46,77
94,78
27,50
2,46
64,44
72,70
55,30
70,32
55,26
55,15
89,66
50,1
12,17
29,4
27,81
52,75
12,9
62,77
27,64
31,34
33,96
35,53
9,71
69,86
3,72
70,97
20,6
54,92
19,27
62,81
94,37
46,10
49,98
47,76
55,53
72,5
41,15
43,14
91,42
25,36
95,6
24,34
14,45
74,54
32,79
50,80
23,45
67,81
11,20
15,39
56,64
91,6
37,30
34,28
31,100
91,68
58,61
93,65
37,28
19,91
60,91
57,89
74,69
57,47
67,54
78,1
42,43
29,4
100,25
19,69
50,79
58,65
16,88
83,85
62,22
50,83
8,58
4,63
53,85
58,84
97,92
60,48
42,55
20,97
97,3
13,39
22,58
2,30
65,81
10,31
8,9
44,87
27,28
29,15
57,79
83,5
60,79
39,69
15,18
96,71
32,30
26,62
7,95
26,74
50,71
12,41
5,39
17,31
69,16
80,5
56,64
80,66
46,17
3,68
9,80
25,56
29,54
54,31
29,23
64,75
31,65
43,54
65,10
83,69
80,58
62,73
37,38
45,11
59,60
22,74
56,59
18,29
25,27
93,94
96,36
12,38
40,6
94,35
47,73
52,25
20,28
98,16
68,56
85,56
34,38
28,18
4,66
100,25
50,87
92,2
42,2
34,29
76,75
60,78
48,47
4,31
23,47
7,69
86,78
82,23
48,37
74,4
64,66
37,42
49,41
4,27
16,51
53,7
50,70
33,82
87,23
35,62
39,22
43,77
72,26
48,7
25,38
33,19
37,69
66,60
87,15
1,82
82,65
74,53
31,71
82,5
26,95
13,72
36,56
100,70
57,20
96,22
42,49
4,2
29,24
84,89
98,24
46,94
100,68
67,28
95,69
7,38
30,30
47,55
29,66
36,93
36,61
27,59
98,30
38,98
69,97
25,32
43,84
12,54
16,12
87,56
6,100
65,2
39,48
22,87
57,11
29,18
17,54
23,86
59,13
50,80
46,68
76,40
12,49
34,37
30,17
83,1
48,75
29,67
35,7
61,46
69,85
12,18
65,80
22,40
93,62
16,85
53,47
12,50
78,3
40,45
31,88
4,61
73,15
83,20
86,46
49,76
61,70
49,4
21,49
48,91
99,69
21,88
4,57
59,94
67,44
28,53
41,98
41,97
11,58
41,27
34,98
79,79
90,18
95,43
88,74
95,70
82,44
53,72
94,8
42,95
15,87
42,5
60,41
50,76
75,80
36,73
80,39
77,95
11,30
46,29
82,55
38,43
87,98
41,70
66,92
90,96
100,56
29,40
84,82
77,84
97,56
31,40
56,99
77,30
76,97
31,1
4,28
59,67
10,30
29,96
49,23
55,48
73,56
55,79
28,51
92,8
62,48
29,6
50,49
33,46
47,23
3,33
28,76
75,85
19,63
99,75
90,70
84,91
4,69
88,51
84,1
79,63
38,9
61,9
87,5
92,96
63,55
7,5
41,87
24,56
2,44
72,39
49,93
51,48
64,46
9,65
38,20
15,53
36,4
3,20
14,23
43,52
55,50
11,13
