S_i,A_i
60,18
7,97
73,34
22,45
74,96
5,64
47,29
89,94
99,27
82,97
8,98
54,49
5,40
30,52
3,37
4,44
75,56
96,74
21,65
63,26
54,72
64,20
67,8
63,9
15,19
38,100
77,86
89,92
94,19
94,70
70,67
83,24
94,69
50,85
22,75
61,2
34,87
22,98
46,55
86,11
18,69
76,15
69,80
50,36
6,6
90,98
23,73
55,43
14,85
81,2
13,95
14,39
80,76
77,40
20,18
73,40
82,75
90,70
3,86
60,67
87,93
63,79
47,52
40,85
51,21
13,68
100,3
57,40
23,24
86,21
21,68
1,71
40,17
27,17
31,36
75,29
40,19
84,46
10,64
19,75
45,14
9,68
58,100
14,22
53,90
95,70
61,19
88,95
95,79
97,25
50,48
41,8
14,14
66,94
82,87
50,15
1,64
52,39
47,32
42,76
64,24
83,26
84,50
91,72
86,87
54,64
52,40
4,51
60,93
3,68
19,44
2,2
99,44
11,10
19,29
97,57
67,62
19,93
3,74
10,15
57,81
76,94
52,26
83,15
43,85
92,2
11,29
2,15
28,77
39,98
93,87
19,35
87,54
44,100
32,91
4,58
2,69
17,11
61,66
51,21
76,79
85,91
19,90
37,3
34,35
37,30
77,39
14,87
94,36
76,26
19,29
1,35
98,54
17,28
20,37
46,3
74,81
30,7
81,93
68,20
80,43
88,31
69,17
56,91
10,73
11,79
58,39
13,59
28,80
27,43
34,68
93,73
14,25
87,93
64,96
19,91
48,12
83,83
11,79
84,51
39,69
34,36
95,68
79,92
88,63
98,16
6,25
80,63
64,30
8,92
30,41
21,28
76,2
40,85
93,27
48,16
54,40
42,26
38,76
10,37
25,85
56,3
69,60
54,24
17,52
90,57
71,86
72,4
3,78
17,88
18,2
11,45
72,9
18,28
10,60
39,2
12,9
82,79
24,26
26,1
75,2
62,97
22,79
76,38
85,47
22,60
38,19
74,95
57,62
69,100
15,65
80,3
53,8
8,80
22,51
37,49
88,92
16,21
55,34
64,31
81,39
94,40
82,11
7,100
11,60
29,68
57,29
55,93
55,18
31,45
61,33
61,67
86,92
12,69
18,36
98,8
34,15
92,4
28,59
68,38
98,81
50,56
92,43
53,1
89,56
79,25
39,24
77,81
24,28
79,61
77,64
15,75
2,94
14,34
49,82
1,86
25,5
70,79
17,35
85,49
4,82
98,40
23,58
12,4
16,89
5,1
15,93
72,46
14,100
24,43
19,80
59,11
31,18
93,80
41,65
21,81
74,5
91,23
65,60
55,91
15,30
40,33
28,58
21,87
42,97
5,7
31,12
65,41
57,22
96,33
97,64
57,75
25,22
76,1
96,46
2,44
68,64
62,32
43,83
57,58
82,85
22,61
100,86
96,70
68,78
29,55
49,29
81,40
32,11
30,26
86,73
35,15
98,50
27,61
10,15
16,68
2,2
95,70
28,91
