S_i,A_i
45,47
46,96
15,7
7,58
15,2
35,62
52,46
92,78
17,87
14,6
39,53
17,14
32,57
10,68
16,48
46,87
4,40
97,1
9,11
49,89
35,37
79,78
25,56
73,64
77,30
53,87
39,30
76,61
73,14
26,56
47,62
40,57
12,86
64,68
75,86
60,65
16,19
5,58
40,52
44,80
73,17
51,86
64,44
78,2
55,51
77,15
88,100
16,94
27,80
73,71
9,41
41,28
13,95
28,6
33,20
92,70
29,89
9,21
2,3
78,89
69,96
80,94
100,40
84,2
69,64
46,31
54,86
29,63
89,94
20,82
14,99
64,16
69,76
12,99
28,15
82,82
39,54
48,8
15,71
66,73
8,32
52,82
2,64
37,85
5,19
61,95
30,23
17,16
14,77
69,56
68,49
81,65
92,23
47,59
1,36
22,10
18,89
90,36
9,50
76,98
54,9
83,40
39,90
58,70
11,78
81,57
54,55
97,18
40,8
59,13
96,27
32,1
28,36
45,31
54,12
67,19
12,79
20,93
36,5
59,79
43,89
7,7
47,25
77,86
64,25
39,81
94,33
4,42
94,91
100,73
63,60
26,32
77,76
25,97
6,66
61,46
81,14
92,73
67,89
61,63
28,97
44,94
49,76
74,94
6,63
60,70
26,81
2,87
99,7
53,82
35,76
14,21
8,72
38,54
65,6
47,24
80,2
99,81
5,11
95,2
89,16
34,20
43,60
46,61
64,36
77,80
71,44
55,67
12,39
76,83
84,18
78,14
38,36
92,2
57,44
25,83
25,93
20,43
64,49
83,17
93,24
7,33
41,77
66,17
36,66
22,25
58,11
40,82
34,98
96,51
29,97
3,57
49,16
72,79
97,27
30,70
62,71
65,11
54,84
79,57
58,40
29,79
21,94
18,33
88,58
99,22
48,69
85,78
10,11
92,30
39,55
58,86
31,87
31,59
65,18
59,63
66,17
90,92
35,48
14,93
91,73
85,29
43,56
75,16
47,44
38,77
79,98
56,7
16,72
29,21
39,24
51,3
28,9
70,79
3,81
17,65
79,65
4,69
9,6
63,64
27,92
51,16
84,84
1,56
45,52
12,33
44,54
25,74
93,85
12,72
58,49
25,61
63,13
94,81
17,30
30,38
51,74
57,65
69,57
89,72
68,52
41,79
32,12
94,12
12,2
93,9
70,15
54,82
50,47
75,54
51,27
77,68
31,55
92,13
59,64
23,58
31,92
22,45
69,2
35,61
6,70
11,86
34,76
67,23
65,19
19,72
56,17
42,45
48,52
51,66
45,5
71,87
45,83
82,76
90,37
82,76
22,7
55,99
87,34
11,80
100,24
55,95
79,54
61,38
2,54
3,12
98,75
32,88
30,36
93,49
6,27
89,36
87,88
43,49
91,82
39,2
68,61
48,39
33,56
99,88
41,30
14,18
90,29
21,67
47,77
56,83
39,49
28,19
23,16
45,52
89,68
19,83
67,70
97,42
33,74
93,46
61,28
14,70
47,5
3,34
53,95
53,3
5,53
66,4
56,43
61,88
81,51
98,45
68,4
31,1
54,8
83,68
100,97
13,36
43,72
95,53
100,88
65,90
10,58
86,32
71,87
57,83
12,56
66,33
37,77
1,20
92,79
14,100
31,57
29,55
97,80
29,5
