S_i,A_i
19,22
94,4
33,74
16,68
65,5
57,70
99,66
58,3
14,73
36,33
94,61
21,72
94,43
26,45
37,44
73,93
52,12
61,70
47,46
30,72
63,92
30,26
21,67
89,13
15,89
70,75
20,62
35,32
27,32
8,51
45,37
50,12
12,76
42,48
65,20
34,97
47,92
17,47
10,100
13,50
67,7
53,68
82,80
83,24
62,61
55,93
77,46
63,16
88,14
76,40
46,80
25,10
48,34
92,62
65,88
11,4
30,68
29,55
56,69
9,92
29,38
16,27
70,20
13,60
26,75
19,39
25,40
94,88
43,50
73,91
24,57
51,87
20,56
96,51
77,52
12,39
54,69
20,11
62,2
3,9
12,60
35,81
95,23
68,46
70,45
48,92
21,99
76,28
61,25
59,39
50,6
7,69
25,6
5,77
69,14
81,86
21,20
80,74
11,45
5,27
94,48
24,22
86,7
8,44
5,26
50,31
70,23
31,78
4,44
29,5
2,42
75,94
55,18
74,86
98,37
85,44
97,13
88,58
18,18
33,83
68,10
13,35
95,86
36,66
74,73
23,99
55,10
43,98
47,65
78,67
78,18
54,44
39,98
56,93
78,5
34,18
65,44
17,52
60,2
34,81
39,10
79,39
94,35
35,34
92,100
44,43
10,26
19,47
19,36
33,63
63,86
2,17
31,95
41,75
42,10
64,12
41,69
78,31
38,59
89,55
32,2
94,85
8,79
40,48
77,63
27,1
53,65
7,68
49,36
61,9
27,31
17,16
97,26
84,26
43,99
31,54
94,68
42,35
31,45
42,80
97,82
55,67
28,9
6,65
2,50
54,6
96,42
73,92
45,27
37,90
11,29
95,17
51,43
82,93
98,71
69,86
93,30
20,68
88,46
91,15
67,4
96,19
98,12
18,99
13,24
22,55
11,86
57,45
4,14
98,90
21,35
15,63
52,16
35,69
97,31
41,16
86,75
2,8
14,2
73,24
4,99
43,58
45,9
90,92
50,42
17,27
48,76
79,46
68,4
13,44
49,35
20,17
34,13
37,9
70,58
88,22
91,70
10,65
67,77
36,24
11,2
67,98
63,74
38,21
18,17
16,57
6,82
12,52
84,55
3,75
47,26
1,47
2,1
91,71
27,76
12,28
55,80
35,94
87,23
36,2
68,29
11,17
18,64
44,29
68,8
39,5
22,10
33,69
4,42
58,84
61,82
84,6
90,14
95,31
45,13
21,30
32,75
70,67
66,26
89,56
67,61
24,72
20,50
62,71
34,1
32,5
22,16
83,74
83,11
74,27
29,83
82,28
100,66
46,74
32,34
89,94
43,34
59,95
59,4
19,19
74,38
13,19
11,52
8,9
2,5
54,48
1,24
32,79
95,75
35,84
25,1
47,3
86,71
81,88
33,11
66,51
75,97
62,72
72,97
63,3
61,23
90,29
24,57
19,12
52,91
90,63
95,84
65,45
18,25
1,71
52,84
96,29
20,59
87,19
22,19
2,97
27,32
83,73
59,52
45,76
76,25
31,36
20,80
54,73
32,75
78,58
58,42
6,76
79,54
68,18
7,54
44,17
85,12
41,3
19,51
99,42
50,17
56,84
76,51
5,59
5,93
33,17
99,4
98,86
31,44
18,10
44,83
92,5
70,29
53,30
67,62
12,19
72,33
66,12
21,31
84,95
29,79
3,62
17,10
82,9
83,78
22,17
45,65
47,8
57,35
28,29
73,43
5,43
55,3
45,98
10,37
81,43
55,64
79,11
89,25
49,37
24,66
22,11
6,48
93,4
8,7
65,51
52,14
46,33
75,30
37,36
20,81
59,71
59,75
10,81
41,25
25,5
23,72
5,22
47,24
65,66
86,10
44,47
8,54
40,94
59,13
61,24
90,55
98,35
37,50
21,25
51,25
47,100
3,64
10,63
71,76
10,81
16,16
89,87
12,93
44,54
64,71
58,42
89,77
78,77
37,64
16,31
100,55
73,91
28,72
51,88
70,67
28,59
18,29
16,65
30,32
34,38
67,2
89,90
12,92
28,35
89,92
47,19
75,93
81,61
86,74
11,39
24,72
13,31
98,10
28,46
16,30
92,65
73,68
25,37
96,86
5,49
26,8
41,68
14,14
62,72
79,65
76,75
13,45
95,87
40,59
90,86
86,79
78,19
31,84
93,79
69,25
10,56
33,37
78,6
89,68
19,45
55,79
32,46
31,41
62,36
63,59
5,53
97,46
77,79
28,56
97,96
77,56
87,97
11,3
25,16
18,27
84,56
4,63
24,52
26,65
7,57
67,6
20,8
21,53
66,13
49,32
70,11
100,56
22,6
26,42
95,83
8,1
3,89
46,78
13,80
70,21
37,72
33,47
3,97
16,67
63,60
41,80
96,96
86,30
34,38
86,29
28,74
27,99
38,87
65,11
53,100
40,57
90,87
42,66
44,10
52,64
5,15
17,85
47,23
10,15
17,74
82,18
21,94
53,63
79,61
73,74
17,54
54,81
8,25
14,79
48,51
80,12
16,46
37,42
27,58
13,75
69,70
15,29
70,58
19,76
43,5
10,20
89,60
71,68
90,38
9,79
32,12
14,8
82,36
7,39
22,38
5,62
55,31
69,6
31,68
2,86
54,8
4,34
11,70
96,24
43,82
51,66
67,62
2,69
30,31
85,85
2,67
34,27
95,55
27,2
35,16
95,65
50,28
9,84
69,74
41,17
44,88
77,51
31,52
16,74
60,10
54,41
65,81
19,38
50,26
92,1
76,100
89,42
35,36
35,85
37,4
47,23
50,58
34,85
9,55
80,98
82,59
41,56
29,81
10,1
73,1
31,3
25,13
25,8
65,97
45,68
75,24
98,51
94,61
12,21
67,45
85,89
94,99
83,77
96,93
84,86
59,66
34,27
90,50
27,22
34,28
32,2
69,81
32,69
52,81
43,58
3,17
18,56
45,44
4,91
63,45
57,88
33,27
72,45
57,6
80,32
89,69
72,98
57,87
18,1
74,100
23,82
94,65
62,2
25,10
60,23
85,61
64,17
44,15
21,55
26,22
49,41
15,44
67,90
12,30
58,42
30,39
82,27
67,96
60,40
54,18
7,92
10,48
57,58
77,71
70,53
6,50
92,5
86,4
24,71
74,4
48,21
80,7
4,41
53,95
26,41
50,53
2,29
89,72
86,23
13,88
92,43
23,91
97,6
47,46
91,97
65,33
15,58
94,22
3,39
80,59
26,50
96,64
13,65
65,57
1,32
15,7
78,98
4,96
42,41
35,94
89,91
12,89
62,23
74,16
7,89
95,2
14,32
88,21
60,34
53,23
63,77
55,40
9,67
61,39
94,58
73,81
26,50
25,28
75,63
44,64
98,44
100,38
65,32
75,40
28,92
94,64
94,24
47,82
30,73
93,72
14,19
46,18
62,47
34,39
82,94
10,11
48,18
22,23
13,55
73,74
52,57
19,30
53,22
10,42
98,52
48,27
88,77
84,21
74,30
35,66
46,23
18,30
52,94
68,13
100,55
97,80
46,15
79,14
86,70
49,97
7,87
17,72
95,76
31,62
33,50
97,88
14,83
45,64
26,14
9,32
68,77
77,42
49,90
70,46
76,43
77,59
93,71
76,78
49,22
1,15
94,69
77,70
36,62
38,19
46,46
91,17
58,39
1,73
91,82
30,100
59,99
86,64
49,52
78,43
80,96
80,53
10,60
78,78
14,34
82,93
78,57
23,80
92,61
91,3
80,25
74,9
5,77
23,12
14,4
47,74
21,27
26,70
59,15
12,54
28,10
91,5
58,29
54,61
43,48
16,31
64,31
85,90
74,82
11,29
53,82
91,68
44,26
30,33
49,77
93,43
98,28
77,82
39,37
65,79
76,44
85,25
84,6
76,53
41,42
40,92
90,99
37,77
80,31
43,64
65,45
44,31
67,82
48,13
43,81
81,56
60,1
95,67
34,41
97,68
15,86
36,29
90,71
39,7
60,56
28,71
93,64
29,55
90,63
87,70
80,94
18,73
65,50
57,2
26,74
49,85
99,56
81,54
22,100
52,82
88,1
10,63
40,20
35,27
17,85
33,13
85,71
42,90
99,7
41,41
32,60
2,58
5,68
12,9
38,76
76,94
11,87
16,90
76,55
13,2
50,53
73,92
88,87
51,58
84,43
26,93
53,62
83,57
7,15
93,46
70,17
77,73
80,74
26,84
41,51
31,84
30,18
72,5
73,53
75,66
23,83
51,72
70,11
78,64
69,31
14,86
17,4
17,13
47,16
46,99
30,35
3,100
1,36
41,78
36,69
98,57
32,97
32,81
88,46
36,38
33,28
34,46
85,35
5,84
76,61
49,79
58,12
69,85
28,81
81,22
5,23
15,21
57,99
72,58
7,78
25,38
69,6
29,95
6,92
16,60
50,25
80,90
64,14
1,32
89,49
61,78
67,19
19,45
69,80
47,27
88,38
54,51
32,10
23,61
69,80
51,18
52,77
77,44
96,20
74,34
68,60
34,70
5,72
79,99
99,53
22,90
22,23
15,51
15,38
47,98
66,93
10,24
73,62
46,59
31,7
59,11
57,59
4,96
86,3
74,98
15,87
95,75
61,25
17,49
99,51
59,50
23,73
4,24
49,97
92,100
18,100
62,37
89,36
63,58
69,35
82,48
59,69
95,34
76,60
18,74
91,75
24,19
96,38
55,14
40,10
29,59
64,50
63,32
41,71
21,87
74,8
30,37
64,71
58,27
46,42
65,40
23,4
97,68
70,92
45,33
59,98
75,37
43,39
80,75
74,65
44,2
59,7
22,48
21,72
21,93
12,4
43,95
47,13
10,64
27,77
34,63
82,69
73,24
36,63
96,85
96,95
6,43
92,26
51,31
16,96
48,30
32,28
30,1
83,92
93,23
70,40
31,39
81,35
78,84
89,93
34,39
48,7
80,41
87,5
34,67
10,81
5,55
31,97
65,71
53,24
13,100
27,92
64,95
97,16
20,1
69,69
96,23
34,50
41,41
100,5
69,48
84,51
21,30
2,11
87,43
28,65
75,70
48,49
33,65
13,52
7,15
78,58
57,37
43,72
82,49
58,40
15,84
78,26
3,100
91,87
4,39
51,85
38,73
57,53
27,76
93,27
43,8
6,72
47,42
68,9
39,95
10,5
59,72
46,25
84,66
1,88
36,97
46,60
83,30
25,92
37,45
25,29
38,59
48,3
92,34
12,80
77,58
10,92
42,91
75,94
9,74
70,26
20,94
62,10
36,71
73,58
77,85
55,81
66,23
96,100
77,31
93,11
56,59
98,39
84,97
26,8
7,83
39,95
14,5
77,89
35,5
32,9
20,66
83,67
72,16
29,95
99,7
59,52
24,91
36,47
70,58
40,75
3,76
67,77
65,91
56,9
43,93
28,98
62,42
2,54
86,46
23,61
32,37
