S_i,A_i
20,50
2,63
9,5
45,52
27,67
42,75
17,95
53,47
49,40
95,23
94,38
36,29
38,26
83,39
86,57
18,69
82,35
74,38
14,78
62,61
29,79
43,35
63,44
12,8
94,60
74,20
58,23
13,62
7,46
16,57
46,45
82,23
65,83
55,63
77,39
84,9
93,37
52,66
75,12
65,38
91,10
54,67
31,19
57,76
98,8
74,73
94,9
39,31
23,7
89,87
71,99
13,76
41,64
36,9
20,25
86,24
27,93
55,46
8,80
55,56
72,15
27,86
58,12
50,93
36,69
95,85
56,24
54,56
27,85
52,80
72,12
15,96
38,21
33,69
39,85
17,32
43,100
16,23
79,65
34,27
25,86
48,84
6,26
28,26
62,71
1,46
67,67
57,78
80,99
54,41
12,7
19,4
4,82
43,53
59,26
61,94
100,50
57,93
24,29
17,81
91,97
39,38
24,41
39,35
10,7
26,45
50,96
44,37
92,9
30,42
19,38
36,4
89,93
65,2
83,45
73,24
41,62
60,85
75,22
82,22
6,38
92,26
80,44
66,17
31,10
98,29
4,22
20,81
6,87
92,70
78,100
68,58
82,66
33,50
24,54
28,38
34,34
71,21
35,5
68,29
76,98
94,66
50,15
65,98
41,1
68,3
42,42
33,79
3,90
96,21
16,27
32,41
71,71
26,46
42,9
27,52
20,68
13,61
98,2
15,24
75,20
17,29
76,45
8,42
68,100
52,12
45,28
19,58
85,23
61,71
33,42
60,71
44,56
88,100
45,51
67,6
23,44
24,87
71,19
7,4
69,21
53,11
52,86
51,87
8,95
4,20
79,85
64,37
42,96
90,85
38,23
88,14
9,8
96,77
5,65
84,17
4,48
26,78
24,56
69,38
34,26
92,91
55,11
86,39
49,65
33,24
64,62
16,86
83,88
64,17
48,72
51,46
41,49
3,36
87,51
71,71
51,44
61,71
47,84
37,39
68,81
95,22
94,28
36,92
92,49
100,88
34,59
47,12
84,84
26,19
39,98
47,56
13,59
76,45
55,95
81,6
7,68
63,44
2,26
96,42
27,39
2,46
55,85
44,78
32,83
43,24
17,86
38,78
30,20
61,26
62,38
17,50
92,64
81,57
7,85
65,15
88,38
23,32
92,16
57,66
52,78
65,75
8,1
78,42
92,58
96,15
8,5
95,20
63,20
39,63
1,60
32,45
80,99
39,59
82,65
99,98
82,99
54,20
65,89
44,64
57,21
21,74
21,100
17,23
16,45
38,76
41,17
88,30
45,87
3,92
89,75
35,17
4,92
1,32
3,57
18,17
90,5
57,26
90,91
95,51
19,54
3,82
76,5
9,5
40,54
33,94
31,13
96,53
15,86
49,58
6,94
10,63
80,3
56,15
23,84
45,90
82,49
67,37
6,79
84,76
65,75
60,56
80,88
71,60
3,56
3,84
5,37
94,3
82,32
86,71
16,21
34,88
83,4
76,33
95,15
96,17
67,2
21,40
45,66
37,40
12,46
91,21
23,76
92,16
27,90
56,34
42,61
52,85
20,22
34,76
