S_i,A_i
27,19
77,87
32,76
81,23
13,20
43,57
11,66
69,83
56,66
76,41
29,76
69,30
56,98
18,21
48,12
65,41
7,53
67,44
53,83
73,68
80,62
7,79
44,14
19,96
46,18
30,63
1,83
61,64
60,51
82,41
92,77
59,76
37,4
55,38
7,42
72,42
3,28
17,61
97,23
91,91
91,52
3,65
42,19
41,5
48,78
25,76
46,30
12,90
42,94
14,25
4,26
88,98
6,80
21,95
54,18
87,31
54,90
84,38
51,50
37,50
88,27
76,42
83,83
15,97
59,42
91,26
53,34
36,37
32,9
12,38
28,10
45,28
18,53
85,93
54,30
26,61
75,37
29,44
88,3
29,95
91,4
30,75
6,21
6,1
33,76
19,68
79,27
84,12
26,21
22,50
55,20
18,10
84,78
32,21
41,53
24,10
11,76
65,83
64,56
2,94
49,23
33,40
62,67
68,90
80,93
66,46
43,60
81,82
58,24
16,9
26,1
90,33
99,95
79,7
35,11
60,2
6,44
3,43
56,58
97,77
63,46
84,19
36,62
91,43
84,82
67,80
35,4
6,44
57,45
84,58
24,45
26,67
25,24
2,100
76,28
86,2
7,93
85,50
6,22
68,55
91,14
82,89
24,85
20,99
54,13
8,92
58,34
95,11
24,7
89,66
30,68
57,58
82,38
24,3
25,40
75,30
71,64
41,63
56,55
44,61
82,19
45,60
67,74
90,44
49,37
34,22
79,64
13,44
78,93
53,26
47,29
39,54
68,3
65,57
50,50
86,15
92,99
63,92
70,45
32,61
7,73
14,47
82,44
3,98
1,12
92,93
67,68
37,94
44,97
40,36
24,89
22,79
32,2
95,40
19,6
17,20
77,3
65,61
30,7
71,25
88,95
60,37
43,83
75,39
50,62
9,18
100,69
35,87
54,9
38,80
10,11
52,12
14,54
91,30
17,74
34,57
72,57
55,48
88,93
62,31
17,83
62,57
24,93
63,27
80,78
72,17
84,100
59,98
16,91
67,33
6,39
38,58
25,23
69,40
22,25
77,24
36,87
62,93
89,79
93,66
80,87
30,66
85,84
4,69
72,11
99,74
69,65
66,19
29,56
46,56
2,42
66,5
80,81
36,55
42,88
44,59
77,51
58,19
52,35
94,100
32,4
57,23
42,83
47,87
47,100
36,22
86,20
94,8
65,50
4,39
44,7
4,66
37,73
83,3
27,78
82,48
44,26
21,66
42,53
68,51
84,65
72,23
64,7
83,44
85,40
64,95
48,99
57,80
95,82
26,1
15,60
77,93
96,54
38,78
47,72
18,64
44,37
52,61
51,51
46,95
73,65
33,54
15,38
3,8
59,43
25,86
74,4
37,52
36,45
17,6
72,4
71,98
53,56
87,43
37,19
85,76
59,84
66,38
22,31
20,27
83,68
32,48
12,67
34,91
88,10
4,83
15,75
60,94
90,80
78,41
6,9
64,54
