S_i,A_i
60,1
71,8
5,67
51,46
97,70
13,91
45,74
22,98
95,76
45,100
40,62
18,83
67,5
46,38
81,84
9,14
47,9
87,65
41,98
92,70
83,92
100,32
91,54
5,4
19,44
40,60
29,86
52,18
27,62
100,95
13,9
85,23
13,59
34,2
23,59
24,45
11,80
58,66
55,96
96,2
5,44
62,32
63,11
97,46
38,76
60,46
59,43
81,77
36,8
16,34
66,50
19,41
28,40
96,28
69,47
3,55
37,36
86,96
69,100
31,83
21,86
6,87
66,4
29,4
56,56
94,38
93,19
10,70
45,84
58,94
87,74
15,70
40,83
16,97
70,30
25,61
82,97
24,14
40,74
37,99
100,70
81,60
72,91
10,90
54,44
7,98
31,31
80,28
38,61
81,64
72,1
33,51
59,98
13,50
35,9
5,31
10,6
60,66
61,22
72,90
3,92
10,49
30,81
55,68
27,52
8,36
66,94
34,73
22,80
60,66
43,31
98,61
26,71
20,38
71,61
91,43
3,92
68,16
54,31
61,88
79,62
53,53
23,37
22,87
75,87
64,84
43,73
16,40
64,66
13,71
53,12
48,31
60,9
98,97
13,35
48,80
31,78
27,59
27,91
97,48
73,38
62,69
74,65
41,68
61,78
75,81
49,70
99,64
91,39
33,22
47,47
71,16
65,12
62,44
1,82
29,6
11,63
71,45
61,20
74,28
81,26
5,44
8,55
44,77
70,1
76,95
49,29
12,81
2,21
89,33
6,18
24,41
27,46
50,14
18,53
12,71
17,3
66,98
14,38
81,70
5,19
35,33
74,84
60,16
2,74
92,83
96,8
11,28
57,17
42,83
49,77
55,34
2,16
30,29
100,11
83,78
4,2
39,33
21,84
31,96
27,59
95,81
56,82
99,57
2,54
31,44
5,92
52,59
54,75
71,37
16,14
37,58
30,80
77,13
21,72
8,65
64,68
62,51
91,29
87,93
11,55
83,5
99,4
48,24
82,1
42,70
5,79
47,64
91,32
37,70
65,18
24,84
81,58
76,5
6,43
61,43
49,50
40,94
25,66
48,45
33,49
75,76
77,32
17,78
8,98
34,25
10,71
77,91
49,15
36,26
21,86
12,95
36,55
94,73
12,72
87,68
20,80
88,53
40,64
10,97
69,56
91,63
14,86
76,28
59,95
64,6
19,49
65,84
82,98
97,53
78,4
16,69
18,35
82,35
49,94
92,35
42,71
93,13
76,59
48,98
55,27
87,64
11,82
71,18
73,76
57,84
23,79
47,62
57,57
36,16
1,27
84,83
66,90
12,81
75,77
79,11
11,83
79,89
14,59
31,80
25,78
11,3
79,97
29,93
42,20
2,85
90,93
48,86
57,62
40,11
90,53
43,61
99,17
86,52
45,95
39,58
47,12
39,68
99,50
31,49
72,16
42,77
69,99
74,18
66,61
31,31
62,82
57,90
46,66
54,92
76,6
99,90
27,23
8,54
52,85
50,40
48,55
86,71
48,44
40,4
16,95
12,43
81,55
31,48
88,65
78,8
82,7
84,28
34,79
65,31
46,6
51,37
10,24
15,62
90,71
73,41
19,10
100,51
33,93
67,32
62,68
73,58
14,95
80,34
45,76
56,21
38,33
58,91
82,9
67,24
82,9
97,61
58,71
31,74
41,45
98,15
2,29
12,13
21,51
70,74
13,52
78,99
69,32
64,16
48,60
44,75
69,38
24,84
65,99
23,13
82,90
44,6
53,74
6,27
44,21
58,76
66,70
65,11
15,72
87,80
18,36
76,27
40,52
58,44
64,52
11,56
70,100
35,19
59,13
8,94
7,70
37,87
13,6
51,19
10,34
34,52
53,21
68,63
86,21
25,73
74,25
88,46
41,54
21,96
67,15
67,63
67,99
68,96
21,97
92,76
86,42
86,77
48,43
46,50
85,83
4,25
10,58
41,28
18,58
86,73
39,89
54,65
32,64
22,64
43,27
69,99
67,75
60,97
77,33
66,17
85,7
30,86
23,19
37,75
25,26
52,31
36,6
95,36
91,52
80,84
7,75
19,77
3,11
58,52
52,28
7,12
59,23
77,33
29,43
81,14
96,82
58,75
76,25
77,66
48,61
74,26
44,35
41,75
79,45
78,2
56,17
79,2
3,50
50,20
73,50
34,40
32,38
68,61
57,45
86,10
13,8
67,1
74,36
67,57
95,30
13,82
74,6
13,99
21,92
57,22
79,6
84,19
89,85
81,30
51,37
39,53
76,88
50,60
100,99
3,86
6,28
87,93
64,39
19,4
63,98
18,9
84,79
65,49
45,82
43,13
63,5
27,35
87,58
61,22
21,54
4,78
20,83
64,98
51,61
30,74
13,17
72,77
63,87
93,28
25,40
44,92
6,12
67,55
29,22
85,16
67,73
76,51
24,97
11,78
59,42
76,64
66,76
50,50
38,73
94,98
54,1
23,73
36,89
18,85
91,97
56,11
55,67
39,6
36,64
5,11
24,30
80,15
45,68
10,66
99,52
94,54
70,7
86,53
22,18
91,73
44,17
91,55
93,60
67,79
70,14
26,99
38,10
67,86
1,42
43,76
9,81
38,60
44,41
86,98
61,41
18,60
69,23
83,16
27,63
80,38
63,79
77,79
62,35
27,32
4,38
44,45
98,27
47,35
62,90
63,88
