S_i,A_i
3,51
72,66
2,16
84,62
9,61
92,73
28,27
44,13
29,18
55,73
64,12
8,66
76,27
8,30
48,25
14,86
26,75
61,36
88,100
40,75
64,73
6,32
36,62
14,100
63,51
1,43
82,35
36,97
65,26
76,81
20,13
75,2
82,39
77,4
94,25
19,21
9,65
42,97
84,63
56,36
22,1
86,42
2,3
63,99
28,73
48,61
40,34
1,91
5,81
46,23
43,48
90,81
39,73
41,55
90,33
71,46
50,44
58,82
38,80
35,35
15,54
37,33
50,25
73,79
81,2
77,50
3,64
26,46
22,21
20,99
83,29
70,81
43,44
27,49
54,2
55,43
19,33
25,35
8,6
39,88
22,89
45,26
27,73
52,13
24,98
43,85
75,40
1,36
83,14
80,63
71,54
91,94
92,35
33,74
4,56
23,43
4,42
67,49
43,73
67,49
65,60
54,84
24,38
43,68
70,59
14,16
10,88
77,60
49,22
31,39
10,7
10,36
9,99
61,90
88,23
89,16
63,92
50,97
61,15
100,94
98,5
38,77
35,72
42,4
5,38
93,38
75,61
96,93
84,9
49,100
8,28
79,78
31,37
81,72
96,94
73,3
3,62
90,2
35,55
50,59
34,23
85,43
93,84
29,57
54,70
90,47
27,28
88,29
76,70
37,71
64,33
12,37
64,3
52,42
72,12
2,31
36,73
54,93
82,64
74,26
22,98
47,41
39,60
45,71
72,22
12,8
83,83
80,80
33,82
37,70
59,26
23,52
64,82
49,24
56,80
60,13
80,10
82,82
70,69
25,87
89,34
99,59
12,91
12,48
75,89
84,69
42,19
36,18
6,79
90,94
20,68
86,82
22,96
4,63
83,97
54,40
1,10
35,34
38,31
87,49
4,91
18,40
10,35
50,32
66,99
97,74
93,61
40,5
12,28
83,78
65,56
8,80
36,47
58,68
7,56
86,100
91,26
75,50
100,41
87,92
27,60
100,27
65,75
2,60
18,62
15,70
49,22
41,41
21,55
49,61
1,46
44,79
74,50
56,12
1,67
53,51
36,24
84,98
32,68
77,6
15,17
49,91
10,21
47,13
97,73
97,32
43,98
3,64
89,91
74,37
23,36
46,89
77,73
51,57
70,9
64,4
73,64
16,98
17,82
39,83
98,43
90,74
25,84
41,5
19,41
72,68
56,54
22,1
15,65
14,70
54,43
57,59
38,95
77,37
17,30
93,88
7,36
43,24
31,90
34,9
42,95
30,84
75,19
60,57
56,94
91,55
26,65
49,47
50,86
61,56
93,74
72,4
7,30
53,38
85,38
84,17
42,1
9,29
26,59
37,22
3,85
83,90
46,47
66,73
34,10
73,88
53,10
81,37
24,78
54,8
15,26
2,99
13,86
50,42
59,60
2,48
17,83
71,32
5,89
36,30
44,28
82,65
48,56
46,81
87,59
29,23
82,17
21,85
28,83
87,79
15,13
21,64
83,82
54,99
65,24
70,72
15,51
12,62
86,6
56,15
95,82
6,70
54,36
20,97
11,68
1,2
66,61
73,97
37,26
23,49
39,97
70,5
75,18
93,94
16,67
72,76
65,61
25,71
81,88
38,72
57,58
24,7
21,23
39,68
76,80
67,47
58,39
32,75
46,92
68,7
98,27
12,9
40,29
26,59
97,66
90,39
26,18
11,3
3,96
71,3
5,69
44,70
36,92
67,49
48,74
55,74
36,83
44,32
58,53
58,23
76,15
84,58
55,49
46,69
11,52
61,63
75,100
80,56
5,98
57,98
7,22
6,72
73,7
35,4
52,94
56,67
62,94
37,9
71,13
51,53
8,71
78,13
60,93
42,100
38,67
67,68
34,93
3,7
52,39
85,64
26,19
64,32
84,67
15,14
89,63
98,46
14,31
3,97
83,24
90,25
65,50
67,73
42,37
31,18
64,8
13,10
94,44
43,43
1,11
54,46
33,13
47,70
85,18
40,41
65,12
66,47
83,6
42,7
7,28
92,64
13,1
54,67
79,81
59,95
93,99
67,61
40,86
1,56
7,24
73,30
34,17
11,38
68,50
48,27
94,15
14,30
19,76
11,75
71,93
60,94
49,3
62,3
56,22
48,62
76,25
92,96
85,17
8,43
59,28
79,87
100,68
11,50
69,51
63,41
93,69
73,74
45,11
5,21
40,31
17,67
29,54
86,28
54,23
41,42
61,39
12,71
36,25
87,79
93,68
82,61
80,40
43,27
71,55
72,90
2,68
96,5
29,9
2,95
94,79
23,40
71,74
47,12
70,77
12,37
12,95
58,20
38,73
30,9
79,43
74,85
98,41
53,7
70,47
23,5
67,86
10,44
83,64
59,99
76,80
96,24
75,11
67,92
85,91
32,37
19,57
70,41
44,82
1,48
14,69
53,83
32,14
57,31
88,51
22,28
27,94
19,84
53,39
16,15
57,56
52,89
59,62
65,88
62,74
96,44
78,60
80,28
100,32
96,45
32,80
19,90
92,5
87,68
68,8
73,90
54,57
8,26
11,78
52,55
6,16
61,46
31,62
47,74
42,67
70,31
55,47
42,65
67,38
32,47
89,28
32,68
34,55
62,31
6,41
75,51
33,90
36,90
90,54
31,79
77,7
61,98
81,98
89,49
81,23
5,29
42,87
73,86
32,45
73,14
40,48
71,47
18,63
54,95
35,18
41,40
51,6
95,75
20,45
45,40
85,95
8,55
39,56
100,48
53,54
90,65
26,26
44,14
61,65
84,58
53,92
54,77
79,73
36,43
53,90
28,83
99,21
11,53
28,58
37,21
60,25
93,41
79,80
45,6
8,55
68,57
60,15
47,34
42,45
82,86
71,79
78,26
48,65
23,79
23,26
54,13
61,68
57,16
86,70
51,93
74,8
54,1
61,11
59,57
67,53
66,53
81,66
54,47
81,47
97,64
3,10
30,32
98,37
92,6
38,84
34,51
32,5
54,89
36,11
53,78
44,49
100,28
27,57
94,8
77,89
15,35
79,62
16,65
66,44
6,51
2,26
27,39
29,80
4,33
65,15
56,52
51,34
42,67
61,45
99,58
70,8
94,56
66,69
60,24
45,96
55,39
81,99
72,46
42,71
20,88
53,71
34,45
65,94
49,52
15,90
14,46
18,77
63,62
45,62
61,50
83,93
59,45
81,85
3,68
23,35
48,97
5,25
68,17
22,79
31,64
41,12
73,58
89,98
33,77
24,59
57,78
9,19
88,79
10,31
25,14
96,12
9,30
63,10
49,66
63,81
4,83
16,78
35,93
31,60
65,84
81,79
49,29
8,87
16,85
84,21
30,98
20,67
90,94
4,58
66,57
88,54
76,69
42,58
10,83
69,62
86,92
43,92
44,30
25,15
73,59
64,44
49,27
41,71
70,11
67,65
60,95
57,31
31,58
55,34
33,11
49,38
95,61
81,37
71,16
26,48
64,76
45,78
21,35
93,55
98,63
57,55
63,4
26,33
59,82
64,15
75,64
26,23
47,59
8,85
8,5
71,70
10,9
77,22
43,93
78,31
89,33
6,4
77,98
88,43
97,14
87,33
62,20
54,50
92,25
61,34
2,61
56,66
45,67
32,25
45,87
34,49
11,49
40,70
57,33
61,51
60,77
92,1
29,95
16,27
14,9
11,41
55,78
66,22
52,73
79,20
45,40
20,26
18,76
20,74
97,12
44,15
94,65
34,88
7,92
41,3
21,78
46,78
48,23
35,89
66,5
24,32
29,23
22,24
48,34
65,46
73,61
60,79
59,85
28,22
36,70
12,31
83,58
59,5
5,92
40,41
3,37
12,49
49,59
17,17
59,61
98,83
1,24
62,80
98,45
47,18
95,81
71,73
93,96
46,71
43,95
71,17
82,94
17,10
61,13
64,74
59,45
55,33
4,90
40,85
100,97
84,64
13,55
9,29
24,79
81,25
26,90
33,64
65,17
80,26
48,56
91,27
71,46
52,21
45,65
48,63
48,53
64,8
69,25
54,66
39,82
81,7
76,28
29,6
22,60
45,29
64,29
76,100
1,44
98,8
96,85
99,84
52,89
29,35
96,94
20,54
48,16
89,52
73,98
18,87
56,78
67,72
33,40
60,81
19,32
75,41
94,91
24,8
76,55
75,73
63,26
73,63
67,10
36,46
55,71
32,89
45,50
76,87
90,33
57,47
2,19
63,38
97,19
61,25
100,40
45,39
88,11
9,88
12,84
44,55
38,54
97,12
86,40
3,29
30,42
44,100
16,53
92,20
52,18
98,25
85,92
98,11
58,53
62,69
88,23
91,40
98,11
46,15
16,38
73,29
74,46
34,46
48,51
17,7
100,7
66,95
48,99
70,74
93,4
29,93
97,86
35,60
19,6
63,85
77,42
96,34
51,89
84,53
83,30
22,93
44,16
55,52
99,85
14,84
66,55
48,95
35,34
19,52
52,41
9,87
39,35
18,69
65,68
27,84
45,16
15,62
82,13
20,47
66,15
90,36
37,28
52,18
41,84
60,90
65,13
65,46
100,51
57,84
27,45
91,82
80,65
41,45
72,60
78,30
55,50
36,84
58,93
44,18
31,35
44,44
46,74
8,91
47,3
11,83
50,59
92,41
45,85
12,3
82,16
65,24
65,64
65,67
83,57
65,65
91,65
48,41
18,88
82,70
63,28
44,25
65,11
19,57
52,75
47,79
52,38
71,52
4,84
95,90
81,46
85,33
28,7
40,2
8,8
61,51
17,50
94,75
58,61
76,78
93,49
18,1
57,74
11,49
1,17
8,95
79,76
55,92
37,1
96,9
16,26
65,15
45,68
38,24
49,71
58,47
88,28
100,22
21,35
99,8
73,81
72,74
21,89
38,6
74,8
42,30
60,4
23,63
28,95
47,77
14,27
3,12
21,58
16,68
20,29
30,43
63,83
80,97
32,16
8,53
74,90
97,71
58,38
4,25
31,6
1,6
89,8
78,20
74,98
26,10
81,79
63,48
27,88
29,40
59,59
72,99
25,89
69,39
6,26
64,43
93,73
94,72
6,2
93,35
26,50
47,3
91,94
41,16
39,22
27,42
31,98
24,90
70,70
90,82
