S_i,A_i
44,38
70,63
71,85
87,53
40,82
100,13
46,78
77,83
61,84
22,99
64,16
26,43
80,69
44,59
54,49
58,67
73,1
24,83
88,32
32,12
74,62
49,67
9,66
18,62
67,86
5,66
96,88
31,55
2,17
90,15
45,38
27,99
46,91
16,4
46,86
16,61
69,76
50,70
8,20
38,89
51,27
18,83
100,96
89,15
21,71
88,3
52,24
11,43
96,51
7,33
14,75
93,68
82,77
59,92
23,14
40,45
75,15
35,16
25,62
47,89
8,27
99,52
70,90
44,46
89,71
80,4
82,80
19,35
20,86
80,72
55,59
38,23
26,1
21,84
83,27
94,74
78,57
73,96
94,41
44,6
51,66
43,9
56,61
89,36
88,100
92,60
25,35
47,66
47,63
46,8
61,68
44,4
33,12
99,48
1,45
52,57
78,44
86,98
35,40
83,95
60,11
5,20
46,97
12,29
12,23
64,42
1,70
5,54
51,76
42,24
15,31
75,15
29,94
98,50
60,82
33,52
1,32
30,94
19,40
86,30
62,75
80,52
12,12
68,99
65,28
15,15
67,70
89,64
96,33
51,6
85,25
19,22
2,46
27,95
48,42
13,6
75,73
38,32
2,11
48,73
69,94
35,61
80,10
71,2
70,81
56,26
73,42
63,9
46,41
80,99
2,93
6,76
25,70
13,91
62,51
21,4
24,24
48,97
52,77
40,98
15,29
21,68
91,20
33,48
97,80
20,41
82,33
79,55
30,46
80,24
88,57
67,66
1,19
17,20
28,57
50,43
96,27
65,64
11,18
76,3
46,22
43,19
6,6
3,6
30,89
89,86
77,85
52,59
100,76
63,11
73,4
89,7
5,98
63,42
8,7
84,98
61,49
64,72
99,38
99,50
30,30
73,1
68,78
81,92
5,51
46,99
77,56
87,71
61,94
50,74
16,24
10,70
22,69
75,71
15,13
94,56
14,33
97,14
56,67
67,41
100,16
26,55
73,96
66,90
87,69
29,4
31,91
45,8
69,95
34,7
8,18
48,6
70,14
84,70
100,50
23,16
98,72
6,69
53,96
80,80
69,58
62,18
94,5
90,25
14,37
88,85
25,55
17,10
67,14
19,18
6,47
62,31
27,73
26,55
95,50
7,82
86,94
14,11
7,55
63,72
80,61
76,39
68,26
2,75
86,57
26,34
90,86
15,10
24,45
52,70
49,36
30,28
5,60
38,5
62,74
78,59
78,17
35,64
22,93
54,15
26,81
58,95
70,38
77,89
98,93
8,94
60,71
2,58
99,71
60,73
66,63
63,78
56,83
98,57
73,66
20,65
72,29
4,25
25,3
91,7
69,34
3,54
3,75
34,9
48,20
14,66
37,74
21,50
73,79
35,39
89,91
88,83
25,36
2,60
82,44
2,19
83,86
81,78
67,64
78,15
82,42
54,57
72,7
57,9
31,80
56,12
4,61
85,93
26,11
5,43
41,4
98,45
41,47
93,98
32,73
25,67
72,63
35,54
33,10
14,46
2,78
22,84
58,19
15,74
63,52
93,88
83,6
60,37
74,33
3,35
96,3
88,15
86,47
85,76
100,6
24,60
91,89
57,54
35,43
34,28
12,31
82,80
27,23
87,15
3,7
23,32
6,17
47,52
72,10
65,1
69,44
47,96
63,3
67,64
92,48
46,55
65,31
35,29
32,25
87,60
26,78
90,13
87,42
47,78
91,46
4,50
80,25
63,2
53,94
7,14
85,90
8,56
39,3
26,57
98,16
39,56
75,61
15,24
28,58
7,31
24,47
100,6
60,43
12,73
5,77
69,38
35,51
3,67
56,66
20,86
