S_i,A_i
83,2
16,10
23,56
78,54
4,39
37,26
39,11
100,35
27,38
4,93
32,26
91,93
89,58
62,100
79,81
76,3
81,8
53,30
56,7
8,26
11,28
31,83
47,11
41,58
56,36
19,4
90,86
2,47
40,84
12,88
4,24
24,8
77,4
51,32
46,34
49,66
8,44
46,51
53,91
6,3
71,40
54,63
87,93
38,91
41,10
27,18
27,38
63,26
15,5
34,46
9,85
47,65
17,93
81,36
71,72
39,47
97,32
41,54
89,62
39,3
29,8
18,48
25,24
24,43
52,37
62,54
35,19
61,55
91,73
26,72
78,45
80,86
27,51
23,59
59,98
75,72
57,57
56,45
99,69
59,41
51,62
33,39
34,76
4,74
82,5
63,16
11,85
70,1
49,21
46,47
2,19
7,90
10,31
28,11
46,80
46,7
64,24
94,72
86,90
43,16
77,70
69,24
42,94
85,1
98,100
63,18
85,32
20,39
31,16
40,30
4,62
50,82
31,3
90,82
76,67
89,60
67,19
49,92
37,83
11,15
11,20
68,41
10,71
14,91
92,57
71,18
32,71
63,9
99,57
69,55
83,24
23,64
88,58
15,24
36,70
81,13
99,24
18,81
42,19
85,100
53,99
89,74
97,65
15,30
29,43
96,75
6,22
79,95
94,21
75,20
27,48
15,4
84,54
17,93
63,69
79,43
9,53
33,30
34,97
38,67
17,65
100,7
97,94
70,85
19,61
81,38
58,96
55,93
16,17
74,45
32,32
38,92
28,15
43,82
77,95
62,18
10,10
9,2
70,41
1,29
99,77
17,48
40,93
90,25
19,9
29,100
52,6
25,39
29,44
38,35
56,9
57,33
46,76
32,13
80,18
43,24
27,68
20,32
27,74
75,42
4,3
38,95
72,64
61,99
31,77
2,78
15,42
8,63
98,30
5,46
15,82
38,53
8,92
84,12
76,60
14,14
30,98
54,20
6,78
30,99
91,32
44,61
88,18
83,98
85,46
63,17
95,7
79,22
89,60
65,14
58,50
98,2
6,98
53,13
9,34
61,35
31,89
61,39
81,80
18,74
25,96
54,98
55,31
100,70
40,94
74,56
32,49
88,74
41,15
81,12
35,89
14,67
41,71
57,18
71,70
24,59
77,15
13,88
57,53
71,55
73,39
9,29
86,30
8,61
20,93
9,33
96,34
20,88
73,34
52,81
33,29
88,90
93,75
69,10
70,38
50,96
44,18
48,74
17,30
24,82
83,93
31,63
63,27
95,89
87,6
34,14
39,31
20,73
15,47
25,66
100,58
82,91
1,5
62,21
46,47
72,73
53,80
93,63
70,72
91,25
71,87
23,86
57,67
47,93
77,87
10,30
47,76
76,11
62,60
38,79
13,64
33,88
59,2
12,99
90,44
76,5
65,75
85,97
24,61
87,62
34,66
88,16
73,39
27,5
51,25
69,6
48,39
28,94
98,74
79,59
20,19
1,63
49,91
8,49
91,65
24,99
21,88
26,92
33,40
94,17
67,61
90,25
73,50
74,78
28,17
96,98
80,74
73,75
79,19
74,45
94,82
66,95
61,85
37,35
19,32
74,6
7,30
42,46
47,4
49,63
38,12
22,72
63,64
15,19
79,53
79,41
62,48
98,2
86,42
17,60
79,22
1,64
35,28
78,15
34,67
65,49
19,75
86,70
75,33
25,71
98,60
28,62
23,84
12,65
18,11
32,80
68,79
64,49
1,85
71,82
46,66
52,84
42,6
83,11
20,62
89,4
48,14
23,44
5,20
83,61
18,71
96,78
54,29
41,61
3,100
63,72
13,1
75,46
98,20
41,79
65,77
90,27
96,2
57,4
60,68
73,57
66,79
5,30
97,91
15,54
95,87
61,19
75,33
16,62
95,35
16,75
8,7
19,74
7,41
53,50
48,2
11,34
59,4
52,83
91,62
2,32
71,36
96,15
73,83
8,44
39,61
90,24
91,78
51,97
90,87
8,10
63,78
31,19
65,65
11,94
54,12
68,30
53,14
40,93
5,6
39,62
6,68
23,92
62,82
49,36
29,55
79,62
99,81
51,48
26,35
60,71
45,27
82,48
38,27
84,47
64,15
9,9
74,35
30,19
92,98
98,34
41,99
47,27
56,61
69,36
56,3
16,18
37,79
9,48
15,61
69,44
53,38
45,56
27,37
16,86
45,46
27,56
58,18
25,39
52,81
27,36
98,5
9,25
93,10
38,99
2,66
67,73
99,33
94,26
8,97
11,48
49,31
8,75
60,87
36,19
21,71
50,73
37,37
29,99
77,62
23,54
15,62
17,85
61,16
8,37
86,76
43,88
80,94
68,100
16,5
27,22
21,46
24,46
42,26
77,24
2,24
51,44
44,31
87,51
29,35
17,66
37,96
7,81
36,57
36,81
11,42
62,66
71,85
73,41
51,53
72,34
14,97
9,47
94,26
