S_i,A_i
72,19
47,84
22,68
44,3
8,87
72,18
23,50
84,37
26,49
10,7
79,4
85,93
57,38
46,18
53,7
47,58
42,99
36,8
15,97
71,90
43,97
97,16
25,58
54,63
90,69
1,63
66,19
96,83
34,7
48,56
96,31
22,75
8,12
99,44
92,89
18,14
10,82
3,29
58,35
18,48
83,40
44,93
14,3
6,37
31,35
38,98
88,77
76,16
53,56
75,5
91,8
79,75
14,90
96,26
60,21
19,82
20,97
40,5
93,46
94,50
13,97
98,84
75,50
97,56
65,83
27,62
23,64
64,57
99,36
37,66
50,23
97,42
33,64
45,85
1,17
34,4
2,63
91,63
34,35
87,51
46,85
41,26
5,47
52,8
31,40
2,94
17,50
16,34
74,85
92,46
23,91
90,22
85,82
94,1
11,18
31,27
55,1
54,10
80,33
32,39
98,18
97,100
4,14
46,3
75,39
82,63
35,18
77,79
12,49
6,25
74,92
53,64
39,16
23,44
98,10
66,88
45,77
4,35
4,7
9,45
44,65
76,22
79,52
92,26
49,7
24,58
80,44
95,67
95,3
89,52
14,94
87,15
72,29
75,42
7,44
45,46
18,20
59,6
77,7
16,26
7,41
91,85
3,56
10,53
74,19
50,12
24,96
16,48
21,89
66,61
92,8
30,26
20,90
100,39
2,94
87,40
73,12
16,74
43,42
37,60
4,84
59,29
72,58
70,40
36,1
24,82
79,10
29,78
19,37
21,17
84,91
94,3
17,28
70,13
12,98
12,100
21,93
13,44
43,80
11,32
24,86
4,71
55,88
82,52
72,10
2,96
56,46
94,29
16,73
52,41
99,61
87,49
22,91
90,67
59,57
7,96
53,14
54,72
61,79
76,61
60,84
65,41
17,66
89,41
60,45
85,95
87,62
59,96
58,62
22,67
79,38
82,17
72,73
23,77
28,5
3,27
83,72
91,5
8,17
23,85
7,27
78,37
4,96
95,25
90,17
97,31
68,36
22,27
92,11
99,43
33,56
9,61
74,87
21,21
37,5
26,43
20,57
55,3
48,39
86,19
77,37
7,26
13,92
15,91
84,80
5,94
42,100
9,36
10,20
18,96
2,7
52,48
13,27
100,20
64,98
72,86
47,66
96,49
48,15
54,47
55,51
67,45
87,69
20,84
27,83
37,61
6,53
56,36
42,71
98,69
68,18
55,53
39,7
11,28
53,45
56,67
17,75
64,98
23,24
21,67
88,51
21,61
41,56
75,22
23,9
50,14
1,56
66,42
59,7
62,75
31,15
41,61
47,28
41,10
66,64
93,9
27,77
76,44
41,32
22,38
5,28
6,97
90,55
83,3
11,53
