S_i,A_i
94,73
64,44
72,20
91,88
91,70
25,10
91,95
47,36
26,78
72,59
58,45
74,20
77,45
38,17
67,1
26,16
3,63
89,53
68,57
96,68
36,51
14,26
17,43
56,90
96,24
43,24
97,1
79,78
24,57
85,56
88,24
37,81
38,81
75,27
42,34
32,62
4,66
50,24
98,10
24,25
51,57
74,100
73,97
77,30
66,76
47,60
90,20
86,92
13,84
62,97
26,47
13,77
55,72
3,50
19,36
79,48
11,38
5,22
56,59
12,43
18,100
91,5
15,26
1,36
15,52
82,7
8,99
45,11
88,63
99,34
84,61
60,79
72,39
46,73
67,34
50,16
45,96
1,6
79,75
74,27
26,59
14,97
22,67
19,75
69,17
29,6
92,23
11,32
6,48
53,15
6,30
97,91
31,55
61,20
27,80
94,25
15,64
72,12
33,55
76,33
