S_i,A_i
76,33
18,92
85,53
45,53
22,48
69,51
24,91
26,19
2,27
97,70
33,35
79,5
2,79
64,15
4,74
27,34
3,16
7,70
71,26
75,61
27,29
20,23
12,99
56,51
3,66
9,30
9,41
96,66
91,84
70,17
53,48
14,70
84,83
62,94
35,85
8,22
81,96
79,70
76,70
60,46
81,47
42,42
1,96
78,17
63,1
69,98
74,19
74,33
85,34
42,13
40,51
90,19
21,9
64,95
69,43
19,76
79,31
13,94
59,6
73,62
2,98
52,33
64,29
85,85
59,75
68,12
6,85
54,56
38,56
96,28
6,72
51,54
75,29
69,60
62,4
95,56
93,88
91,87
13,99
70,93
62,25
11,51
29,58
64,99
74,54
70,81
30,89
13,23
33,83
62,13
31,9
66,32
37,26
82,15
5,76
74,79
20,2
34,41
30,23
99,20
64,51
86,32
76,28
40,3
49,20
10,27
46,82
27,3
81,94
66,49
9,41
60,93
50,6
97,1
54,78
89,82
46,51
31,70
40,49
68,74
26,83
39,73
22,45
4,83
6,2
95,24
10,51
77,16
12,52
48,71
76,81
52,94
11,63
43,24
40,16
63,73
86,28
69,54
38,6
2,86
5,26
24,65
49,32
27,77
69,15
76,11
21,81
64,41
96,78
62,6
96,15
44,6
20,83
15,21
39,68
6,77
62,83
58,99
72,66
11,47
84,84
43,31
70,33
3,90
67,10
91,35
77,21
75,98
28,44
45,59
37,81
48,58
64,22
22,65
12,61
43,39
21,72
85,71
48,52
33,99
46,84
8,21
31,94
54,75
69,39
12,80
80,52
54,51
48,73
41,36
35,9
2,8
42,50
29,71
58,67
77,29
56,39
18,83
94,29
64,50
12,83
48,9
51,56
53,54
49,80
58,93
3,99
83,65
5,68
65,22
1,41
76,56
83,83
53,100
27,24
66,8
53,50
2,77
36,40
89,69
19,67
23,43
70,36
71,83
71,30
90,35
15,15
66,19
80,16
44,56
35,92
62,67
15,85
4,60
49,31
92,5
93,22
16,8
32,14
49,17
81,70
81,20
4,31
63,69
32,89
16,55
80,63
79,59
40,82
13,47
78,43
89,54
67,40
99,20
6,87
20,14
80,69
98,82
87,53
52,20
24,95
28,20
43,24
69,100
69,96
97,80
27,70
92,14
20,40
29,16
23,61
1,55
42,89
88,24
57,96
70,63
96,63
81,67
43,95
91,95
5,78
87,87
68,40
73,43
64,20
67,90
97,92
92,51
32,29
75,27
45,15
70,91
60,43
63,5
99,55
21,43
76,6
28,19
60,45
93,84
14,97
39,99
94,75
6,34
65,97
56,59
1,12
77,26
38,86
16,70
58,64
28,75
46,50
56,17
84,84
3,90
97,92
55,74
19,14
6,20
90,14
7,19
15,62
54,11
72,62
43,73
41,8
45,77
69,94
31,4
98,94
9,66
76,51
23,22
28,78
77,18
74,30
5,8
75,77
93,11
97,58
51,59
65,68
73,100
24,25
37,90
28,13
2,35
15,38
4,62
27,95
59,47
25,16
39,9
3,58
69,59
37,72
71,38
64,92
97,41
6,17
48,76
73,90
30,13
36,56
73,3
83,30
38,44
86,73
32,61
64,25
68,66
94,19
48,88
98,83
27,11
27,30
53,17
48,80
85,93
91,66
87,10
17,44
59,14
95,87
53,67
58,88
80,3
99,83
25,90
14,54
71,37
88,35
65,52
55,61
94,29
49,89
40,64
74,70
43,57
16,14
42,16
12,14
73,74
18,26
32,80
66,49
60,97
48,29
76,60
49,38
98,28
27,31
63,40
9,75
51,81
74,69
95,97
7,96
85,77
36,27
31,75
68,2
32,19
82,63
8,27
10,51
11,33
79,53
9,65
53,99
20,42
40,57
71,87
85,49
73,1
24,6
74,27
60,59
19,48
68,44
79,22
40,25
2,22
3,7
54,54
28,78
9,50
56,5
43,83
90,80
21,92
68,92
27,55
6,69
89,6
39,3
53,30
46,58
79,66
68,23
47,68
70,50
12,34
90,84
59,18
90,70
38,47
32,27
20,53
11,53
39,69
72,30
33,88
39,95
92,75
81,60
97,79
75,74
20,89
34,29
72,76
80,92
4,37
49,21
2,76
84,93
40,46
52,89
100,26
100,14
23,15
45,5
34,91
27,12
40,98
66,23
58,76
90,34
89,59
49,27
76,7
67,18
55,79
8,74
79,39
11,100
26,15
92,96
89,46
62,59
72,26
61,1
37,39
94,50
65,38
60,74
29,29
92,71
100,26
89,46
15,35
67,42
21,25
32,94
53,71
81,31
31,49
8,5
79,53
97,53
42,78
24,82
89,55
48,95
8,39
38,36
100,53
48,61
48,57
35,41
25,96
98,69
4,8
67,56
48,82
67,100
75,84
9,99
82,48
9,55
88,14
32,34
37,30
31,21
63,73
68,35
71,90
51,59
29,95
57,65
81,38
64,60
90,55
36,92
47,30
35,42
47,20
74,68
5,33
83,92
7,77
71,56
66,85
95,14
46,5
