S_i,A_i
69,95
14,98
67,55
54,69
90,46
10,37
28,98
18,71
28,94
23,18
16,20
35,8
12,61
10,100
63,90
11,46
51,50
91,91
34,51
86,63
39,54
45,54
58,27
92,50
99,100
58,22
59,80
79,16
76,8
56,17
1,4
99,100
74,86
8,64
3,35
10,92
26,79
52,38
7,49
91,10
72,99
31,92
21,67
60,88
80,65
93,75
73,51
65,59
70,47
50,39
61,95
27,49
89,24
62,38
54,27
90,4
80,14
83,90
61,39
25,62
44,4
1,53
93,82
41,41
10,57
53,62
27,85
86,46
43,75
97,77
44,4
77,14
36,46
61,99
6,67
4,33
63,25
6,83
8,90
58,41
7,52
89,98
60,21
42,23
67,5
2,64
36,57
67,30
61,99
6,62
80,32
31,87
75,37
29,9
5,65
56,43
29,44
28,65
100,13
7,19
62,86
47,74
85,50
10,70
24,65
46,2
40,16
91,54
22,46
95,60
51,72
52,49
52,6
45,41
94,46
64,57
95,30
47,44
99,23
46,62
81,74
90,65
50,46
37,28
68,75
61,91
32,15
3,4
48,12
25,15
70,84
7,28
34,29
63,57
93,24
65,55
83,93
61,13
1,44
21,90
51,60
83,19
12,49
18,27
60,40
47,72
49,31
97,74
45,78
38,1
65,3
5,30
58,67
14,39
44,44
77,69
3,72
7,54
35,72
5,75
14,11
30,87
28,47
6,98
81,26
63,14
51,93
92,22
20,29
31,78
7,69
4,91
70,86
72,17
39,91
99,21
14,96
100,40
11,37
14,79
63,90
51,77
41,30
26,17
15,30
71,100
79,74
41,39
66,29
36,37
37,20
90,28
66,59
92,49
77,66
71,5
98,8
55,37
34,10
71,93
61,25
25,93
89,28
59,50
13,96
69,42
27,44
91,44
75,91
22,19
2,31
47,100
5,81
26,89
42,39
91,77
79,36
79,83
83,58
20,53
10,94
47,4
25,99
47,42
55,33
77,45
68,36
86,65
7,19
78,17
91,45
9,90
84,26
45,19
97,86
6,12
27,3
70,17
21,37
69,50
99,57
41,20
35,91
84,74
80,42
66,20
64,50
11,30
23,78
82,52
60,76
24,7
72,57
16,46
7,41
21,31
87,35
85,44
46,45
57,83
27,88
71,66
63,26
51,88
52,10
49,62
57,5
83,22
38,99
10,62
46,89
92,69
27,68
15,99
39,47
53,75
23,94
75,63
60,23
48,89
4,26
62,44
63,39
23,2
9,29
68,25
99,2
34,76
72,66
88,71
79,76
24,92
80,42
84,93
94,96
88,11
6,13
90,78
4,56
47,80
54,91
97,50
26,34
4,80
55,48
9,77
68,47
97,47
87,43
49,89
16,18
75,40
100,41
68,56
100,64
92,17
44,50
97,21
12,99
49,26
85,32
75,69
35,20
58,72
28,85
76,56
13,87
27,22
42,4
97,45
98,50
7,28
5,20
84,44
63,1
58,91
67,37
46,54
99,15
31,19
23,18
29,64
72,38
8,7
60,98
61,76
66,89
92,31
44,20
50,21
99,97
58,96
18,91
30,82
37,99
8,87
41,30
83,61
40,43
20,78
64,92
32,96
69,79
55,35
10,58
19,96
51,3
28,20
5,45
100,56
21,62
70,60
2,78
17,42
2,94
11,16
16,62
57,57
77,100
66,4
94,50
6,95
25,57
96,79
63,29
60,77
63,94
12,24
36,2
42,70
82,15
48,44
96,31
60,66
88,46
29,87
48,73
42,76
24,8
64,30
31,28
17,33
20,12
4,70
12,79
70,27
13,9
18,56
61,89
18,9
70,3
25,89
30,47
56,3
60,85
69,70
56,2
39,45
84,91
92,90
87,36
62,10
86,8
8,33
57,22
93,42
17,26
90,3
15,92
35,49
61,93
70,3
54,21
71,70
32,26
39,47
39,88
23,18
71,15
32,75
25,14
15,25
87,45
81,27
59,13
88,94
50,30
25,54
67,85
49,88
57,77
83,94
91,81
86,48
52,43
22,56
16,42
59,100
60,78
33,61
63,43
87,53
61,94
83,33
17,34
67,85
45,23
3,28
10,16
67,96
29,46
71,86
82,74
69,84
84,39
89,25
17,33
55,72
61,20
26,98
48,5
35,55
46,39
72,45
41,94
43,74
38,5
15,100
38,39
20,31
1,75
65,86
77,75
99,36
21,2
91,45
27,64
5,60
93,99
51,85
75,85
4,35
16,84
18,31
73,73
59,18
12,96
43,61
81,82
7,68
63,26
78,34
53,83
87,59
6,61
95,2
3,33
51,41
12,90
57,21
1,73
50,95
19,23
35,56
54,62
78,56
12,86
31,37
78,45
68,35
17,83
68,37
79,63
56,30
43,50
92,64
59,67
18,11
1,19
15,4
99,100
85,82
22,82
64,89
18,41
59,86
54,83
43,43
65,55
34,47
3,38
74,68
28,56
22,46
52,60
93,17
53,31
32,58
50,7
79,77
4,98
45,77
38,91
12,17
30,41
4,48
32,17
95,66
36,37
18,98
69,32
82,25
4,35
6,37
52,96
43,16
26,80
48,69
18,76
16,27
72,42
25,61
25,83
43,7
8,97
44,88
73,35
5,53
42,35
