S_i,A_i
63,71
35,88
24,38
19,29
9,21
26,73
84,57
45,18
82,53
44,95
36,57
81,52
17,42
78,95
27,74
88,58
66,81
62,46
47,96
59,96
36,75
43,44
47,71
17,36
34,16
54,15
48,24
64,3
5,19
79,88
65,31
14,70
89,35
25,21
84,37
6,56
20,55
89,18
52,100
38,53
49,11
20,28
51,60
32,57
87,70
54,63
4,73
75,5
90,99
26,6
1,98
74,26
90,62
86,22
49,87
20,28
31,81
12,22
42,98
4,64
70,63
12,43
30,82
28,28
65,34
13,77
45,28
49,10
29,19
42,69
17,47
88,54
55,100
70,23
32,92
95,74
40,78
16,1
44,18
97,99
89,72
81,13
21,20
46,75
53,29
39,57
10,33
96,15
26,60
12,12
38,54
49,42
55,58
18,18
31,15
8,25
20,2
73,16
86,7
25,13
68,29
34,5
3,61
55,79
64,45
72,80
40,1
2,61
37,57
22,15
82,91
95,5
67,90
23,84
62,83
34,7
27,37
12,16
14,81
36,26
41,76
51,67
48,51
26,27
49,1
91,6
19,67
43,2
15,74
88,6
43,41
91,99
98,28
85,89
94,32
34,31
14,37
68,87
79,78
31,69
21,56
20,20
88,52
36,3
99,9
13,88
74,79
49,77
26,88
64,49
25,87
6,33
55,90
24,56
6,54
89,96
95,97
23,41
61,37
75,85
19,41
92,1
2,75
86,79
25,30
64,46
16,40
29,45
92,28
35,35
86,65
61,37
97,45
3,61
54,25
87,77
91,56
89,41
9,45
27,56
81,92
23,27
74,20
15,73
8,86
34,93
44,49
31,15
69,59
33,80
88,13
100,11
70,31
35,28
9,97
23,66
2,80
28,4
72,96
78,32
85,2
39,20
40,31
39,98
88,43
12,22
41,59
35,41
70,86
36,43
52,86
18,31
80,57
34,54
10,96
92,88
32,46
68,42
78,90
69,24
57,30
82,23
98,70
22,44
34,8
23,97
60,38
7,47
59,14
68,21
53,86
82,56
90,3
78,60
37,48
98,20
46,79
63,30
39,78
56,79
34,57
96,46
72,31
18,75
23,49
95,22
35,81
12,31
23,45
97,83
17,69
98,65
38,88
85,2
70,49
18,62
16,93
63,53
96,56
77,44
2,62
94,57
80,71
45,76
11,5
98,29
68,18
5,81
88,78
97,11
95,67
59,56
54,25
19,21
27,93
12,77
71,85
7,72
9,67
74,97
63,71
66,35
17,56
17,58
34,94
27,51
43,70
81,43
68,59
29,2
95,48
85,68
30,75
14,66
56,74
52,48
7,74
95,88
80,6
84,78
96,43
5,11
55,27
23,5
90,38
49,10
28,22
73,68
95,71
42,41
40,79
70,96
27,63
25,43
84,55
90,49
36,41
85,25
41,53
37,47
33,28
28,2
53,47
73,75
52,63
89,6
85,94
15,51
42,20
98,83
43,7
66,96
63,1
38,82
9,98
56,15
35,83
80,52
14,53
19,33
68,38
11,22
32,56
29,92
44,25
87,75
58,87
10,50
89,37
17,41
29,11
65,87
10,48
65,98
100,81
67,68
93,40
71,30
8,43
76,100
35,68
7,6
64,33
72,70
54,32
59,81
10,90
38,5
40,72
8,69
73,18
1,15
1,53
73,33
27,60
43,8
53,87
73,34
74,74
61,4
34,65
18,4
42,36
95,7
59,82
37,64
54,3
85,73
68,62
5,54
48,49
71,9
34,84
45,56
46,57
31,26
68,64
63,4
83,2
3,94
43,22
26,59
48,64
92,31
99,73
55,45
61,40
49,92
50,6
75,38
39,47
63,36
76,39
48,50
63,87
71,53
97,95
52,30
17,59
36,89
80,43
66,34
35,55
67,83
73,45
28,3
63,81
40,48
24,72
13,95
98,84
44,4
4,67
97,20
75,61
13,41
17,7
2,78
32,39
20,11
79,30
77,19
96,85
66,16
48,12
19,1
69,24
49,16
2,68
79,9
53,56
31,14
100,33
43,32
38,69
21,23
12,78
91,25
5,65
18,83
1,78
61,90
33,44
21,84
69,53
30,11
98,5
72,25
25,10
11,77
69,13
60,4
77,43
13,40
92,36
56,42
19,7
87,62
10,76
52,83
52,24
4,68
62,45
88,36
3,28
55,27
68,90
97,17
84,65
96,5
33,8
98,78
61,84
3,2
11,9
27,25
80,32
42,2
11,95
54,26
81,13
58,32
57,92
28,79
69,89
40,7
88,88
21,23
35,49
36,92
88,23
90,78
55,27
10,27
37,88
85,54
11,76
96,35
53,74
44,98
20,25
14,20
69,43
45,44
44,94
13,63
70,30
48,63
17,95
91,90
87,62
56,59
75,72
60,88
25,36
16,85
92,53
97,54
51,64
18,80
17,73
65,11
54,30
54,18
77,52
98,76
48,54
41,2
29,97
2,1
51,32
83,71
42,55
27,4
84,15
8,44
53,32
16,19
55,46
51,69
61,11
12,99
77,47
98,51
6,68
76,95
40,6
96,16
70,78
1,56
63,24
17,35
64,99
70,2
29,86
25,87
2,57
60,69
66,11
81,59
20,26
5,42
78,87
2,77
5,35
69,63
86,20
61,94
46,100
56,6
28,95
69,52
52,86
15,23
69,96
54,53
13,72
38,65
39,70
33,52
99,86
20,92
35,68
53,37
63,56
44,58
2,99
45,21
31,79
18,35
12,68
58,68
52,85
3,2
93,35
98,5
58,91
50,6
86,65
20,81
36,55
63,6
89,32
93,1
10,70
11,32
67,62
94,30
99,84
61,75
42,40
43,42
72,61
62,33
62,80
63,73
80,83
36,8
18,29
29,14
31,20
34,81
8,30
94,83
6,2
4,98
43,53
70,98
46,34
53,59
75,22
44,91
100,37
24,2
13,21
33,31
16,85
62,9
1,71
95,85
64,55
56,78
4,90
76,45
74,67
19,38
2,54
32,15
52,82
80,11
18,8
23,2
81,60
25,62
49,76
9,60
64,17
89,60
61,60
96,14
40,93
12,90
36,5
86,97
12,73
29,49
37,42
15,18
63,76
38,54
5,60
52,52
66,51
100,45
28,68
44,98
50,87
76,79
43,33
26,12
93,90
44,59
12,47
59,13
2,46
55,22
26,26
98,52
48,35
48,81
6,26
33,66
12,69
17,33
31,69
1,3
54,11
70,56
14,35
62,38
83,77
83,21
31,66
17,26
72,31
44,84
38,47
30,99
48,54
80,77
23,46
63,18
36,88
22,10
27,42
64,10
29,82
70,32
24,50
46,83
13,2
45,66
74,77
74,79
57,21
97,9
62,83
63,73
8,74
89,90
75,35
65,57
59,58
24,3
23,43
87,17
72,40
31,96
37,84
26,51
4,90
46,93
83,20
2,67
12,47
2,22
46,6
84,99
65,10
39,24
50,91
89,21
71,52
77,100
85,35
49,82
68,29
7,82
85,69
5,34
55,42
38,33
40,36
24,69
1,63
67,82
82,88
74,34
54,52
90,97
91,19
50,59
69,68
1,30
43,23
71,56
10,73
34,46
49,51
70,10
1,45
45,6
90,82
71,16
26,29
90,49
10,87
51,53
15,42
63,33
54,1
41,99
17,82
16,52
96,64
80,62
30,2
46,28
61,62
80,100
47,70
62,75
94,21
33,23
79,60
65,73
78,21
73,60
91,97
83,44
66,99
34,45
24,12
50,99
39,17
31,97
38,12
62,47
83,32
33,31
30,32
99,53
39,27
14,78
51,59
80,34
39,87
11,45
59,73
62,20
22,65
74,14
36,97
63,73
66,71
2,68
44,94
50,60
88,13
100,35
99,60
65,18
69,73
74,16
5,9
25,33
95,30
41,17
100,32
38,93
38,87
86,78
76,95
17,81
69,85
33,99
6,96
83,51
28,49
47,90
96,51
41,22
10,16
80,20
90,23
50,96
61,4
6,5
5,35
33,65
35,65
65,3
