S_i,A_i
39,84
76,34
25,87
97,9
92,9
64,77
41,58
58,11
8,7
28,19
20,3
93,70
62,22
84,49
42,81
97,65
51,23
5,61
35,4
4,46
73,5
32,87
60,97
15,32
82,19
27,44
63,28
40,3
28,52
95,39
17,7
14,73
2,78
29,38
77,53
3,10
73,83
23,44
59,90
89,56
80,70
21,25
11,50
88,84
82,95
11,25
77,71
57,66
76,80
52,60
1,63
54,85
36,4
35,100
43,67
56,73
49,75
42,5
85,48
97,45
69,61
64,63
20,71
76,13
20,19
35,37
66,94
18,1
6,75
87,74
21,58
100,54
100,36
78,6
23,43
61,44
62,18
52,68
35,83
76,83
83,92
81,71
92,38
85,65
61,10
55,57
36,65
62,56
96,60
42,74
69,100
24,25
51,58
97,98
73,75
56,15
95,22
63,74
20,86
70,48
37,56
19,48
5,14
25,51
26,75
31,66
74,51
35,39
45,77
85,66
82,94
29,88
31,30
80,45
58,90
50,53
57,11
44,43
30,73
62,79
7,21
43,88
1,91
29,73
49,26
26,50
72,19
46,35
89,68
41,10
52,99
81,64
3,15
82,83
22,21
98,98
72,57
47,12
75,96
22,49
45,39
79,87
83,47
64,47
86,1
14,33
8,79
30,27
2,9
34,9
68,53
18,44
1,34
86,90
30,59
51,51
17,42
27,73
93,97
39,35
44,59
34,81
32,51
56,70
60,86
81,89
100,3
84,1
91,5
92,94
41,72
72,24
80,92
1,37
92,53
40,13
51,18
98,76
3,16
68,91
79,48
40,85
56,73
22,43
87,30
19,93
11,6
46,2
23,46
17,22
18,73
17,99
77,38
46,19
55,70
97,42
1,85
27,91
93,80
15,94
38,70
74,93
46,8
68,28
60,93
38,66
13,57
18,42
32,35
86,33
12,90
21,22
45,21
46,23
34,71
37,27
33,1
22,43
29,28
92,70
32,23
33,4
85,68
32,43
34,71
44,64
69,44
51,47
18,35
89,2
36,88
14,56
99,52
40,76
45,16
10,50
77,32
24,86
33,89
71,26
20,23
57,6
99,8
7,23
92,20
79,8
72,46
28,43
35,52
53,19
79,93
16,68
23,96
55,44
98,86
65,66
57,35
36,56
56,68
23,64
26,89
20,14
4,11
18,70
61,99
84,78
24,77
96,12
88,10
62,21
97,44
72,13
63,19
65,25
15,18
40,47
66,80
33,44
72,20
47,1
24,79
54,85
11,48
42,30
41,99
77,29
96,67
83,37
55,81
14,58
80,61
91,86
10,24
57,84
82,65
28,65
52,35
89,41
69,85
98,89
70,88
79,2
52,21
84,92
39,44
98,47
66,51
33,80
90,45
27,76
27,63
39,56
26,54
98,57
84,28
7,13
5,19
51,85
70,72
44,77
12,6
78,3
28,70
28,40
66,83
42,85
24,35
19,81
87,64
20,70
71,76
58,51
4,35
54,72
93,65
16,41
52,87
13,3
34,42
86,22
55,76
25,75
24,82
91,69
32,63
73,79
57,4
77,70
14,4
91,34
35,41
50,32
51,69
68,79
96,23
4,2
64,18
4,85
74,31
55,45
99,85
90,28
63,72
20,66
43,72
3,38
6,29
64,67
17,45
53,78
98,84
30,87
16,17
97,85
39,98
50,72
61,29
17,87
40,74
80,27
56,60
73,21
56,93
91,62
70,67
2,60
63,41
41,67
38,54
3,3
11,17
60,41
26,96
83,2
72,27
83,73
72,8
18,29
59,72
10,79
41,20
62,47
62,89
81,35
6,92
51,41
33,72
16,70
13,92
4,86
77,84
26,53
51,33
50,86
51,99
46,3
53,45
86,18
95,92
52,42
17,47
9,34
38,45
7,88
64,21
20,21
74,90
20,89
28,27
27,29
61,80
62,34
54,65
65,71
88,43
73,16
66,91
38,69
18,61
65,98
49,47
42,98
30,95
31,81
100,97
90,53
42,57
78,91
41,19
3,16
42,86
82,27
38,97
53,95
38,48
97,57
30,14
17,93
63,85
40,65
75,70
20,2
61,95
9,93
73,37
37,59
16,30
59,20
57,54
34,26
18,30
57,98
76,33
99,85
82,81
88,31
67,96
30,70
40,39
36,40
53,69
69,70
28,48
4,9
26,86
24,6
31,55
37,74
18,21
5,84
49,61
52,54
49,71
26,65
40,24
57,50
92,74
9,62
48,27
26,78
43,18
21,74
78,55
39,37
87,22
87,12
2,65
64,85
86,74
44,98
72,12
17,7
84,11
67,89
27,64
95,57
24,71
23,8
96,79
17,16
40,20
8,20
17,97
76,16
51,40
13,19
82,69
46,47
10,70
51,64
19,68
9,10
37,15
44,93
100,65
79,23
90,67
65,64
52,48
9,97
24,28
36,32
30,92
73,74
58,38
70,54
51,68
9,46
52,10
53,15
13,49
58,41
77,14
19,24
65,99
46,1
47,26
6,13
45,14
92,49
89,1
32,60
44,58
91,78
21,19
99,14
46,37
66,42
47,92
41,51
26,79
31,16
87,75
25,26
22,68
56,28
63,41
1,91
2,28
56,57
80,70
1,14
58,43
34,80
4,60
40,9
72,74
97,53
68,28
70,91
48,83
97,82
84,90
95,86
26,47
20,51
26,91
40,92
89,75
20,14
20,14
22,12
47,93
17,74
29,17
61,74
69,35
22,52
68,19
36,21
12,61
63,45
42,69
3,44
19,32
39,34
8,99
89,80
3,26
82,8
99,75
80,79
83,91
81,25
98,45
15,17
48,77
66,81
87,58
89,38
84,42
9,51
65,69
