S_i,A_i
55,49
65,36
94,46
60,52
19,90
83,50
59,61
93,53
4,67
26,19
30,38
14,20
87,37
68,40
24,43
55,90
31,79
46,66
13,59
94,6
83,65
36,25
76,25
28,53
35,92
72,49
65,14
57,39
36,40
97,73
3,72
49,43
62,54
4,35
79,13
42,63
27,75
8,26
2,68
60,88
77,46
94,72
4,39
3,74
28,77
45,9
32,11
70,62
66,55
85,70
36,41
7,2
63,8
30,60
57,93
62,93
28,97
26,59
77,35
21,26
80,72
41,32
98,65
28,22
21,20
21,34
41,35
70,38
64,28
84,98
15,41
56,76
28,11
29,1
63,25
23,7
25,88
26,38
75,17
10,69
93,63
46,84
23,33
95,73
85,87
65,24
71,96
5,81
44,1
37,22
78,16
21,68
27,72
44,23
100,54
6,3
62,92
91,30
47,90
78,41
73,41
89,67
65,9
99,22
55,12
3,40
79,4
73,34
81,36
79,65
16,5
40,12
61,31
6,5
78,53
4,12
25,85
3,99
89,66
38,59
11,59
61,4
23,61
49,28
100,59
62,47
36,85
20,90
13,70
31,51
49,90
89,82
8,83
28,46
94,35
3,93
65,30
90,11
83,23
41,57
21,7
71,79
12,31
43,23
5,75
2,73
36,1
89,54
30,97
82,46
72,3
80,83
89,53
8,66
6,15
89,40
64,80
30,2
21,27
74,100
17,86
67,10
34,85
52,14
22,15
46,15
20,60
95,33
29,57
17,60
72,28
33,67
16,33
16,67
44,29
86,61
98,84
64,21
8,73
28,21
37,62
10,57
77,15
3,70
88,69
48,7
70,33
1,53
82,96
13,38
91,38
54,54
1,50
15,74
20,17
9,29
60,68
76,48
5,32
24,93
25,72
60,42
61,85
90,85
74,16
16,68
10,52
53,32
41,65
63,74
100,67
59,57
95,12
34,67
26,74
87,34
82,83
10,65
92,52
37,90
66,35
40,4
52,99
72,35
31,25
80,26
3,32
89,69
17,17
55,5
86,14
29,78
37,89
29,41
88,32
42,66
32,53
39,57
34,93
65,14
81,88
75,34
89,13
53,29
66,62
93,13
78,47
50,29
100,92
83,5
16,57
14,87
21,32
81,61
87,72
44,73
71,7
99,96
51,17
16,44
45,40
63,83
38,50
43,49
74,73
19,43
18,63
35,81
48,32
21,78
12,66
82,93
84,15
58,68
49,66
6,17
63,39
95,54
28,8
10,17
86,8
75,70
2,2
46,83
53,88
92,80
49,23
89,64
4,29
51,27
30,85
2,71
64,33
6,81
35,6
92,100
76,5
68,59
5,85
35,24
23,70
72,57
40,80
59,28
23,37
42,9
85,75
20,100
27,43
24,28
40,15
35,35
71,98
76,28
70,77
24,96
23,12
61,4
62,78
36,67
63,9
9,15
97,69
71,68
19,75
89,33
70,91
13,3
72,2
89,16
71,30
29,60
51,12
43,12
24,85
88,12
15,89
70,39
52,18
36,91
40,46
56,26
68,38
17,78
70,23
18,92
52,1
13,46
94,41
52,61
23,35
82,16
38,19
18,80
39,47
7,91
27,3
68,98
70,91
1,21
42,19
1,71
58,56
73,45
39,97
40,32
70,58
11,72
98,66
37,40
97,75
79,36
74,83
65,17
29,8
44,23
93,94
28,65
15,53
25,4
75,39
33,60
9,61
56,51
51,39
93,42
41,13
70,80
43,37
49,28
28,22
40,50
29,88
55,56
56,86
65,36
18,27
50,86
89,92
63,61
3,85
48,66
85,67
66,100
85,86
32,51
100,89
39,98
16,79
33,27
100,40
54,13
10,91
44,51
6,90
38,5
54,23
26,91
69,45
7,87
97,95
40,17
32,43
88,4
50,63
55,59
95,60
4,83
5,64
9,24
68,80
40,80
28,85
59,68
75,18
73,84
42,96
2,87
60,14
1,98
51,34
99,46
45,57
6,84
69,39
72,14
86,35
2,48
64,7
52,58
55,32
5,62
88,50
21,52
52,75
10,62
42,32
75,49
18,7
39,48
24,65
19,83
66,21
52,35
69,65
79,80
76,82
27,33
92,98
45,84
15,6
28,24
4,23
30,15
100,56
51,3
61,6
84,90
57,75
46,44
13,91
21,37
10,29
64,92
18,3
88,95
70,45
53,44
11,40
49,40
49,39
46,96
87,36
25,23
30,31
34,63
87,33
23,50
46,94
65,43
52,10
28,16
71,60
81,65
39,47
76,71
37,61
57,77
75,23
98,28
59,96
54,55
33,53
85,8
66,60
97,27
5,78
27,13
11,41
1,41
17,44
60,61
11,100
5,47
13,51
25,32
51,47
28,67
59,88
92,23
78,7
50,25
78,45
75,59
63,50
52,90
84,23
1,68
8,4
8,80
91,16
92,49
97,24
100,99
36,49
11,81
21,98
46,91
59,79
60,73
86,13
85,16
64,20
41,88
36,67
58,38
65,27
95,100
81,19
26,69
17,50
34,73
41,41
86,3
56,99
44,29
87,2
90,45
95,92
5,65
91,70
47,23
97,94
41,80
36,50
85,76
66,16
1,66
86,41
53,1
81,8
50,90
19,12
78,38
37,1
95,54
12,53
27,61
3,49
39,91
69,90
30,20
37,81
1,97
5,63
66,60
52,75
13,35
6,30
69,88
18,37
19,44
72,29
99,25
95,95
69,70
61,76
9,22
92,32
59,71
48,29
32,72
46,58
57,96
53,27
82,91
84,26
91,90
2,52
20,58
80,4
47,25
20,1
61,8
16,83
50,99
96,87
26,24
67,82
1,43
34,63
53,51
68,8
29,91
86,8
55,28
58,40
16,56
95,93
46,61
43,29
1,55
75,59
71,9
94,10
7,31
90,21
40,62
67,84
10,83
54,56
57,38
69,38
70,41
35,11
23,20
57,70
56,95
65,39
44,13
73,90
26,40
67,35
59,38
27,22
52,58
17,97
36,46
59,94
94,37
7,47
85,17
81,2
28,15
1,23
42,73
16,72
64,73
90,30
58,32
88,1
96,17
55,78
10,72
71,66
8,80
39,82
26,50
45,83
78,18
5,58
60,82
47,62
80,48
29,89
72,71
65,95
33,48
95,58
55,87
69,3
86,26
30,87
88,83
44,85
89,18
42,82
40,31
99,93
17,15
96,6
30,31
13,4
5,72
60,64
35,24
93,89
97,95
14,30
3,90
12,52
97,11
53,32
77,48
97,12
56,15
68,70
65,35
34,38
8,21
97,21
64,16
60,64
73,70
97,3
17,80
14,35
81,13
80,97
2,92
30,13
7,48
3,32
77,42
99,61
59,48
49,89
58,53
13,48
34,78
19,76
56,11
23,79
62,4
96,47
13,84
9,47
60,8
85,88
42,49
43,36
56,46
8,25
99,12
93,33
49,71
29,44
63,90
30,45
77,21
67,74
12,68
56,94
95,27
60,84
39,78
7,24
41,84
98,53
27,78
54,54
10,9
55,67
28,67
87,30
69,77
77,97
23,13
65,87
56,32
89,70
36,67
35,54
36,28
90,10
71,10
3,23
20,4
97,72
87,61
59,34
100,91
28,26
2,14
19,60
73,20
20,54
65,71
25,21
3,45
54,51
73,25
49,7
54,89
44,13
34,74
55,8
32,68
94,1
18,28
25,21
16,32
53,53
13,60
33,4
21,70
7,38
79,48
87,73
49,96
47,77
21,19
17,29
32,7
83,2
21,90
14,24
62,87
11,67
61,47
21,30
12,25
60,68
11,57
39,38
37,99
81,52
43,23
87,23
24,8
15,4
83,9
49,89
60,98
14,74
3,36
68,27
98,22
28,88
17,29
85,52
36,94
71,29
81,83
47,82
33,81
96,21
98,39
15,30
1,37
52,40
73,42
92,1
30,40
78,6
17,78
68,19
85,38
17,85
22,49
82,65
95,72
16,15
81,44
76,20
41,12
47,89
58,43
99,14
74,72
82,9
12,66
99,53
28,35
63,29
22,73
31,47
70,32
8,47
34,61
7,15
2,50
32,1
16,58
34,31
25,84
95,67
17,89
30,29
84,90
23,97
81,84
92,54
92,67
12,80
62,17
15,78
60,78
69,44
17,84
1,10
77,20
30,79
9,66
40,26
51,89
