S_i,A_i
60,31
26,88
19,91
98,62
24,88
53,95
85,49
35,3
26,26
28,39
88,35
50,77
71,84
92,92
8,78
84,51
35,27
96,83
88,46
93,92
50,77
15,11
10,85
54,4
66,70
70,76
89,36
4,64
100,42
50,75
95,9
11,25
61,66
2,94
13,58
84,11
80,88
45,38
60,37
68,31
68,63
83,22
95,95
47,89
52,9
17,44
89,65
95,95
80,47
83,7
4,96
29,50
48,76
77,34
85,37
25,41
62,88
56,49
48,95
5,45
73,53
21,94
35,8
11,31
25,34
41,36
85,96
18,86
54,33
5,91
70,47
85,6
45,3
15,54
34,45
39,51
89,44
75,69
50,59
19,50
24,16
43,16
55,25
82,45
13,62
35,24
7,5
49,63
2,41
86,84
65,62
79,54
73,38
43,52
42,50
10,89
46,30
62,74
12,65
47,36
87,47
84,42
95,49
71,95
5,79
6,1
64,2
68,98
27,43
4,29
19,40
26,53
12,56
64,22
17,92
73,76
58,73
86,80
93,43
97,88
29,58
74,30
96,100
15,20
7,11
23,88
89,47
57,11
7,79
54,83
2,45
35,20
77,55
95,51
72,6
54,38
11,19
23,30
25,17
82,90
97,56
62,20
18,23
100,28
66,63
97,89
38,72
87,87
63,76
77,35
39,67
43,77
28,14
96,19
99,20
39,22
3,86
43,48
36,35
76,66
9,41
85,43
84,10
65,33
47,45
85,47
37,5
66,87
6,19
25,47
7,76
76,12
99,69
99,100
60,64
68,44
35,71
53,24
39,60
16,14
22,88
28,56
94,19
52,95
93,19
6,58
50,55
85,6
99,92
42,95
58,24
68,29
46,60
10,49
75,19
57,50
21,77
37,51
88,85
97,92
14,15
36,27
84,20
58,69
93,14
69,37
11,38
19,88
26,12
18,45
44,45
55,31
43,15
62,68
1,16
73,40
53,26
20,29
48,17
1,98
52,75
39,15
46,3
54,44
72,30
12,10
20,23
72,3
9,75
3,88
4,77
79,94
19,5
9,1
37,59
4,68
8,21
65,46
7,29
97,85
81,5
92,35
78,2
12,59
15,38
43,28
14,73
96,26
89,98
98,87
99,67
67,87
86,77
46,71
33,67
100,69
2,46
33,20
37,5
31,56
99,51
83,77
90,37
17,78
98,82
38,27
2,26
10,89
69,80
42,97
64,74
63,34
48,51
35,61
76,41
41,10
43,23
66,44
29,74
21,43
61,64
46,6
85,78
18,11
100,75
94,13
77,97
65,40
6,53
56,19
88,36
20,76
59,69
66,19
85,10
45,68
97,7
45,19
81,32
63,12
57,5
63,22
39,92
88,69
79,86
16,28
88,58
25,40
52,43
46,12
89,30
90,74
31,50
72,31
82,85
98,23
58,27
11,44
35,81
18,98
1,12
55,47
63,61
38,40
75,12
4,10
38,69
12,29
62,8
72,71
68,63
27,27
79,61
81,7
62,35
67,52
91,97
29,16
98,9
59,1
99,37
37,38
60,35
81,45
35,69
15,22
49,46
13,23
8,75
15,84
88,20
19,74
21,16
13,61
30,15
15,93
27,85
38,32
60,26
49,14
62,40
20,3
19,16
30,74
10,100
66,13
70,27
98,75
91,33
27,51
27,37
79,60
5,32
