S_i,A_i
27,57
59,55
58,100
81,33
62,45
98,86
1,85
7,14
9,37
75,97
96,40
16,100
72,17
67,83
75,50
55,64
57,60
41,68
90,83
73,77
10,88
33,63
97,78
58,35
82,97
70,56
90,55
3,90
24,94
6,86
39,18
4,33
47,40
99,3
2,87
70,60
53,52
63,99
72,36
91,17
10,7
41,63
1,28
80,42
88,79
60,97
59,80
75,72
19,67
21,71
10,89
100,33
5,63
70,49
47,79
66,37
43,3
39,9
4,43
96,32
56,53
64,70
59,33
57,41
49,96
36,91
78,15
75,58
57,13
13,89
83,45
54,77
18,10
75,7
38,25
81,50
67,68
61,6
70,97
38,95
39,66
84,93
66,47
19,17
16,89
33,51
25,10
8,60
52,23
35,33
18,11
88,23
42,15
23,67
6,16
84,87
18,30
78,14
67,77
54,37
77,89
5,54
12,29
94,8
48,11
66,15
6,28
36,83
87,84
86,88
64,55
100,47
40,49
44,76
25,83
38,93
12,41
92,1
36,19
87,5
62,87
10,98
1,31
63,32
54,68
54,72
36,53
32,25
11,100
23,87
3,75
36,15
47,21
89,11
80,21
84,29
15,24
56,72
52,52
99,45
47,82
71,88
69,16
95,100
34,85
97,92
45,10
29,64
92,9
46,81
41,7
20,3
90,17
27,38
77,77
55,97
82,82
84,3
7,64
14,57
87,75
82,29
17,69
73,28
19,76
10,47
73,21
96,15
18,88
5,32
21,47
82,94
44,83
12,48
61,88
93,21
44,77
66,100
6,84
93,79
53,28
36,78
59,80
70,82
94,91
93,40
15,20
38,46
60,55
33,32
29,28
59,19
46,1
44,66
97,98
81,45
20,86
48,99
83,65
27,74
100,10
95,19
38,77
53,94
64,75
56,60
87,57
90,100
94,31
80,87
2,15
54,10
88,93
69,27
92,65
80,77
40,83
76,83
40,100
82,54
97,1
4,17
22,38
88,94
58,13
16,98
4,93
35,94
80,76
24,12
70,46
73,54
94,35
8,49
83,11
72,51
1,64
92,2
73,46
70,86
71,89
39,31
39,33
76,57
90,97
36,45
50,53
58,31
77,86
24,39
73,19
85,38
36,43
23,79
66,33
87,6
4,91
42,43
100,89
53,84
66,84
84,60
69,50
42,79
58,86
6,48
93,41
72,2
19,12
19,81
10,81
57,22
50,28
53,53
71,47
49,16
22,80
32,60
83,66
48,17
29,41
78,73
79,34
40,14
19,23
80,66
56,24
15,66
100,59
3,87
13,29
88,23
51,97
51,69
59,11
77,14
21,90
18,88
1,41
82,82
84,78
57,42
24,78
11,74
43,66
14,17
46,15
92,55
86,54
67,84
52,43
44,93
34,50
46,44
86,61
8,10
28,43
68,4
10,3
89,46
4,4
50,75
79,38
6,64
50,52
66,43
50,76
59,8
59,18
5,44
85,91
60,34
99,72
3,39
42,100
57,23
24,26
21,85
83,29
26,51
53,100
93,86
79,27
15,100
94,78
32,70
49,72
7,100
68,34
44,69
84,32
16,18
22,48
50,36
32,4
6,6
39,73
97,22
61,82
1,34
16,4
46,45
21,81
44,6
10,99
31,20
89,31
89,53
32,49
58,45
7,8
75,42
81,93
70,18
6,62
93,30
34,51
14,71
81,8
42,23
54,24
55,24
79,1
83,59
54,90
54,53
36,28
56,93
38,85
92,48
61,99
65,16
42,29
50,3
34,100
20,22
18,29
87,5
13,49
1,14
94,28
70,50
85,100
44,70
75,59
36,26
41,85
17,65
98,29
61,78
87,39
43,82
45,11
66,75
87,37
25,7
43,13
72,13
89,80
50,81
13,74
96,27
77,51
13,63
48,48
5,96
84,75
9,46
25,82
47,50
87,72
74,93
75,98
48,38
52,49
45,56
67,79
32,43
55,91
66,2
71,42
96,42
67,49
37,26
36,45
67,75
61,81
9,90
29,32
80,7
62,2
69,91
37,28
10,12
2,32
5,41
98,25
88,6
100,13
19,49
43,87
4,79
75,73
54,76
61,88
32,78
42,65
46,32
84,58
53,83
62,69
66,1
65,69
90,6
18,11
44,76
59,11
22,75
79,78
98,60
55,48
85,3
11,64
78,84
13,50
42,76
15,60
32,17
3,83
5,3
33,34
11,88
36,83
4,1
100,50
48,22
33,2
78,85
68,31
72,57
2,58
29,51
89,61
3,2
44,41
62,72
93,38
98,44
10,73
48,40
87,60
21,69
13,81
12,45
89,36
72,69
31,84
59,45
22,54
48,37
26,22
3,4
7,23
29,34
81,43
86,38
73,96
70,11
91,66
21,26
21,72
52,48
59,50
90,2
45,52
42,83
91,92
87,98
66,95
12,59
81,94
53,74
76,71
38,14
13,32
19,79
69,89
58,88
9,100
21,5
94,62
59,59
83,87
34,96
56,80
62,89
39,37
64,59
54,76
38,42
88,11
88,29
12,71
44,23
19,19
8,30
98,95
12,54
60,96
64,8
18,67
58,3
4,92
31,28
69,7
10,64
5,51
52,74
59,20
6,70
30,36
85,61
10,76
70,67
5,24
11,100
5,84
20,1
17,53
57,66
3,98
44,67
84,5
41,41
8,46
88,15
27,40
50,53
18,81
86,67
7,39
25,52
27,15
50,84
87,73
1,75
13,78
8,20
12,39
83,89
34,60
28,4
10,44
62,43
6,34
72,87
37,94
27,76
72,100
8,55
85,80
87,94
93,44
15,59
17,81
11,64
53,81
61,91
56,2
9,71
17,89
53,74
36,57
89,64
31,23
40,7
41,44
93,72
15,28
66,21
18,95
19,47
50,78
43,62
32,73
76,63
93,63
72,12
12,89
70,52
36,23
68,27
100,85
63,82
6,51
20,82
86,31
82,35
8,32
96,7
64,29
32,70
88,16
42,94
54,41
63,92
57,100
72,86
98,19
80,28
6,100
8,81
92,47
16,39
77,54
33,86
61,87
66,35
14,71
37,79
24,14
8,100
56,87
81,16
7,88
41,58
13,98
61,47
72,64
35,16
81,12
16,15
22,23
26,58
73,96
26,37
17,70
84,29
90,14
68,97
88,30
83,67
97,65
69,68
40,63
96,85
53,41
59,75
33,58
19,72
70,31
20,9
5,50
46,18
38,19
68,45
95,41
10,61
54,54
93,83
85,66
17,73
6,57
59,41
23,7
37,65
52,42
37,15
89,91
67,31
20,83
92,80
22,5
4,90
12,82
6,55
83,1
21,99
87,70
98,33
67,62
50,58
16,13
51,71
45,100
49,99
90,57
49,56
25,3
83,74
6,18
77,5
37,71
65,86
1,75
45,93
15,34
15,21
87,24
7,85
2,56
54,28
19,95
9,3
31,100
31,16
44,59
46,5
20,12
23,45
81,9
38,93
4,34
34,85
66,35
68,89
50,29
62,47
77,14
4,73
49,36
21,9
56,17
7,6
10,87
84,1
65,22
34,65
41,86
12,11
97,37
83,25
86,37
38,17
29,26
41,7
99,50
23,29
7,73
16,18
57,9
13,80
62,8
16,63
38,71
97,6
85,29
48,48
43,29
38,41
48,87
85,17
95,93
25,63
30,33
47,68
15,36
87,41
83,28
53,35
75,56
63,30
84,100
90,11
2,30
69,74
27,87
93,86
72,8
9,31
11,65
45,61
13,19
92,12
29,41
4,40
85,40
10,11
80,34
42,66
1,42
84,13
19,78
52,26
5,99
19,99
92,10
59,79
30,87
26,11
59,53
24,10
98,23
29,22
45,56
44,17
64,49
17,38
96,49
81,49
74,69
49,48
86,16
37,41
75,77
4,47
70,21
89,90
59,42
84,79
31,82
7,37
84,27
53,53
31,60
83,97
73,82
45,8
40,18
42,10
96,38
64,61
26,81
45,11
60,16
95,38
96,13
9,57
91,83
85,20
70,69
15,30
39,49
27,70
45,20
21,61
26,92
22,45
92,77
85,69
60,45
19,72
47,80
98,29
42,12
89,67
74,60
58,20
6,65
7,76
75,80
60,53
16,46
31,7
27,59
67,94
65,78
62,67
73,52
91,44
7,87
79,67
65,59
41,96
80,89
10,32
18,22
34,83
70,69
12,57
67,41
68,93
90,37
10,37
67,72
100,63
69,66
35,45
72,94
56,59
3,23
32,91
44,23
16,57
97,17
86,33
50,92
90,59
48,13
37,62
29,100
2,3
54,88
95,45
43,26
36,66
57,63
95,55
50,100
5,73
84,75
8,87
40,1
95,95
6,59
54,72
28,80
62,34
4,20
58,66
96,87
82,15
31,1
57,83
98,77
63,69
98,57
72,10
33,58
82,43
92,42
7,53
51,39
21,76
96,62
82,91
83,78
12,19
14,29
73,78
55,75
8,98
33,87
10,96
63,14
60,26
43,7
20,51
34,79
18,68
43,18
11,37
93,2
51,6
80,92
43,96
81,6
28,7
5,63
56,75
14,92
80,10
79,7
91,92
62,41
62,44
34,23
5,6
11,1
86,35
5,90
92,34
40,23
62,21
79,68
65,91
27,81
65,31
40,52
36,41
65,41
50,42
69,21
65,5
6,51
41,62
61,89
61,12
12,93
16,42
6,54
30,38
62,47
95,83
33,15
2,60
2,17
9,49
69,70
62,87
83,12
39,94
75,89
38,68
100,100
88,20
88,88
56,20
77,69
44,39
41,87
45,14
58,93
28,55
30,55
5,37
84,15
75,1
84,85
89,91
87,55
56,36
28,67
62,72
36,17
23,96
69,77
59,27
81,26
1,75
1,52
74,96
84,70
40,67
7,74
66,98
87,13
82,9
52,27
88,10
46,32
60,40
14,86
47,20
76,71
60,81
85,83
82,82
67,43
57,3
83,64
37,30
100,38
87,58
78,12
74,69
17,58
67,42
93,88
9,68
1,21
75,55
89,80
24,75
74,35
41,75
61,25
38,99
40,63
56,69
46,39
8,27
5,27
68,30
20,26
85,50
54,7
28,53
39,42
53,40
70,43
40,28
52,6
13,77
84,99
28,57
8,2
26,58
37,86
33,12
77,32
53,65
38,78
43,77
20,41
72,15
44,31
65,47
67,41
9,90
19,15
90,78
46,91
46,89
90,54
63,96
15,88
54,57
24,53
18,36
4,12
63,23
40,94
2,44
73,56
83,83
19,13
76,20
15,35
50,73
26,38
36,68
24,27
56,10
6,98
72,39
2,94
70,5
78,89
92,55
77,57
79,16
38,20
25,90
15,7
74,50
46,55
81,1
59,75
65,14
74,7
3,25
8,8
7,6
40,82
16,3
21,72
42,49
30,78
83,57
85,49
26,82
46,43
33,32
79,87
82,38
26,72
48,84
30,40
18,8
1,72
55,52
89,66
85,82
62,64
12,35
63,19
18,64
70,29
75,69
82,65
77,72
82,52
52,3
53,56
5,3
46,84
82,67
100,18
16,99
1,4
40,66
50,52
83,57
85,59
80,70
9,32
17,76
12,42
87,88
37,56
91,98
59,31
71,20
49,23
47,32
73,72
11,19
51,57
88,90
11,71
33,51
35,31
14,19
37,14
97,37
65,34
24,85
38,87
77,29
46,28
25,53
16,71
27,30
32,80
15,25
59,77
87,73
74,77
25,70
85,61
29,61
20,27
45,25
11,37
60,39
53,20
74,55
27,36
78,28
73,75
6,72
71,84
23,91
52,46
17,39
49,12
24,4
69,9
78,13
22,63
93,26
53,72
23,69
50,60
87,2
13,11
63,19
47,60
69,62
1,39
78,57
3,55
13,20
75,66
22,58
13,100
54,63
22,22
7,97
8,83
74,50
2,56
77,42
28,29
9,97
43,54
93,97
22,43
56,33
24,98
67,18
78,40
74,63
49,38
2,68
64,97
15,25
60,59
18,64
8,61
6,95
45,54
66,54
57,91
45,79
76,98
74,60
85,71
99,79
40,33
69,43
39,32
80,23
13,45
74,66
50,72
100,73
31,57
84,73
40,90
27,38
41,67
94,41
21,52
57,39
87,17
26,100
46,61
61,94
39,14
60,11
47,63
36,22
29,68
79,94
95,6
38,2
17,32
81,5
16,72
92,24
98,85
94,52
99,63
66,90
88,22
75,85
21,75
39,69
48,44
61,65
92,51
45,72
57,18
66,46
40,73
83,3
87,76
99,34
89,41
65,62
39,80
86,7
26,3
46,51
64,2
8,57
93,56
38,32
49,28
91,22
55,68
36,15
24,45
74,100
18,55
91,64
46,60
4,33
54,64
62,50
74,76
28,71
61,36
78,70
24,44
78,25
38,33
71,39
5,53
17,10
46,33
52,99
32,34
2,51
51,94
79,68
20,78
9,36
9,86
20,76
89,83
43,46
24,30
10,28
26,98
30,5
7,52
59,68
7,14
93,86
35,58
87,76
92,32
81,49
77,97
79,17
36,11
36,37
92,3
42,53
63,31
71,44
40,72
58,40
54,33
88,82
87,73
95,81
50,56
84,8
72,83
77,85
1,78
14,13
7,79
69,91
20,96
51,25
