S_i,A_i
75,81
97,27
77,51
56,47
63,26
35,24
86,87
6,65
61,56
33,64
14,39
68,59
31,23
5,21
63,85
12,12
70,78
24,7
79,90
3,2
25,64
76,56
68,75
5,74
57,28
63,92
66,11
85,22
12,28
20,87
60,100
59,24
96,16
20,25
62,56
26,86
54,80
2,1
27,83
56,37
4,37
47,48
51,14
5,72
26,36
33,6
77,85
32,12
16,55
77,91
95,85
31,31
46,53
98,39
55,22
48,18
38,31
55,47
10,18
34,62
73,47
51,86
51,26
59,84
5,76
72,47
76,34
60,95
80,38
33,90
68,73
2,7
79,69
70,89
100,56
80,14
41,94
6,63
11,20
10,36
81,49
63,21
19,22
58,26
84,75
14,49
45,68
26,2
35,70
59,97
54,75
26,52
87,62
17,1
77,30
8,71
16,59
32,5
32,49
91,72
42,88
5,70
67,86
46,17
69,9
17,41
49,61
43,79
51,17
64,15
46,81
63,70
89,70
13,43
68,76
2,72
50,46
45,18
74,38
72,56
46,27
86,67
85,69
65,84
64,76
55,14
32,98
92,18
34,62
92,7
25,8
49,80
91,40
1,28
76,89
52,70
28,98
38,67
19,15
86,28
95,52
87,13
32,5
23,55
84,15
87,61
71,24
3,52
50,5
76,65
83,64
93,92
22,13
50,22
66,94
85,13
6,64
18,56
79,5
8,92
53,15
54,46
26,44
86,65
43,55
75,96
88,38
49,43
80,100
16,97
21,91
36,27
75,14
34,56
47,45
38,94
44,39
72,32
9,11
88,71
47,11
60,37
25,97
9,21
12,72
77,34
87,11
70,20
38,56
81,75
8,80
20,7
93,94
51,47
27,43
86,77
28,90
5,89
27,9
3,83
5,2
50,9
49,22
21,88
19,20
64,89
92,8
41,29
58,19
51,59
47,24
100,99
71,97
49,45
40,61
76,45
28,57
1,48
94,93
33,14
75,53
80,95
22,20
19,100
28,20
29,19
31,18
89,5
28,92
8,52
51,19
19,1
70,81
6,40
63,27
24,43
97,58
21,59
6,94
66,29
10,30
13,19
87,23
89,94
30,48
8,77
15,93
30,54
52,27
26,22
76,51
9,88
32,70
10,44
81,33
100,46
38,30
24,90
6,68
83,57
54,40
65,1
13,44
12,14
82,22
7,63
37,1
69,28
64,19
83,33
63,73
20,16
35,82
26,45
4,84
71,8
81,64
83,35
44,45
38,73
92,72
52,39
19,54
44,37
36,33
10,84
64,96
86,99
99,19
77,22
96,86
48,53
65,5
39,68
89,95
18,18
93,43
76,91
48,95
25,48
25,10
42,86
26,81
5,31
75,1
11,72
20,98
73,78
45,4
38,76
84,68
12,70
29,64
63,71
17,54
58,52
25,27
75,83
48,65
32,66
24,86
68,58
51,10
40,31
12,19
7,81
63,61
95,18
98,4
39,3
9,32
3,8
62,19
80,51
43,50
98,22
36,49
78,12
97,7
31,25
60,98
84,65
84,100
34,66
98,69
71,34
91,75
36,68
49,37
66,72
67,46
47,30
29,37
37,51
81,3
24,92
22,33
43,71
77,58
89,60
58,7
40,33
12,22
6,56
77,69
59,51
17,29
61,57
45,50
73,99
46,38
39,86
40,20
87,34
100,59
44,83
31,23
31,55
4,90
33,32
42,10
57,50
69,74
70,83
70,97
94,16
75,36
67,39
2,70
34,63
87,55
56,6
20,79
91,22
65,91
97,94
82,50
34,59
31,68
96,6
8,36
72,75
57,3
57,65
52,12
81,29
33,26
38,61
85,85
62,66
36,80
79,83
26,39
77,39
88,44
39,17
24,51
70,59
61,76
65,85
3,75
100,42
68,20
9,18
86,95
59,99
39,83
99,15
6,10
12,43
42,8
84,28
87,11
49,91
45,78
72,42
85,88
42,10
83,27
51,50
57,50
22,11
29,65
49,93
6,85
69,54
48,36
17,100
26,84
24,20
66,36
71,5
19,65
7,81
55,17
10,91
81,91
63,5
80,57
28,51
83,79
10,33
13,58
9,12
88,65
33,45
32,61
63,83
25,31
50,8
14,1
72,95
1,73
28,52
5,61
35,72
32,60
31,5
81,18
69,52
27,52
24,15
30,82
62,61
41,39
16,1
8,35
3,1
100,40
74,59
57,61
82,86
90,40
23,2
2,51
33,49
39,27
5,95
62,68
14,8
90,88
67,82
98,92
27,22
56,10
83,58
54,4
44,91
78,9
46,73
86,20
70,49
20,94
43,57
22,24
31,86
89,46
73,42
33,81
91,87
41,67
94,89
79,71
72,65
2,41
87,13
33,66
90,7
47,37
38,24
46,32
62,66
95,37
47,96
19,76
48,97
17,20
36,91
61,81
89,92
77,80
68,26
40,15
68,67
57,84
5,13
40,2
78,38
51,16
54,28
98,1
53,29
47,29
93,71
35,69
99,30
46,25
47,84
81,74
77,99
72,99
27,82
81,66
90,51
86,88
31,49
46,74
11,37
56,92
81,8
43,82
1,91
35,70
35,37
9,50
90,58
57,18
64,13
86,76
28,24
21,69
15,37
43,98
35,91
81,9
45,12
70,31
27,53
52,45
29,87
74,76
76,5
20,2
85,65
47,56
52,11
43,57
66,75
19,80
62,7
