S_i,A_i
20,34
2,32
69,63
26,31
84,37
88,34
59,13
25,57
37,11
32,63
70,13
26,13
94,15
37,74
16,94
52,14
85,7
44,56
99,66
98,90
96,56
39,84
58,11
38,52
2,32
52,32
79,41
16,90
87,10
64,83
100,8
52,21
24,28
98,18
68,86
77,45
55,2
32,6
4,67
12,39
62,30
32,17
37,26
11,45
83,66
69,93
79,77
30,48
74,11
45,23
24,73
25,8
49,86
18,8
43,82
33,4
16,77
94,2
93,40
14,91
18,88
6,69
67,52
48,19
48,9
43,99
99,60
27,65
83,57
2,28
23,22
95,50
60,40
57,96
1,21
58,36
18,96
47,82
2,89
100,45
86,98
78,36
41,36
14,74
55,8
95,92
86,14
100,18
66,18
63,49
12,74
13,11
6,62
34,46
100,16
51,11
44,79
76,27
12,95
79,9
77,77
12,53
13,78
100,33
77,68
40,77
52,26
6,23
41,48
90,8
89,9
89,98
84,88
75,69
25,5
91,26
8,10
41,49
50,10
32,28
39,89
91,21
11,65
68,49
77,12
36,43
7,57
80,84
1,30
5,37
73,85
78,12
46,63
58,53
1,8
60,97
22,9
55,44
21,49
65,17
5,1
9,51
51,97
91,90
17,21
29,43
42,1
91,6
65,46
20,59
73,93
73,94
41,11
5,5
99,17
74,52
12,89
18,65
49,90
65,63
96,43
46,78
20,1
53,65
50,71
20,43
52,36
2,4
38,73
90,7
82,19
81,66
76,23
73,40
4,79
57,68
50,11
1,9
78,41
22,11
90,22
71,66
23,12
73,97
36,62
73,68
90,97
67,13
66,74
98,21
3,43
3,91
25,3
93,97
5,59
4,75
42,80
47,30
51,97
45,74
90,3
35,56
44,94
59,17
97,90
38,54
21,77
43,50
6,4
96,54
45,65
27,17
27,78
34,19
60,87
17,24
40,92
37,26
86,63
91,23
98,8
43,83
12,26
50,51
4,59
81,1
11,29
46,71
14,31
2,40
58,78
24,64
84,50
69,79
82,6
81,24
100,89
43,54
33,26
63,64
32,49
93,17
65,62
66,27
65,75
80,6
89,6
5,55
79,80
32,31
74,79
13,67
62,26
57,6
50,60
30,2
21,30
27,40
58,34
66,48
76,42
38,35
17,82
1,93
24,73
8,76
63,47
18,64
99,65
4,100
2,96
45,42
29,49
55,91
82,34
64,61
11,66
36,79
7,33
41,48
72,95
49,8
74,6
55,50
26,24
47,70
65,77
4,11
58,69
72,96
96,70
26,5
21,48
70,57
75,78
54,49
63,41
95,53
85,66
94,50
41,65
47,7
74,44
40,78
22,66
40,58
96,70
63,45
58,69
44,81
19,32
91,65
88,92
100,85
61,10
76,17
49,52
55,70
41,67
33,48
1,39
52,44
81,77
76,60
5,45
57,14
17,60
36,31
35,55
42,37
5,39
19,9
27,81
77,3
40,87
92,15
25,1
79,54
93,95
47,9
57,94
10,68
13,35
97,40
97,88
66,7
16,81
80,1
85,41
10,19
27,72
46,5
78,8
13,17
74,37
98,19
93,94
82,23
59,79
83,95
50,13
38,24
90,85
87,3
16,30
67,36
79,18
64,54
55,54
45,23
84,75
