S_i,A_i
38,73
37,97
39,56
36,4
37,10
85,36
60,80
77,67
48,62
43,14
12,37
91,2
79,38
24,13
42,48
30,66
9,14
40,81
55,38
62,88
60,45
61,62
38,48
66,92
13,44
85,90
68,100
90,22
72,11
46,55
15,49
59,85
69,22
3,61
32,32
93,95
16,94
31,85
51,49
19,3
7,29
75,61
69,85
17,76
47,2
83,18
11,84
14,43
74,62
85,34
88,59
86,84
88,94
75,30
28,9
15,58
75,87
15,10
78,51
45,73
25,62
68,32
25,22
87,61
39,73
96,97
86,3
41,92
41,8
98,86
97,38
30,18
90,66
97,55
16,81
91,3
50,71
86,70
63,94
43,27
21,11
3,96
67,18
100,25
46,74
37,63
96,16
69,85
8,2
72,72
49,46
10,56
53,5
16,6
2,77
9,74
99,53
81,99
91,56
31,75
89,11
10,46
63,17
67,93
69,70
21,24
5,11
38,11
96,100
47,81
78,5
14,50
76,33
21,24
86,9
7,5
91,76
90,95
70,14
10,36
83,97
70,91
20,93
42,78
31,92
3,38
94,53
29,12
42,66
75,39
40,62
78,73
89,20
88,37
99,26
67,7
31,73
63,51
84,63
24,83
93,10
21,51
50,58
77,66
10,56
87,94
39,5
43,64
52,27
40,90
50,99
53,10
36,67
10,79
34,59
57,9
52,88
26,45
94,52
88,69
62,3
80,9
24,86
17,21
93,36
19,76
43,85
67,11
88,88
20,99
38,40
13,2
100,84
50,9
81,3
20,65
96,12
29,91
56,87
45,12
60,95
23,43
61,16
27,9
90,9
18,19
39,82
6,40
47,60
71,51
43,18
34,58
6,75
80,98
68,45
72,75
8,91
61,1
31,88
27,47
45,75
34,46
54,4
73,50
63,96
80,98
73,28
22,9
85,80
52,24
99,7
41,13
21,94
78,94
38,86
20,81
64,21
44,71
42,2
22,61
12,24
53,46
88,96
16,55
58,3
5,20
76,3
79,88
38,83
92,21
35,72
6,22
50,9
84,8
83,42
72,68
17,78
99,68
72,96
42,40
50,88
97,30
24,8
68,81
94,89
100,73
8,64
94,88
16,71
49,4
94,82
21,42
64,83
50,51
2,77
21,63
44,61
16,28
94,14
76,91
95,50
61,81
82,85
85,96
80,77
79,14
18,13
57,74
91,41
17,62
15,88
66,88
24,90
17,44
64,13
55,26
23,38
28,62
19,20
31,22
70,24
86,49
60,7
23,73
34,25
99,74
70,10
57,33
6,41
81,75
75,72
42,62
96,59
95,85
54,44
51,88
72,34
62,4
54,51
91,29
92,85
66,53
52,75
7,70
65,57
40,43
50,79
17,48
100,43
15,22
25,85
9,95
13,70
28,68
52,33
2,28
47,68
62,14
68,71
63,40
91,51
93,91
79,31
1,16
87,8
98,64
53,17
46,12
22,45
53,60
80,90
81,85
31,75
26,60
17,85
6,28
56,6
3,65
53,29
10,37
50,90
61,49
67,54
96,5
31,42
41,3
31,21
63,15
26,43
17,41
84,23
25,81
54,91
26,73
54,30
79,19
33,77
59,24
48,23
1,87
80,84
56,1
35,84
42,51
20,72
11,76
96,93
75,38
18,35
67,32
73,38
8,27
42,20
50,33
58,16
19,60
100,8
94,1
46,77
19,34
82,69
34,38
69,50
60,24
97,45
53,95
99,38
59,27
38,76
33,15
52,48
55,9
37,19
48,28
23,86
98,7
89,35
18,23
5,29
29,17
23,84
29,58
37,51
70,30
15,83
48,47
21,99
8,77
92,72
67,10
73,93
92,63
57,55
6,55
75,10
1,92
58,63
44,34
84,100
56,65
96,35
86,83
58,4
64,43
50,15
3,25
20,1
58,39
89,35
9,46
23,34
91,89
68,72
35,70
31,90
90,59
64,56
93,73
51,34
57,91
95,28
95,16
63,44
83,86
19,72
29,17
72,56
74,73
22,6
14,11
4,22
80,92
45,28
58,66
41,98
2,63
5,35
76,31
91,97
10,79
93,9
62,35
33,33
42,38
78,57
34,22
68,95
75,35
8,93
21,5
67,68
7,16
51,92
17,18
32,85
87,90
91,95
16,99
65,70
38,22
85,93
60,42
94,20
53,76
78,31
16,17
31,27
54,58
70,82
17,33
97,30
56,25
95,71
81,71
49,23
92,96
39,12
1,57
55,98
5,27
13,9
50,41
100,43
21,51
52,13
50,36
76,87
65,38
56,44
63,36
20,14
61,46
12,68
95,72
37,76
34,54
63,86
38,2
95,46
9,23
50,71
12,11
92,33
88,1
89,54
30,39
33,97
42,66
91,67
14,69
35,31
66,56
16,61
36,50
92,85
5,62
50,1
69,9
17,10
70,25
1,81
66,52
84,46
11,61
63,22
7,98
62,74
32,68
64,55
97,1
65,4
38,42
16,69
15,37
49,74
51,83
19,51
70,51
61,34
51,84
9,14
67,87
4,77
71,58
36,68
7,35
46,20
91,32
36,70
57,71
22,61
17,36
84,79
39,68
23,20
43,24
33,13
52,70
29,78
81,82
79,3
72,69
21,68
51,59
88,52
92,34
99,83
54,79
35,83
41,25
20,79
76,93
82,34
99,15
12,36
75,50
24,49
33,54
58,96
40,4
80,43
67,83
42,20
96,82
3,54
19,62
45,51
52,92
99,12
63,3
43,78
92,67
26,70
96,48
76,64
49,31
4,85
88,2
77,82
39,70
60,22
77,25
50,69
38,2
72,29
34,65
49,74
71,15
17,62
88,78
99,7
33,92
32,76
54,23
3,55
91,72
23,23
16,72
31,98
17,29
70,81
41,59
37,47
26,46
52,25
44,81
85,30
9,73
59,52
91,25
32,64
84,60
73,69
68,5
2,41
51,26
95,11
56,18
42,26
43,53
28,96
47,17
9,95
100,5
79,6
5,63
75,77
55,28
72,3
14,83
50,94
36,51
45,69
60,92
69,89
71,12
24,94
4,82
93,26
63,81
30,13
12,61
64,68
77,55
74,77
28,97
57,86
100,88
10,5
44,21
54,24
27,41
47,77
4,66
16,14
96,28
4,83
32,37
21,60
29,90
24,37
26,55
5,68
10,20
99,65
10,66
96,26
90,82
22,40
27,74
59,86
47,34
67,94
73,16
49,65
53,85
93,39
76,49
1,19
41,68
35,29
18,90
24,50
68,80
93,73
24,16
32,11
64,25
54,77
45,27
65,18
38,11
54,28
41,55
54,43
16,66
58,14
74,83
98,60
76,60
67,47
63,17
79,2
28,58
56,43
90,99
31,56
74,2
87,81
15,19
51,10
47,51
1,48
89,27
76,54
3,87
94,100
33,98
51,63
56,78
94,86
69,83
24,20
95,76
44,5
19,42
46,1
59,33
2,2
23,15
37,93
8,49
78,75
10,37
97,14
75,56
99,34
38,73
25,9
57,76
51,78
43,19
40,79
87,36
54,70
18,56
10,71
41,10
64,46
21,55
64,82
53,48
17,6
10,95
4,4
21,73
68,55
9,69
88,47
69,5
98,56
46,25
49,9
53,87
44,57
51,48
45,37
33,63
85,95
64,71
29,79
84,22
60,77
81,8
10,99
17,49
21,63
90,9
96,76
72,31
72,97
54,96
76,47
64,10
62,1
79,90
56,80
13,19
95,2
43,15
64,27
8,88
14,89
72,13
25,51
94,90
15,48
58,46
86,70
95,51
78,41
44,100
41,17
73,9
59,47
54,88
15,55
33,1
56,40
88,56
91,24
38,46
17,32
60,53
90,10
18,48
76,33
19,87
34,31
53,73
86,41
58,88
89,56
61,82
81,99
97,41
69,79
16,78
38,49
75,17
