S_i,A_i
95,38
34,62
58,100
13,16
31,84
62,24
63,30
1,34
54,75
88,11
88,14
11,71
96,23
64,93
12,90
66,11
63,4
44,59
73,14
29,74
6,29
82,4
82,11
22,70
65,6
46,98
92,1
100,40
21,93
59,64
75,3
25,64
18,25
50,44
73,86
13,89
12,37
98,33
68,67
19,72
88,53
53,20
55,92
2,13
99,79
53,8
39,29
37,22
68,20
2,43
13,41
31,55
66,20
94,83
29,6
29,35
80,38
40,1
28,38
73,40
67,34
35,60
18,17
40,22
54,32
94,30
96,16
34,45
2,94
93,42
61,66
26,23
35,76
89,92
43,44
27,56
40,60
18,41
17,56
83,7
23,12
1,23
15,52
3,31
6,40
49,82
90,6
43,15
98,75
66,15
28,46
53,6
88,39
65,58
79,62
20,62
4,46
34,81
41,42
71,24
32,64
7,96
28,83
61,97
56,94
60,40
63,75
73,44
76,32
70,24
67,36
55,69
79,83
62,91
29,9
34,24
42,15
74,67
67,65
24,90
76,73
98,49
62,74
50,67
24,41
17,45
26,25
41,74
47,19
22,84
10,43
48,92
26,63
99,22
89,11
37,36
79,24
68,15
87,52
33,58
6,29
25,79
22,10
70,51
98,59
7,31
19,89
62,13
31,24
78,38
77,69
11,52
61,69
13,94
2,52
72,70
89,3
30,39
57,30
93,38
33,25
9,2
2,89
21,57
94,85
69,8
67,64
33,88
43,63
37,68
69,55
76,93
79,28
55,27
73,62
6,5
19,56
77,72
40,17
5,90
43,87
92,88
62,97
3,94
47,97
35,63
40,66
71,66
99,98
16,45
18,72
28,7
5,35
97,56
96,79
36,96
45,78
50,70
95,61
87,87
78,35
27,98
39,69
27,56
91,70
35,83
46,22
68,88
68,2
13,9
31,12
9,60
46,19
47,53
97,68
85,99
26,36
79,80
93,13
72,71
20,29
16,26
36,76
47,76
87,42
43,31
2,52
3,93
27,95
12,89
87,50
29,77
7,90
9,86
90,63
51,14
35,53
41,59
38,44
77,80
34,76
23,52
33,3
65,49
93,57
38,39
30,80
77,19
75,39
47,55
93,46
27,36
77,82
38,87
59,73
20,86
68,43
58,60
28,67
46,81
62,95
2,94
95,61
11,42
70,90
68,21
78,17
46,23
62,47
10,20
44,11
56,2
38,88
11,15
52,24
44,56
21,66
78,11
69,16
44,23
59,25
15,29
4,94
24,12
7,30
74,89
52,84
32,52
90,78
51,20
2,67
41,89
59,85
4,45
71,63
69,84
83,65
15,36
63,88
97,73
81,26
47,19
55,40
89,59
14,73
43,54
37,34
76,19
82,10
31,37
11,100
77,24
30,72
64,85
68,41
72,29
7,65
29,53
69,15
6,71
94,65
45,5
56,49
69,93
26,58
40,60
45,3
87,8
33,86
35,49
100,82
54,64
91,50
90,45
90,24
4,36
11,31
36,38
23,3
20,98
69,18
94,80
65,11
34,83
43,82
33,55
38,46
52,78
60,41
72,91
23,53
45,42
88,74
71,69
50,57
2,39
60,49
18,65
12,52
31,97
35,41
30,46
45,45
76,63
22,73
4,71
64,19
26,69
5,24
31,73
33,69
75,89
88,76
56,89
76,60
61,16
56,52
37,97
21,70
58,4
87,96
15,43
52,28
95,32
82,63
63,92
86,90
25,78
83,89
5,31
1,9
40,50
46,84
43,62
33,87
79,77
78,11
76,67
87,45
18,12
77,58
10,55
35,9
61,71
70,53
21,14
91,57
77,84
82,37
76,18
74,23
41,60
38,37
20,36
95,18
12,69
23,35
57,33
54,67
56,67
69,3
26,61
77,9
5,12
100,6
97,11
62,26
81,81
31,43
26,85
21,46
73,32
45,52
21,29
41,20
8,30
70,80
49,32
35,57
91,32
12,74
75,53
94,3
58,61
11,19
69,34
49,9
24,79
28,9
81,72
74,82
77,66
44,35
26,83
67,5
96,49
76,56
61,1
97,14
53,93
20,56
78,76
45,67
30,11
69,37
36,73
6,54
77,51
80,19
60,87
76,60
61,22
45,51
