S_i,A_i
13,62
71,10
54,50
44,2
39,83
63,46
93,37
20,83
4,91
43,88
64,61
97,64
96,49
22,74
47,81
88,62
77,29
40,83
20,36
86,24
41,74
99,44
89,85
2,17
43,27
33,7
4,68
40,70
73,18
79,25
71,84
85,50
87,72
95,73
86,37
99,23
43,52
48,11
20,73
20,97
5,82
100,37
14,96
93,46
47,59
17,27
2,23
38,66
15,71
42,44
67,51
12,98
85,48
26,89
60,48
38,53
23,70
22,57
56,59
34,36
75,68
81,32
64,72
46,8
12,10
30,58
62,98
28,100
84,52
37,64
2,72
85,48
38,7
95,7
10,34
1,79
47,21
36,81
68,86
44,77
31,70
98,61
71,41
68,65
78,51
71,26
1,89
18,18
77,63
94,84
70,21
80,14
82,86
66,24
16,36
59,38
89,37
59,72
84,69
25,35
55,99
12,35
15,7
11,77
5,92
29,51
57,78
84,99
83,71
74,81
30,98
39,37
17,6
38,41
21,100
53,75
43,53
16,10
53,97
30,12
1,74
71,77
18,26
50,78
98,16
15,86
86,90
11,16
89,17
37,98
2,7
44,35
54,9
3,80
37,60
16,56
38,94
88,46
9,89
55,81
93,91
71,95
89,19
44,48
81,96
65,92
54,42
37,84
81,33
45,58
20,79
69,43
78,46
21,87
62,70
28,26
74,20
57,8
55,44
56,47
32,15
17,100
77,14
5,38
17,16
85,14
35,60
62,93
10,8
80,86
4,2
55,98
25,4
57,25
73,5
55,42
98,90
62,7
95,17
88,98
44,4
10,65
44,65
85,51
58,85
33,70
29,96
36,92
35,63
34,73
77,41
46,60
9,70
7,71
78,8
51,57
35,97
17,27
39,8
32,95
53,27
69,20
24,36
41,52
36,15
92,39
100,64
54,50
98,100
59,56
5,93
7,77
73,94
65,35
82,7
14,73
69,22
6,6
30,63
57,57
1,94
15,10
95,1
93,93
25,64
36,9
97,21
49,20
70,75
71,81
87,8
17,64
93,96
35,16
61,40
50,52
68,42
100,33
92,98
7,87
85,57
23,3
33,79
95,65
92,50
75,63
67,27
57,24
30,59
44,65
12,96
70,73
95,43
55,31
17,70
85,54
27,37
89,37
29,37
91,24
58,100
3,28
54,26
42,49
91,65
92,22
97,99
35,77
41,49
34,95
84,4
19,47
50,88
100,98
67,99
54,44
16,92
74,96
59,52
5,94
34,4
75,28
85,48
24,66
59,12
88,52
41,7
85,12
7,1
81,27
25,49
15,3
22,60
11,36
62,33
92,7
88,89
16,85
14,10
100,4
44,10
11,30
4,41
71,85
25,19
22,93
42,27
38,37
88,4
81,69
30,76
11,18
12,21
71,35
84,95
31,63
52,72
60,92
6,2
89,62
74,45
17,97
61,37
61,20
71,74
35,4
10,18
55,30
92,16
1,89
13,92
32,87
94,78
7,23
21,96
77,93
100,56
94,70
26,81
4,8
98,67
40,100
11,31
99,39
14,66
87,93
20,18
27,42
5,96
4,13
94,7
43,23
86,66
86,14
45,36
78,17
80,49
70,48
31,3
62,98
7,18
3,67
25,75
92,11
25,83
49,74
41,58
62,21
82,62
91,6
43,25
99,53
19,13
33,59
97,3
54,51
79,29
81,81
92,10
46,70
38,40
92,5
57,51
95,86
32,22
4,92
15,33
6,81
89,24
83,11
83,38
67,96
49,73
81,44
80,20
42,43
97,4
12,62
79,73
62,23
74,9
14,3
93,98
28,83
95,57
53,62
26,37
75,93
97,83
27,81
48,84
79,77
70,40
48,16
44,48
79,48
18,18
90,13
13,27
33,59
93,74
27,22
93,96
66,54
17,56
92,56
78,43
84,28
80,67
96,50
66,74
68,84
67,48
30,89
69,72
37,60
93,7
58,55
21,3
42,33
41,46
65,24
97,94
70,56
14,7
32,47
61,40
9,56
7,94
59,40
28,18
36,79
43,35
53,47
35,2
2,60
15,98
83,50
64,31
1,54
72,36
27,8
54,39
89,72
8,14
20,6
47,22
60,34
39,42
90,32
72,6
55,15
5,78
25,99
81,33
9,34
4,4
25,52
9,28
96,76
3,77
16,59
77,56
10,69
79,7
73,79
95,46
65,54
55,3
40,93
62,45
92,63
20,77
48,68
59,63
55,68
11,7
7,30
55,56
83,89
49,17
46,57
33,49
19,50
35,7
30,53
36,49
31,39
7,7
99,87
5,11
35,45
88,67
66,26
36,43
20,55
43,47
94,7
28,42
34,27
39,8
54,78
1,74
51,49
56,31
68,48
17,4
83,19
92,39
59,56
28,85
89,6
58,42
85,88
45,22
89,2
17,74
78,46
92,89
2,66
12,30
52,87
71,88
32,100
77,70
64,4
80,13
100,17
81,15
84,61
12,62
59,57
57,17
41,81
55,53
68,66
35,71
25,73
88,66
53,70
32,62
