S_i,A_i
87,25
100,37
80,12
32,39
32,48
40,51
84,76
74,30
16,9
58,78
75,80
35,24
60,35
40,45
63,24
97,74
19,25
11,98
12,60
59,79
79,58
60,33
34,43
61,1
100,96
65,25
81,48
7,6
41,36
34,29
21,66
30,61
51,3
43,70
87,54
83,36
11,25
29,52
67,100
58,58
6,92
8,69
93,33
46,95
80,11
79,16
23,21
53,65
5,22
78,19
46,82
47,98
35,9
69,39
76,35
23,71
61,29
41,71
27,51
74,90
10,11
87,77
92,43
71,14
80,52
78,7
84,9
51,91
17,60
60,93
48,39
97,13
56,86
98,53
24,64
1,21
83,17
96,63
42,3
75,97
94,17
79,17
27,20
50,77
18,51
6,14
100,94
58,54
90,19
20,78
89,93
8,25
99,18
38,28
27,74
5,64
68,100
42,96
53,30
34,5
25,84
74,3
51,75
99,44
79,55
28,7
100,19
54,30
90,46
26,94
74,90
56,25
79,24
3,54
94,44
13,66
30,39
12,77
96,6
35,32
31,60
43,63
78,66
56,38
89,41
25,53
24,19
7,93
44,48
98,32
30,19
69,95
74,35
66,59
53,39
29,25
44,56
34,27
2,52
66,30
85,88
16,13
76,44
68,45
88,65
27,15
60,64
46,13
100,35
60,29
77,33
1,72
3,57
90,14
30,90
83,84
69,99
82,95
27,94
64,91
5,29
59,1
51,33
21,86
5,38
66,25
93,53
100,85
99,75
85,6
59,42
51,52
76,55
59,66
97,59
64,79
23,28
91,96
58,56
30,70
13,88
41,76
41,11
2,32
39,8
97,36
77,50
65,46
98,55
38,34
36,57
35,85
81,80
11,30
67,39
20,82
13,75
57,71
13,8
52,93
20,49
2,74
71,10
35,70
38,64
59,42
69,59
6,58
46,34
41,74
71,7
55,91
73,85
7,67
58,20
87,15
88,56
17,47
44,7
99,99
100,67
85,66
41,54
10,63
52,12
26,55
30,64
67,7
16,63
88,61
45,82
3,19
25,36
9,67
87,44
5,89
2,28
51,76
40,42
19,26
21,57
27,48
2,78
77,51
36,30
33,54
65,14
26,72
18,18
18,7
66,25
3,3
7,67
38,50
24,44
2,24
90,50
95,6
73,79
40,78
29,95
69,78
25,56
91,69
52,35
95,82
92,50
18,32
80,49
39,96
64,54
72,84
66,7
31,71
86,1
68,14
