S_i,A_i
73,46
10,71
38,5
61,51
70,93
50,33
4,9
46,89
54,31
88,34
42,44
90,27
42,61
95,73
8,52
100,44
14,97
33,89
26,83
92,64
20,87
89,89
30,14
7,80
2,52
19,91
37,55
2,71
1,65
82,17
64,47
68,66
96,65
39,19
74,66
29,57
37,56
84,88
55,41
78,9
90,99
58,31
51,86
86,30
70,3
7,27
84,45
5,74
42,91
50,28
34,14
60,76
8,39
4,48
71,49
93,35
43,98
64,95
79,9
100,42
28,90
54,31
53,78
82,64
85,96
98,85
23,42
93,70
85,30
78,38
20,3
48,15
20,10
7,59
16,57
50,16
81,19
32,56
39,22
87,67
49,11
56,17
95,100
81,83
95,26
48,77
70,99
36,59
19,1
11,42
73,62
80,48
89,9
37,55
20,52
56,62
56,100
52,73
43,41
24,55
85,37
36,47
35,9
54,16
24,53
85,22
14,68
21,14
10,89
57,54
20,19
79,94
89,59
19,69
74,8
59,56
88,6
36,76
5,14
87,8
98,68
21,43
37,37
59,1
99,82
7,59
76,23
22,75
1,58
12,21
11,94
74,21
1,88
75,93
19,45
73,57
38,45
27,12
51,33
97,62
68,80
52,25
34,24
53,13
77,90
49,73
64,100
4,73
35,73
58,98
13,75
91,86
88,18
68,26
77,9
99,37
70,57
19,24
45,64
38,77
18,13
99,2
35,55
59,1
34,81
85,16
43,34
17,91
37,17
48,35
15,35
31,14
97,25
93,92
77,21
88,44
46,64
30,78
64,36
27,59
88,69
25,65
70,31
70,58
100,31
20,16
73,94
79,56
10,73
7,59
95,6
12,34
76,13
89,62
59,77
30,41
1,39
18,7
95,55
62,97
88,36
95,95
94,49
38,44
16,30
57,71
86,41
27,67
45,53
37,83
77,9
88,72
64,93
63,77
19,60
88,65
15,25
97,15
77,59
19,78
8,66
58,93
48,53
17,85
33,97
31,83
58,12
7,55
36,79
75,90
45,36
79,22
70,56
59,30
86,72
54,9
37,9
9,32
66,44
12,71
91,93
97,66
49,98
32,42
66,25
63,61
66,30
15,13
55,9
49,74
82,45
10,61
22,90
53,70
56,57
65,72
12,39
16,86
27,23
96,78
69,56
79,66
81,2
22,90
57,80
99,35
47,8
6,46
100,81
31,7
98,9
32,93
77,31
33,79
93,42
39,93
43,14
13,50
90,76
8,13
74,93
76,16
95,48
33,41
94,95
6,82
94,69
74,16
10,96
84,48
87,68
95,86
5,100
91,84
73,97
87,26
79,4
58,30
13,25
8,24
84,28
10,37
56,85
44,46
64,72
38,86
12,58
23,27
18,71
57,46
30,55
14,21
41,21
4,23
11,66
66,66
98,38
40,3
83,22
57,29
55,70
40,85
81,57
34,52
57,62
24,80
42,82
37,85
18,27
75,63
58,15
100,23
59,14
58,44
73,8
2,86
100,51
96,48
79,78
44,63
56,44
68,1
36,28
67,87
31,42
61,97
36,2
74,46
80,74
72,2
42,2
1,16
96,71
66,48
76,100
80,95
35,3
10,39
43,97
63,33
4,8
69,5
11,97
64,23
19,83
83,29
78,59
15,94
8,8
59,79
4,15
77,69
52,100
11,90
23,16
35,76
87,58
71,47
96,83
60,5
22,13
42,63
41,40
33,82
100,3
84,30
78,54
69,98
67,85
31,8
59,50
16,4
67,97
23,58
8,70
33,52
66,47
42,59
49,97
3,27
24,84
6,35
85,25
32,71
26,17
18,12
77,32
51,73
15,50
49,3
86,6
51,91
91,34
37,76
1,75
73,84
85,80
88,8
72,89
64,77
91,19
80,24
55,87
57,46
3,91
96,27
74,95
45,86
74,37
48,12
97,26
21,20
92,66
30,53
56,74
80,13
39,6
11,1
16,3
1,55
60,67
56,54
59,94
90,96
41,54
59,37
70,38
49,64
76,90
33,67
81,25
97,70
93,47
45,27
67,97
41,36
2,18
2,29
1,42
24,48
41,86
27,78
16,21
2,98
15,83
23,14
5,47
78,78
9,1
50,33
96,65
64,5
15,24
8,84
14,99
3,34
9,29
65,78
27,13
19,84
26,81
53,58
95,67
43,26
32,100
52,8
37,58
78,16
30,75
100,76
40,35
74,88
74,32
89,56
1,82
74,13
61,91
66,3
42,93
52,71
49,54
62,25
64,80
44,91
40,46
15,65
37,7
56,95
18,40
16,28
36,91
55,68
76,19
91,29
21,45
91,48
25,7
79,5
53,89
5,66
89,28
9,43
67,77
90,29
75,41
80,52
70,60
16,59
4,86
22,9
10,46
54,18
4,38
63,43
35,86
61,61
75,25
89,51
57,91
38,79
79,17
95,52
52,11
68,5
15,79
32,36
92,96
70,74
60,4
61,53
91,88
46,76
91,20
68,94
30,49
85,27
4,21
88,79
54,46
86,7
15,52
79,56
57,62
75,81
2,9
38,17
96,88
44,91
74,51
24,74
75,100
62,56
8,71
86,82
62,66
2,90
33,54
94,88
80,49
1,22
61,1
24,44
40,83
8,90
71,98
39,84
73,23
11,72
38,40
41,7
88,39
90,51
78,99
18,38
74,52
62,73
52,29
72,3
35,5
59,7
89,84
76,8
78,23
54,5
74,34
13,71
12,87
58,31
82,46
3,88
89,81
10,62
98,44
98,39
96,11
94,33
66,24
87,77
89,27
26,35
56,94
96,5
47,27
23,31
10,96
63,81
75,62
52,38
73,43
44,38
4,78
29,13
52,71
91,99
17,88
7,19
28,41
50,27
7,50
81,2
46,71
22,65
97,16
87,52
97,97
40,72
82,39
65,31
26,9
100,25
56,91
25,31
56,6
54,44
21,86
30,39
76,90
49,76
23,89
2,73
19,8
17,27
14,49
17,87
17,9
39,65
48,36
28,14
39,23
60,40
51,4
1,65
91,67
97,99
2,91
29,98
90,84
84,98
75,59
76,79
47,78
97,78
24,37
29,61
68,3
52,42
75,18
75,53
88,35
92,23
9,57
78,95
44,85
24,10
95,90
54,70
89,34
8,4
67,27
84,3
93,27
83,65
31,98
64,86
48,1
23,9
60,9
71,87
28,11
66,91
21,19
19,69
88,10
99,10
36,17
74,73
68,22
1,9
61,51
60,23
83,64
1,20
99,20
20,85
12,29
96,10
64,23
51,19
3,87
9,23
81,35
87,50
30,10
71,23
1,8
15,12
62,60
33,64
6,62
66,64
94,82
19,93
52,3
72,59
68,92
18,36
36,18
31,38
67,78
3,31
19,52
12,56
22,78
61,80
42,89
34,5
31,11
19,43
10,65
2,100
29,73
30,42
91,100
33,34
93,40
14,50
62,76
44,3
53,81
53,61
90,55
40,53
93,91
13,33
59,74
8,39
50,19
75,5
44,74
67,38
43,90
96,37
82,98
70,6
52,24
35,4
90,74
32,7
87,77
23,17
66,41
82,52
17,89
76,43
16,86
99,45
89,4
80,80
37,4
11,76
81,32
94,2
9,38
68,96
92,67
78,4
88,36
70,24
64,23
61,6
73,24
13,33
59,7
28,10
100,99
13,96
42,39
74,10
21,54
96,3
68,21
22,78
94,97
78,15
3,79
23,47
45,57
45,43
43,91
20,53
62,12
8,67
19,74
52,9
70,86
26,56
25,4
43,77
82,95
27,77
77,6
73,50
57,35
72,28
9,100
6,45
14,95
92,33
58,15
86,82
54,76
40,45
47,19
67,27
71,87
66,38
84,66
45,37
85,87
24,57
34,7
66,3
68,66
50,92
38,20
39,56
48,44
39,46
98,90
54,59
12,3
36,7
75,11
94,14
58,62
28,54
39,16
34,27
27,79
16,67
24,2
73,73
51,96
16,69
37,64
96,29
34,5
64,94
34,94
45,28
59,22
69,24
5,40
13,95
41,26
75,91
28,41
67,20
59,49
17,86
16,60
9,90
93,43
59,49
74,6
69,33
39,35
83,57
58,83
55,10
81,89
23,13
81,14
