S_i,A_i
53,1
2,39
89,1
59,86
96,66
39,99
95,12
37,85
52,19
99,90
40,40
33,24
54,26
28,72
75,9
88,20
96,75
95,14
70,85
12,84
22,46
98,18
80,58
96,97
16,90
82,26
13,71
80,23
12,83
51,89
75,81
52,65
8,41
34,71
43,33
61,32
38,56
41,91
44,19
70,28
71,87
77,38
16,4
61,88
26,94
33,57
73,48
88,18
53,77
2,37
36,61
41,74
40,57
99,54
72,9
35,81
21,75
23,78
81,13
14,43
57,56
5,100
86,30
55,65
30,90
87,78
60,75
17,87
16,68
9,10
39,61
89,35
42,96
56,76
60,75
71,27
91,9
75,17
8,23
21,75
60,35
88,63
3,49
65,44
11,5
100,56
75,41
14,60
38,11
66,100
40,31
16,71
73,60
33,27
25,82
51,45
10,16
45,42
4,32
91,99
71,75
89,56
57,32
28,57
12,55
93,3
15,23
49,26
11,89
99,57
1,16
69,46
19,91
79,4
40,48
97,93
63,77
78,75
18,58
38,62
76,35
24,33
75,52
47,73
81,9
94,19
57,51
82,33
85,60
77,66
52,37
48,67
26,77
81,51
88,32
26,69
6,11
57,33
90,63
86,56
1,74
66,9
61,94
39,7
54,65
26,5
37,68
5,67
48,34
48,82
25,48
58,28
93,17
59,65
83,57
89,87
88,29
47,19
14,22
82,72
48,3
90,22
78,100
10,39
78,7
88,38
42,3
28,55
84,44
25,41
30,34
99,44
3,70
23,95
13,54
28,29
16,7
84,90
99,11
10,76
84,77
44,4
7,29
99,48
90,94
41,43
89,71
58,88
96,71
3,44
23,27
19,69
72,21
94,37
1,84
56,57
3,13
14,53
92,58
94,64
70,41
53,33
91,81
16,60
100,68
45,90
24,48
70,57
10,98
31,15
20,1
52,96
49,88
41,47
75,84
76,37
27,82
27,81
65,66
75,20
16,36
37,58
11,12
83,54
69,99
26,71
12,6
31,59
16,11
39,26
2,57
44,34
45,61
87,46
33,13
12,37
72,38
11,33
16,22
98,88
25,54
63,85
22,56
47,13
50,56
40,28
62,34
46,16
7,51
85,18
37,60
81,44
3,81
98,45
29,72
70,90
30,38
42,53
65,30
73,68
53,35
35,43
44,40
74,33
69,53
90,62
5,41
70,81
87,76
81,83
83,99
40,52
34,58
93,93
10,26
72,66
30,72
85,39
78,13
64,62
42,47
25,14
18,65
83,88
41,17
44,71
37,16
41,70
72,35
98,20
42,51
77,80
21,24
75,98
56,62
89,44
41,58
51,42
97,67
63,44
17,85
77,66
48,34
73,12
36,45
4,2
29,13
57,55
75,34
48,100
18,99
85,80
1,69
85,58
2,16
34,36
63,91
62,86
51,89
44,7
89,9
81,96
62,80
20,60
68,67
30,52
63,47
74,26
12,8
85,58
17,69
57,13
52,85
8,31
23,42
83,93
46,88
60,92
97,100
9,74
63,35
22,57
81,40
68,42
9,56
90,35
92,43
17,9
