S_i,A_i
66,93
36,58
89,61
36,11
77,16
69,85
75,31
17,51
39,61
90,83
15,84
63,3
78,10
22,10
63,48
37,97
62,91
14,56
82,59
72,82
97,25
22,90
57,99
3,24
34,79
25,80
72,61
4,8
32,64
3,11
37,64
65,14
25,60
20,10
8,51
40,70
37,82
31,7
23,20
9,1
35,45
25,76
77,68
70,72
90,40
61,18
39,44
62,38
65,8
48,79
96,91
43,68
85,31
11,79
71,8
74,22
13,26
65,83
77,35
7,7
72,92
55,89
97,37
81,56
37,45
73,42
23,68
50,74
3,60
77,11
72,33
6,13
56,49
92,50
99,15
99,31
34,88
85,35
90,19
62,76
87,3
80,62
16,13
4,4
75,46
87,23
81,37
24,51
98,9
42,61
39,25
40,26
25,36
22,95
68,19
7,96
2,12
95,18
34,60
60,32
8,55
96,28
86,72
61,99
76,73
49,30
65,13
62,69
91,91
64,34
69,47
38,2
8,74
54,14
62,60
30,89
53,38
27,54
19,61
4,17
2,99
26,20
9,49
98,93
35,76
38,5
42,14
41,12
32,92
60,51
24,37
78,35
70,7
92,52
46,88
64,17
12,56
100,27
82,91
30,52
8,88
14,9
91,71
61,7
52,49
95,87
42,51
59,91
94,28
18,63
49,54
43,15
28,31
98,14
56,6
50,83
71,72
2,88
1,21
33,39
31,31
54,63
38,98
21,44
6,30
41,67
56,51
84,24
2,16
23,1
21,32
59,84
23,94
81,55
29,88
53,34
47,64
70,60
2,7
35,80
78,17
58,88
69,74
88,5
3,34
56,20
19,11
60,46
6,87
2,48
38,55
2,81
21,38
99,60
84,72
82,87
40,35
11,77
79,75
2,83
79,73
38,14
71,78
92,84
37,61
67,47
99,96
41,18
12,98
84,71
58,38
32,37
71,6
10,93
45,8
28,47
17,64
80,28
75,15
23,85
87,14
71,18
59,36
78,58
65,93
93,44
85,38
38,72
25,92
65,59
10,13
74,89
1,13
15,50
30,31
93,11
80,73
94,56
16,10
89,85
18,6
96,70
26,19
69,53
90,30
45,79
72,48
60,96
34,54
31,71
1,61
21,20
25,73
79,16
30,56
75,81
39,67
82,62
97,54
82,60
18,15
42,65
90,90
9,23
39,98
79,41
69,18
16,74
56,79
89,77
69,6
7,88
83,47
32,54
69,83
69,79
81,25
27,55
92,19
40,14
46,22
10,44
16,97
99,96
60,46
86,38
87,7
31,43
89,93
4,83
3,74
40,87
81,4
12,59
39,34
54,56
63,58
29,44
34,42
51,42
76,91
81,34
41,63
12,67
25,19
8,77
54,64
33,75
47,1
87,1
14,97
57,56
59,29
87,4
36,72
82,38
1,14
44,16
1,68
3,61
16,41
75,32
91,39
75,71
94,29
76,94
55,89
30,44
58,87
15,90
73,63
75,9
81,83
17,18
72,60
18,37
25,63
94,70
25,51
22,57
84,47
65,63
61,31
21,48
3,69
41,57
29,54
84,61
59,75
16,54
5,92
19,90
58,57
50,79
61,48
48,57
65,51
63,92
95,12
26,16
37,96
52,25
4,61
26,76
57,89
66,26
98,8
26,88
66,83
75,88
55,37
78,14
11,61
83,46
84,68
62,67
73,42
63,93
96,14
43,32
93,58
62,93
59,82
14,44
23,29
27,8
98,63
77,99
75,39
19,54
11,64
89,33
68,82
89,61
22,1
51,38
55,33
42,3
17,89
100,22
8,8
46,46
13,42
61,25
44,37
5,18
15,87
58,56
41,3
6,36
12,61
29,35
31,68
65,23
98,29
96,77
48,9
31,54
97,53
30,19
46,90
83,33
22,58
30,67
80,71
82,97
51,50
54,8
70,18
53,68
90,87
61,60
38,59
74,35
21,18
41,49
70,37
75,60
99,80
16,49
50,75
3,65
86,93
43,66
10,60
96,22
57,77
71,25
20,96
52,43
45,63
68,70
65,65
78,32
90,40
9,92
47,92
62,91
12,97
61,11
