S_i,A_i
57,33
74,7
31,39
91,47
14,12
16,92
30,55
78,37
51,65
48,11
12,58
23,30
41,58
42,46
36,24
76,2
39,20
37,4
79,55
33,50
42,4
40,8
14,44
23,73
10,45
19,57
46,58
36,75
42,19
20,69
37,66
75,5
7,66
45,94
58,28
33,19
76,24
17,47
52,40
60,92
92,49
91,29
55,4
16,60
10,19
38,52
28,68
12,39
26,100
79,86
68,99
36,66
99,4
37,93
53,38
48,24
77,62
57,55
35,74
95,48
85,9
18,70
26,58
35,28
42,1
39,64
1,11
58,54
71,4
44,17
92,68
23,62
94,8
8,51
100,66
88,90
37,49
2,7
8,14
53,27
55,79
55,75
5,39
52,98
85,71
91,57
88,42
83,36
49,15
66,98
11,49
80,68
78,75
94,90
24,29
28,69
14,62
100,55
89,22
15,85
59,97
44,23
33,91
75,84
45,23
30,48
15,68
51,76
98,30
33,32
10,42
67,90
55,51
53,69
62,25
61,48
77,46
15,70
8,15
12,4
83,40
2,74
61,36
90,20
6,73
8,99
79,96
97,23
24,52
67,48
3,43
24,61
34,74
37,57
96,94
10,97
33,13
22,16
73,87
36,91
83,100
86,24
11,82
57,70
17,6
18,85
25,36
83,7
89,55
31,28
2,26
97,91
44,59
77,15
80,15
20,12
73,12
41,56
33,8
94,32
36,90
77,91
98,54
54,89
16,60
71,100
37,61
95,22
76,27
19,39
38,50
87,17
77,81
25,19
21,61
33,100
8,21
60,62
89,25
13,1
94,54
71,38
44,38
56,32
26,88
59,47
81,84
5,88
23,74
96,69
23,76
38,77
50,61
73,56
60,67
49,3
54,35
72,17
60,88
87,16
97,20
3,45
50,28
95,54
74,3
29,65
35,86
60,63
32,91
63,47
58,65
36,94
67,26
50,89
67,92
7,72
79,80
99,6
19,93
96,74
58,50
67,98
54,69
23,59
73,84
45,79
87,75
27,7
89,50
40,88
28,52
91,14
40,34
45,63
82,87
74,55
70,19
76,16
72,77
33,29
87,7
36,31
89,70
16,48
1,41
78,94
63,41
39,26
92,86
40,16
2,57
44,8
86,38
71,72
90,95
41,54
44,36
52,36
68,16
73,33
12,16
52,50
67,82
8,34
33,83
52,62
96,33
31,76
80,18
58,18
3,79
83,25
31,31
36,96
53,30
63,42
13,14
97,29
76,52
63,19
39,99
10,21
57,60
41,4
21,9
43,22
77,45
23,32
93,38
42,78
10,1
23,72
55,22
93,51
3,52
36,59
72,47
68,68
35,85
89,43
69,13
22,82
24,89
74,4
24,18
25,28
60,15
90,25
78,79
30,55
88,63
50,32
59,42
60,58
74,8
22,36
52,97
23,49
27,51
40,28
65,72
85,9
55,92
67,35
8,64
85,2
12,40
40,66
69,65
37,82
34,15
44,32
66,94
98,20
73,83
85,18
40,63
4,19
80,11
32,47
77,50
21,78
51,60
91,75
29,43
24,37
60,77
66,86
5,94
28,90
27,25
78,90
87,9
52,22
95,90
58,65
58,87
68,78
99,48
25,11
31,40
63,45
74,97
54,89
92,6
70,31
34,27
58,44
55,91
4,44
59,35
29,13
62,9
61,55
9,60
2,35
40,58
6,32
59,98
51,69
77,60
67,34
85,88
74,15
31,36
58,34
50,20
69,4
41,73
9,88
11,9
10,45
80,32
71,45
7,11
18,28
83,16
51,1
14,56
65,73
35,78
62,54
76,85
75,21
93,24
84,46
43,42
83,48
86,19
50,77
87,94
86,64
26,48
71,56
49,25
18,65
61,56
89,88
6,18
31,88
28,5
70,68
60,7
15,78
43,16
1,4
92,35
52,30
36,9
35,47
19,32
6,13
38,24
63,31
1,71
96,91
84,14
60,34
63,70
93,19
6,50
100,40
41,92
44,32
15,10
25,20
61,43
25,80
71,53
81,47
57,15
66,7
59,77
17,17
82,83
55,90
15,65
10,75
83,84
77,56
65,55
96,47
15,35
80,65
88,21
68,7
88,8
91,83
83,76
40,39
6,82
83,9
13,24
59,23
70,4
48,47
4,39
41,63
15,13
92,97
97,91
48,15
62,29
70,28
16,41
56,21
67,13
42,90
98,7
99,24
54,87
54,23
4,13
99,15
93,85
91,28
80,97
73,63
21,84
16,90
85,18
35,81
5,50
19,93
61,69
7,21
65,100
7,62
6,88
48,67
54,6
59,87
20,21
59,78
66,98
50,78
37,69
71,54
46,73
54,1
66,87
52,7
50,53
73,31
84,65
28,82
35,64
32,31
68,72
30,100
88,71
60,85
46,6
37,43
23,33
19,52
76,37
46,79
78,7
68,65
80,41
75,81
2,39
95,19
83,53
57,54
23,26
83,75
23,71
46,21
37,31
23,54
56,69
62,14
49,19
5,86
77,84
89,79
92,92
16,31
51,2
81,92
93,50
26,57
90,100
53,13
98,40
1,68
14,51
93,20
42,52
14,70
53,25
25,78
16,21
84,72
60,71
93,23
2,79
57,44
47,45
35,96
22,25
91,37
98,86
69,3
22,93
53,67
65,20
61,80
12,96
28,38
69,7
9,42
40,35
18,15
31,66
12,61
43,100
28,89
12,28
6,59
85,99
37,71
75,20
59,31
86,62
79,69
53,22
14,52
21,50
14,48
67,66
27,96
12,67
41,73
51,40
83,43
48,63
23,19
60,64
9,21
33,36
10,85
83,25
1,36
51,84
86,84
76,82
54,3
18,20
34,63
47,43
1,95
89,40
62,99
59,79
61,79
74,100
71,66
88,36
3,25
83,72
78,23
5,21
63,95
57,97
51,88
15,37
90,24
40,77
11,69
98,80
59,53
17,12
95,1
77,96
22,34
51,73
86,87
63,45
30,4
82,41
82,22
47,86
68,5
10,3
58,94
31,81
15,55
9,9
7,55
51,98
35,38
60,46
44,56
94,81
52,52
91,27
7,62
48,7
2,48
87,45
26,74
23,95
68,33
67,29
7,28
9,60
38,32
69,77
21,9
14,65
63,24
91,56
64,12
47,98
100,67
85,19
50,53
31,19
84,99
58,85
52,4
20,93
11,46
37,23
81,40
97,34
28,50
27,28
59,3
64,15
22,36
38,92
96,94
43,36
74,92
46,83
13,57
10,3
61,51
69,13
92,55
35,32
86,39
18,61
72,43
82,86
2,77
73,40
14,45
21,81
51,6
50,15
79,37
82,80
50,7
22,70
33,99
99,65
94,67
84,88
70,72
51,82
18,100
21,47
5,38
67,65
58,73
57,85
60,39
37,64
89,5
10,81
82,70
55,65
36,16
19,68
76,23
55,59
86,58
16,65
55,18
9,33
29,14
52,70
40,88
78,32
50,63
7,23
21,40
35,68
15,57
3,14
2,32
63,67
33,56
10,34
81,53
47,93
56,16
28,92
56,3
51,50
22,64
82,54
21,14
10,52
35,74
1,95
93,62
55,4
62,87
93,92
81,96
92,99
49,96
72,13
73,31
54,13
64,87
37,71
65,5
48,74
89,54
23,35
37,50
63,5
99,47
64,10
11,97
84,15
66,88
63,1
33,65
48,9
18,51
17,10
27,9
43,87
62,97
82,23
20,65
82,15
77,32
43,8
21,10
4,50
90,86
9,18
26,78
15,71
30,34
11,78
76,94
88,57
100,34
4,20
100,32
25,80
71,55
10,24
93,5
95,28
22,26
96,48
93,17
98,73
11,12
6,62
32,89
92,84
21,90
25,69
33,82
81,72
78,79
86,71
43,51
59,31
22,9
62,62
100,36
60,83
100,99
100,92
10,16
86,24
56,65
26,33
48,63
9,95
38,34
86,43
60,5
6,52
80,60
7,27
87,77
37,93
88,50
3,63
61,89
1,21
75,82
43,67
78,96
69,8
5,12
38,73
74,75
55,43
99,40
94,17
59,16
10,100
34,71
28,81
91,59
46,66
70,53
40,39
31,42
53,65
94,72
81,83
61,33
17,29
95,23
45,72
29,44
27,14
4,6
40,30
70,72
64,71
25,61
25,71
50,43
56,77
43,49
70,20
64,8
27,28
33,14
69,90
66,42
49,30
13,35
29,24
10,49
20,46
18,39
48,93
48,78
99,90
54,19
18,84
48,31
50,51
49,10
74,94
22,63
44,71
42,22
70,32
13,28
88,29
76,84
78,44
29,89
3,62
34,31
77,88
54,21
71,99
18,11
11,71
24,55
36,99
29,26
46,27
69,75
72,69
10,54
60,49
71,97
4,74
41,97
69,94
5,9
84,85
60,87
76,54
36,74
54,99
69,87
33,44
78,18
5,98
100,26
52,31
62,84
63,47
95,60
74,85
84,43
69,75
26,63
42,71
59,50
57,66
25,56
78,31
21,17
68,9
12,33
15,40
15,14
22,43
23,71
76,88
28,60
89,12
37,78
75,24
56,86
70,60
62,88
38,69
80,45
30,23
7,74
96,35
52,49
12,11
15,69
12,57
2,72
83,42
39,47
61,14
65,31
87,51
6,72
46,55
97,34
7,85
73,75
7,3
48,60
68,39
33,21
23,59
64,29
39,62
16,41
92,82
51,22
96,67
22,21
81,11
29,96
12,44
20,38
77,75
68,11
27,18
90,29
10,26
45,75
31,61
89,78
61,65
83,46
60,1
4,43
30,70
84,7
47,43
25,71
95,72
59,10
27,37
34,23
91,2
81,27
22,37
6,57
55,96
65,83
7,83
75,78
42,27
89,61
15,6
32,7
92,60
15,93
47,77
83,94
26,46
15,47
24,32
55,65
52,44
76,76
76,21
85,21
24,98
40,93
83,25
47,47
70,1
46,93
39,28
92,60
19,40
86,28
69,9
85,20
21,88
75,41
98,95
58,38
3,49
48,90
54,5
76,74
34,52
32,50
2,13
11,35
50,51
82,1
41,3
98,97
51,26
86,83
34,71
58,11
39,79
8,18
64,90
76,28
23,55
24,13
23,70
32,55
74,71
87,78
23,6
70,37
86,84
86,60
14,28
63,91
11,51
95,40
11,33
33,57
97,64
46,76
6,13
33,43
41,45
33,63
69,69
8,92
17,28
20,52
89,21
80,60
25,88
43,43
12,66
33,29
16,93
23,29
27,28
25,46
15,66
17,97
83,31
9,17
31,87
7,45
2,25
37,10
70,64
33,98
40,79
38,67
78,3
22,2
16,28
15,32
37,1
26,63
31,53
11,83
30,4
6,22
79,22
48,24
73,3
20,87
100,86
13,61
49,58
18,70
58,30
50,72
18,87
33,45
44,91
40,4
53,2
91,82
50,90
30,41
84,16
71,40
76,98
52,62
66,24
65,42
65,84
40,71
20,42
78,31
51,58
30,95
63,10
38,68
9,22
72,88
10,20
13,58
78,45
89,33
16,19
48,87
48,12
69,63
37,65
33,24
67,96
28,100
47,63
46,21
39,22
89,97
71,99
55,40
76,68
19,57
41,38
71,31
80,98
71,92
43,75
58,23
38,54
71,17
75,84
86,87
42,42
83,16
67,81
39,82
36,84
27,98
79,92
47,52
52,43
92,50
84,94
56,90
40,97
16,56
65,77
57,86
4,1
2,14
27,95
37,28
92,44
36,65
98,2
20,23
82,29
73,91
24,36
40,82
32,23
56,18
10,78
51,62
77,76
33,88
65,11
31,4
24,17
37,10
45,38
95,70
22,89
25,51
32,8
40,78
45,85
44,75
14,78
77,67
49,63
10,32
52,56
55,62
82,81
84,16
23,28
78,71
82,12
31,61
99,81
32,62
35,87
54,98
73,45
6,5
79,97
90,54
67,98
52,20
26,62
43,50
15,96
2,32
97,59
80,18
82,19
8,45
74,70
100,87
35,57
52,9
33,68
27,2
22,49
69,99
93,26
7,50
13,27
38,23
45,55
83,40
98,100
51,34
92,45
35,96
89,88
98,67
71,85
18,76
43,100
87,48
86,54
20,51
77,98
45,28
73,31
80,100
88,96
85,1
58,26
63,43
85,9
87,54
31,97
73,34
70,81
39,4
42,42
97,11
81,58
24,44
86,100
51,18
45,81
85,50
52,41
2,44
9,9
17,73
30,93
14,100
98,5
49,32
70,100
6,37
61,42
50,51
59,37
69,73
96,93
4,36
9,5
64,45
3,40
25,70
35,20
53,5
88,74
59,62
96,100
14,40
55,55
97,31
30,64
94,65
29,74
95,73
19,93
58,19
46,86
48,97
54,74
48,58
12,32
44,77
32,30
97,12
71,27
81,47
73,80
12,27
23,1
82,28
46,64
4,37
46,69
73,6
78,77
31,21
85,43
84,55
33,42
63,81
75,48
11,9
62,13
48,72
46,1
68,99
75,66
59,72
35,13
35,41
39,57
30,51
31,57
73,81
23,45
19,41
70,44
17,34
9,13
29,51
19,64
22,89
39,76
9,18
61,71
26,8
58,33
65,21
32,87
80,42
80,20
43,76
87,34
66,39
83,27
15,86
50,45
39,62
15,51
38,84
36,25
87,36
79,96
7,27
63,83
11,85
70,86
14,94
22,46
88,64
27,73
99,2
22,66
72,8
64,85
79,89
100,49
75,26
69,95
67,50
75,57
80,88
19,79
57,21
48,88
59,15
8,14
14,47
89,41
12,9
93,77
86,46
87,54
98,15
11,96
96,17
6,94
79,53
71,48
39,80
89,8
89,80
87,54
92,57
75,14
58,61
86,75
54,63
67,39
22,9
13,93
14,79
73,7
83,94
97,97
98,92
43,56
50,42
98,30
74,61
84,69
86,79
69,81
43,90
96,91
30,71
28,8
7,28
72,46
16,22
10,69
31,6
75,44
64,18
87,36
67,85
40,3
58,48
78,53
69,62
82,8
45,56
98,48
3,85
81,64
8,16
39,17
99,25
43,79
43,3
35,34
32,95
95,13
78,51
33,71
34,73
31,44
94,63
58,12
25,27
26,23
62,100
70,45
56,20
30,28
48,88
43,40
86,55
16,9
12,17
77,15
69,39
32,38
88,9
54,67
33,89
52,3
72,5
22,21
68,92
47,82
50,95
19,29
59,75
93,82
42,22
56,75
22,67
60,89
38,7
53,61
59,54
38,82
9,91
19,67
14,13
59,76
76,52
1,38
26,13
34,36
16,60
68,87
59,80
30,51
44,10
30,94
51,90
56,90
81,34
31,88
100,41
98,56
28,62
10,1
80,39
46,37
88,68
83,6
41,32
73,18
10,95
37,70
25,90
46,28
45,37
26,13
14,66
76,35
29,64
51,34
23,82
74,77
65,7
92,63
36,22
25,49
31,13
16,75
10,98
51,47
55,49
18,40
35,64
56,100
85,40
8,18
32,11
9,4
4,3
80,89
66,1
11,46
76,82
58,3
61,77
89,66
98,18
60,75
18,71
100,58
