S_i,A_i
59,24
19,84
86,1
74,67
85,84
26,45
16,33
59,9
82,77
89,6
66,63
65,76
92,48
69,61
79,33
3,5
90,23
61,34
45,87
35,80
93,95
1,7
91,22
53,32
35,10
90,43
31,57
31,74
89,47
68,50
58,69
52,58
3,7
80,75
76,47
57,55
57,91
78,99
44,97
52,87
99,1
10,33
75,31
7,29
31,1
57,31
54,82
47,54
46,22
23,19
4,50
21,68
92,9
29,92
83,64
26,80
28,32
68,100
75,7
34,93
65,97
64,38
100,31
24,88
99,78
40,73
4,36
26,77
28,12
74,29
33,41
72,48
85,7
73,73
31,62
34,36
11,50
6,46
5,31
25,53
17,88
46,72
84,12
66,70
98,32
76,98
61,51
89,32
61,66
66,85
96,70
42,16
17,82
22,31
86,47
16,66
51,55
12,58
91,45
97,86
99,25
88,81
80,33
65,89
74,61
4,82
93,81
58,46
45,81
66,74
86,6
81,48
1,59
47,64
63,70
77,36
61,2
72,56
57,31
17,40
14,1
22,33
31,29
77,65
88,20
73,50
30,42
20,65
39,68
10,2
55,33
13,98
5,29
45,53
62,65
67,25
41,12
81,48
38,57
61,68
83,84
32,17
16,15
29,42
47,89
78,60
23,21
65,94
12,7
100,71
7,91
51,84
88,45
61,68
72,37
76,39
94,11
80,1
97,81
44,16
62,99
64,30
68,1
72,63
45,93
52,93
32,23
13,36
67,15
2,36
23,18
34,100
63,78
13,84
78,64
96,8
54,63
35,56
56,48
44,97
22,98
74,69
5,80
70,76
86,52
72,100
11,94
11,27
81,30
39,88
15,79
4,42
14,81
91,40
1,10
59,43
9,7
29,47
85,4
79,37
98,66
24,7
8,16
15,16
94,13
37,20
35,9
91,51
73,10
45,88
29,80
78,96
40,92
23,9
11,20
9,82
64,80
20,39
34,6
20,100
12,79
71,16
22,62
67,10
92,32
58,34
87,45
66,1
95,79
92,3
67,10
85,36
46,99
62,52
84,35
87,85
82,36
43,96
7,10
27,95
59,18
89,55
5,27
16,38
80,5
72,75
84,10
77,18
13,54
60,81
15,43
45,65
3,31
87,41
4,75
17,8
88,71
98,62
7,36
58,86
63,24
49,64
51,70
33,36
11,85
7,65
88,46
31,12
85,86
68,23
71,39
66,97
69,81
18,86
95,30
64,76
97,77
99,22
32,29
36,86
98,90
24,15
18,33
88,44
14,33
16,37
31,94
89,7
5,3
81,12
98,39
48,37
31,99
67,10
87,26
24,48
45,87
85,65
59,5
68,63
94,71
28,5
96,63
27,72
94,39
79,6
46,47
11,71
25,61
85,64
35,58
7,32
10,6
96,70
10,34
60,78
37,12
10,94
55,79
48,87
94,20
56,48
85,24
83,96
26,64
44,30
87,88
46,6
69,41
48,27
31,3
11,8
5,55
21,34
76,41
58,30
44,65
18,68
74,87
45,7
70,20
63,18
11,56
29,44
66,70
62,66
100,51
54,67
72,15
48,34
25,91
39,73
52,100
2,39
37,76
65,21
34,36
74,36
69,45
42,86
35,88
36,51
58,35
94,25
15,17
73,65
45,72
15,47
41,41
24,44
31,4
46,77
55,1
66,63
20,33
32,90
24,21
5,37
26,67
62,44
84,2
50,83
68,84
58,10
6,63
3,60
83,96
91,61
92,58
16,45
85,20
59,62
3,60
16,97
62,17
95,36
48,67
40,66
72,58
10,17
1,6
47,52
92,88
52,54
85,22
100,85
30,81
68,42
8,74
67,29
17,41
20,91
89,83
26,61
51,90
79,2
85,17
3,50
74,39
85,2
25,50
37,54
79,97
93,50
62,78
92,15
50,17
12,45
27,78
98,59
41,17
46,55
68,9
43,64
85,10
48,3
68,36
76,93
100,9
56,81
100,100
28,65
24,7
8,20
68,96
8,56
34,36
82,80
78,40
40,99
91,48
44,66
20,76
27,56
1,70
31,11
41,69
39,13
1,46
31,51
88,81
45,50
25,92
52,40
79,96
58,62
52,57
53,27
90,1
58,13
22,64
89,37
48,70
70,40
26,55
91,21
54,71
46,16
59,71
72,40
36,55
73,43
64,36
37,90
57,59
54,83
44,55
19,50
4,41
35,13
9,50
14,68
84,71
12,99
78,82
78,9
6,27
95,26
27,17
81,12
35,81
84,78
67,32
1,83
78,62
25,13
86,97
57,72
26,8
20,74
52,80
20,73
95,56
59,53
73,88
36,50
14,43
53,84
61,85
54,70
14,14
58,48
88,82
75,43
15,2
38,82
85,43
36,83
55,8
20,69
70,48
24,97
99,6
9,71
12,94
65,61
100,97
50,3
80,12
95,45
85,30
100,29
55,65
99,69
4,29
60,46
34,53
38,26
100,72
84,51
52,83
4,6
71,20
16,3
8,15
80,86
75,26
60,77
61,60
56,47
30,29
94,99
44,96
25,32
58,76
45,72
70,72
89,85
95,86
15,64
100,66
98,95
87,72
55,83
10,63
63,56
44,46
43,24
71,70
78,1
94,79
25,63
29,86
82,60
38,28
57,55
71,96
43,36
61,61
21,10
18,97
34,34
78,74
73,31
51,49
90,21
16,60
36,21
11,21
21,28
71,44
59,37
69,30
97,72
65,1
23,84
2,83
52,28
90,57
20,68
82,45
63,73
66,61
55,28
82,90
56,93
44,25
55,15
90,34
2,43
22,33
9,66
69,15
29,67
50,21
52,39
20,46
52,6
72,68
95,21
29,11
38,85
19,83
18,93
67,27
7,69
58,29
8,41
42,3
95,53
22,1
56,24
81,6
100,71
46,18
59,99
76,28
20,81
55,25
5,88
26,48
31,72
6,27
69,44
29,12
38,51
91,21
4,38
1,13
61,14
70,64
86,34
22,65
86,72
65,6
100,48
36,66
56,73
76,52
48,68
45,86
11,60
30,35
12,5
61,86
23,15
96,44
85,46
5,23
72,35
10,66
76,92
29,2
22,51
38,37
40,3
77,20
39,59
26,89
66,91
63,65
10,92
40,28
37,17
68,6
5,28
83,60
81,62
56,21
88,34
79,14
69,62
58,35
63,66
91,42
84,85
73,53
59,35
70,76
83,42
95,20
22,84
84,94
26,71
66,23
72,7
44,20
92,82
73,92
34,55
89,59
5,32
52,47
17,62
8,56
65,46
47,49
55,13
14,89
1,15
28,67
32,89
23,3
36,84
91,21
77,38
3,54
1,94
84,78
18,29
84,84
10,63
84,36
21,70
17,89
26,59
3,75
60,70
83,65
90,15
31,11
20,9
56,12
53,24
93,84
56,38
85,46
7,9
59,94
62,61
16,46
78,30
52,57
48,73
59,61
85,43
3,27
18,12
37,21
62,6
81,65
49,48
65,51
12,95
11,28
80,25
48,62
76,93
2,2
69,65
28,12
43,19
81,38
82,29
28,47
100,99
63,49
78,22
47,9
93,56
39,73
20,98
23,97
9,59
61,53
33,23
37,68
52,62
1,49
30,36
71,30
6,87
87,38
69,2
20,90
61,33
98,65
61,67
11,70
57,70
59,89
87,88
58,19
52,20
76,34
61,83
66,29
8,71
31,66
96,39
56,1
2,15
82,72
70,93
76,63
24,35
14,78
45,39
81,50
13,75
87,16
50,20
4,12
23,25
24,84
33,81
52,53
17,69
89,99
10,70
23,55
97,83
89,23
61,41
60,6
86,33
49,97
75,36
93,86
79,72
80,13
83,4
17,100
60,25
46,28
82,78
97,11
79,49
84,99
55,46
7,81
41,88
1,20
36,90
38,51
86,65
81,75
89,4
90,59
37,22
45,92
95,2
