S_i,A_i
12,9
1,33
57,19
31,52
25,7
71,51
14,28
3,90
24,38
50,33
84,28
57,59
8,79
29,42
38,39
52,1
91,83
16,41
59,90
68,42
49,48
48,73
59,32
44,43
31,52
9,78
71,79
93,98
76,58
53,20
70,29
100,31
29,14
90,57
19,36
9,6
38,70
79,19
30,72
43,40
45,32
55,62
3,36
34,100
76,48
18,1
96,49
78,86
40,18
50,94
16,69
56,91
64,50
20,17
85,56
82,78
23,19
2,5
41,63
91,68
66,41
40,68
97,24
71,56
69,93
88,46
15,93
23,79
20,29
28,8
15,68
58,28
32,26
50,90
5,56
17,28
2,49
74,40
68,52
41,15
59,32
55,90
11,31
86,68
91,43
85,89
66,6
97,23
67,67
64,48
24,72
90,3
49,39
7,22
37,46
81,59
79,34
71,92
34,41
25,66
73,23
4,67
86,37
96,33
15,21
30,19
41,63
78,44
83,22
81,51
8,65
20,57
7,76
53,56
19,81
40,33
66,46
23,89
31,78
96,6
90,98
85,37
100,87
60,56
31,52
61,90
1,93
83,93
32,12
75,25
89,60
25,64
52,12
23,31
30,99
13,94
75,42
79,14
28,22
6,30
83,86
91,47
17,36
30,39
82,25
88,65
71,52
73,10
34,4
42,70
91,100
90,57
49,38
78,18
34,1
75,96
90,32
89,45
3,90
33,52
36,17
28,41
19,68
70,44
57,75
80,86
44,38
96,67
34,22
60,95
16,56
77,64
8,33
87,64
89,63
28,73
30,50
40,46
100,87
40,20
74,36
9,24
3,84
49,29
29,98
66,72
58,20
87,84
42,17
63,64
32,58
13,31
51,19
46,100
14,64
40,26
23,88
58,88
12,61
97,27
99,84
71,92
4,25
1,51
70,43
43,28
81,42
93,86
57,8
78,73
96,29
100,57
55,23
99,89
61,21
6,36
85,49
11,73
4,2
20,17
94,4
53,87
35,17
48,92
99,40
33,24
2,71
76,97
76,54
92,92
34,40
60,65
31,85
38,32
13,92
13,36
57,51
24,100
59,2
56,67
47,12
94,35
81,31
77,10
17,91
92,72
47,98
16,63
52,46
30,47
49,26
48,10
64,32
1,45
17,56
50,10
4,63
14,6
2,49
25,37
31,95
4,10
49,30
13,11
5,34
31,17
3,11
33,93
4,75
47,100
74,86
21,22
33,40
18,23
62,58
6,90
7,6
20,33
57,18
29,2
10,92
43,18
1,45
4,50
32,66
93,59
68,8
92,29
93,9
12,24
54,58
2,14
49,58
91,49
36,67
83,25
19,32
9,41
49,44
59,83
50,66
8,49
3,90
44,85
71,4
44,22
16,27
10,96
93,45
99,16
99,79
64,9
50,84
9,49
54,94
13,55
97,63
38,77
3,78
37,4
29,98
33,4
93,20
50,87
40,40
31,84
36,54
88,24
40,63
69,98
33,17
6,89
75,41
46,20
70,57
27,100
11,41
44,59
81,29
12,16
64,74
59,54
41,38
84,55
92,85
99,24
72,27
57,42
79,55
79,76
65,15
92,64
39,85
81,19
11,83
87,85
27,17
55,13
41,47
20,2
96,2
45,37
41,51
62,66
16,63
31,41
28,52
48,34
58,54
50,67
57,78
93,90
27,90
35,88
75,47
24,38
20,29
86,10
65,12
88,12
24,2
6,62
15,6
63,24
2,83
90,38
89,98
2,68
18,59
83,22
55,76
62,48
56,40
49,26
83,56
99,24
87,10
26,44
22,70
67,99
98,58
39,42
38,4
63,91
34,83
96,65
63,39
92,46
22,57
53,71
58,49
84,8
93,72
42,94
34,73
79,62
82,30
66,53
8,68
60,82
69,26
49,63
85,98
94,60
45,72
84,61
90,84
30,87
44,61
20,32
54,47
51,17
28,66
43,43
94,45
53,75
63,80
31,87
75,70
67,66
89,100
11,29
38,84
76,63
36,52
92,50
46,42
28,93
94,92
43,70
69,44
82,8
86,30
76,17
74,61
53,89
1,28
14,88
39,47
67,31
31,31
78,71
24,13
74,69
89,51
90,61
31,54
34,95
92,4
98,17
21,55
54,24
44,67
36,11
26,79
41,85
57,74
99,88
64,29
44,74
80,5
77,96
49,67
23,87
13,51
82,16
38,16
98,79
14,65
33,76
92,93
80,37
4,80
15,41
58,5
5,2
89,93
13,15
75,47
87,84
23,97
59,67
83,1
79,77
63,41
88,15
70,33
20,60
91,11
53,79
59,16
22,2
60,92
38,25
71,83
65,90
54,74
21,6
62,54
40,26
47,52
75,48
42,90
37,52
95,62
90,65
27,46
62,16
95,91
71,77
54,29
87,29
16,37
71,28
81,91
19,36
9,29
100,76
79,86
76,95
72,21
42,99
63,14
38,79
41,33
99,56
64,92
61,53
20,29
86,62
13,89
5,78
33,70
4,88
17,15
95,100
81,59
45,52
77,40
93,28
51,81
100,59
68,61
32,29
8,27
24,70
61,18
55,85
45,94
70,80
3,6
40,58
92,33
44,58
50,45
99,60
74,60
45,42
13,9
28,37
57,38
72,16
59,84
15,20
9,83
7,53
1,20
59,2
91,56
15,3
23,27
91,59
64,96
82,27
67,97
97,72
42,34
56,64
44,82
9,8
15,73
57,67
43,21
96,58
4,61
52,6
80,16
61,51
70,90
48,24
90,84
39,83
33,38
82,34
66,37
79,98
2,3
48,22
8,38
8,84
46,34
6,48
55,83
31,76
43,9
66,33
81,30
33,56
41,13
80,38
19,40
38,87
45,51
1,75
36,22
67,91
38,60
3,89
84,92
93,33
24,4
44,42
1,27
84,20
96,3
65,4
45,100
39,100
24,89
36,87
73,82
19,34
71,92
26,77
21,59
83,36
13,89
55,71
90,86
85,75
28,82
79,23
45,22
96,2
63,65
11,78
70,49
31,75
34,22
49,54
50,27
77,94
35,66
4,52
65,11
16,69
43,17
100,23
68,57
66,64
19,79
2,40
27,36
83,25
40,97
51,65
78,24
40,72
52,46
79,65
18,94
21,58
7,11
18,86
81,7
57,9
61,57
55,100
47,70
98,13
72,15
8,69
39,71
86,71
43,49
15,20
70,36
73,94
24,28
52,2
10,96
52,10
45,55
80,12
63,63
95,88
56,54
51,90
71,93
84,80
28,48
71,57
28,17
32,85
2,60
12,8
56,32
27,56
14,90
76,49
63,86
56,58
100,13
51,13
88,70
65,68
71,48
89,49
74,64
99,44
30,10
94,27
79,5
5,87
47,76
31,74
47,61
45,62
50,42
6,7
99,39
56,57
24,58
95,42
16,68
35,94
40,71
73,16
96,63
32,68
96,10
48,2
42,52
90,42
8,15
91,64
11,32
61,3
34,82
24,37
79,34
71,60
86,3
74,61
9,66
35,30
62,89
42,9
76,31
10,56
58,89
3,46
84,8
12,77
7,65
86,63
75,78
43,88
2,11
32,38
7,66
93,77
25,62
1,7
30,73
57,38
17,49
88,48
50,54
82,51
84,65
5,31
92,46
14,73
42,99
92,78
31,70
99,57
85,83
69,61
78,43
77,12
10,58
62,12
47,64
92,90
95,35
95,54
46,36
52,80
95,24
18,26
64,24
81,29
15,81
3,66
87,29
75,77
84,73
36,19
81,88
35,21
59,76
24,41
31,75
28,49
67,24
49,25
76,95
69,98
96,16
21,78
56,9
59,81
58,84
84,29
60,55
69,92
65,87
22,59
36,49
49,67
67,44
9,86
32,37
80,9
91,94
65,7
55,58
39,21
69,94
93,43
91,61
53,23
88,74
61,35
94,61
19,87
84,77
49,12
71,76
54,63
9,38
69,14
13,4
23,95
67,10
73,49
82,86
33,19
65,79
60,38
29,35
52,88
23,44
12,90
85,90
87,93
95,86
26,51
89,78
3,95
14,84
47,47
96,88
41,73
65,28
42,97
80,49
35,72
48,54
99,3
58,91
62,33
32,38
90,47
25,85
89,20
2,79
41,30
49,32
62,29
42,27
52,63
38,56
21,20
4,4
54,51
79,73
74,60
85,68
76,73
8,76
100,98
42,94
55,32
1,2
82,51
21,55
76,93
77,14
94,81
21,39
74,77
59,29
32,51
30,10
26,85
67,48
58,8
63,80
12,5
18,81
28,49
52,62
11,100
46,46
60,79
44,37
9,54
7,94
17,97
30,11
93,55
73,55
50,81
79,28
51,42
49,83
53,91
78,58
6,32
24,6
25,60
85,79
9,5
55,25
55,9
60,42
95,76
66,76
76,74
87,90
100,52
36,56
72,72
5,72
75,9
62,21
71,97
97,89
33,27
59,17
37,95
86,70
8,78
18,76
90,32
54,60
9,92
93,60
73,60
80,92
38,60
68,42
12,55
95,9
100,47
62,50
91,27
43,77
58,93
83,90
70,36
66,31
4,94
19,40
67,39
82,62
25,94
69,55
50,88
71,76
17,8
76,66
38,78
65,86
93,43
25,62
57,69
86,45
3,66
16,43
95,60
58,39
27,42
23,65
6,92
30,77
35,42
7,41
90,78
24,34
95,57
75,96
41,56
62,67
15,65
64,93
79,29
28,80
10,4
30,32
24,44
45,20
34,77
46,26
81,4
30,80
28,17
15,81
78,43
9,47
26,9
31,81
1,42
70,14
50,85
86,48
4,32
47,91
92,68
50,9
91,7
85,100
37,92
34,81
32,46
85,94
53,11
10,19
16,72
73,28
61,17
50,91
65,98
66,80
13,18
95,70
74,9
49,7
68,23
52,49
55,44
100,47
85,42
50,47
38,1
49,82
84,43
5,59
20,35
81,61
12,5
41,88
75,15
39,56
4,43
10,46
44,34
47,100
49,88
64,32
36,18
63,3
52,80
91,41
94,29
54,76
33,5
28,90
89,46
43,17
1,63
3,72
58,98
69,90
76,33
21,7
48,10
35,24
48,80
46,4
100,43
32,21
27,81
41,89
8,23
97,18
96,27
88,21
81,50
26,12
27,53
88,84
100,91
82,7
96,60
24,15
49,10
58,24
3,73
57,92
3,27
91,40
80,50
40,23
66,72
18,95
69,17
57,63
26,48
100,78
39,22
37,81
19,45
48,51
14,34
87,9
15,71
25,97
66,43
36,9
94,45
16,62
68,57
71,54
53,75
46,3
74,37
60,38
37,19
19,8
60,60
82,30
37,61
52,76
91,47
62,58
41,24
21,34
24,50
67,100
26,64
24,1
30,84
23,35
100,79
77,88
92,11
25,10
53,55
23,88
20,85
80,88
98,50
6,17
27,44
69,52
3,4
87,94
92,59
91,41
14,88
65,27
65,7
38,94
83,67
42,58
42,17
72,46
18,65
35,2
81,36
21,15
55,72
77,95
89,67
24,99
48,22
70,50
2,64
19,39
47,51
96,1
82,3
90,27
66,98
7,30
35,43
30,49
24,59
17,21
31,56
54,61
100,100
44,48
84,12
16,44
20,9
90,62
62,21
67,49
15,77
51,59
50,100
12,22
2,52
38,13
5,18
60,100
95,5
89,38
56,77
45,68
2,13
99,17
16,13
56,31
51,32
34,66
100,33
26,44
63,39
64,16
78,96
76,17
93,81
50,41
95,76
10,7
44,16
87,72
30,52
16,65
61,50
69,24
100,50
8,45
2,62
98,92
61,28
48,76
78,63
60,46
91,54
66,61
39,23
63,81
78,41
14,9
16,81
89,50
94,88
1,4
94,83
52,98
33,85
89,96
16,47
41,9
36,96
12,66
3,37
45,72
42,77
41,43
8,94
81,20
97,38
65,10
52,39
71,8
46,47
29,1
29,14
44,23
57,7
91,4
69,71
41,44
94,42
60,7
60,5
69,46
32,38
3,65
33,3
97,73
49,80
30,40
75,47
55,24
33,72
63,6
65,65
53,77
80,13
87,36
70,90
38,32
14,3
60,86
2,37
78,78
95,59
62,14
38,22
66,33
77,93
55,15
14,62
72,2
81,22
51,36
49,24
42,64
93,40
90,13
45,37
14,33
89,92
34,19
89,43
31,34
75,44
53,89
92,30
17,52
72,43
42,75
38,55
49,89
15,32
64,2
3,73
63,7
77,53
98,55
74,34
35,58
94,66
100,48
83,29
93,26
41,79
46,23
69,44
83,22
79,18
27,42
1,27
1,40
84,92
37,60
59,94
73,88
83,53
60,67
99,72
47,70
79,42
95,67
5,96
27,27
14,20
37,51
35,22
72,59
84,90
83,70
90,55
72,25
23,46
58,10
21,78
70,56
7,12
22,76
38,18
78,1
25,55
31,34
59,45
56,49
64,13
16,58
60,83
54,45
85,10
6,36
10,93
55,77
36,30
100,77
83,99
84,16
46,22
36,60
74,68
59,97
59,76
55,8
52,96
58,68
77,93
33,50
29,50
21,81
20,67
35,73
20,39
33,47
7,20
46,50
77,5
42,15
78,74
33,97
3,52
72,54
82,38
85,64
63,93
18,37
76,33
51,90
57,23
47,11
22,1
59,25
51,9
1,13
44,56
9,68
6,13
95,100
45,52
87,63
23,70
43,6
74,25
77,99
41,41
35,8
24,25
16,82
41,75
72,98
36,67
16,75
1,24
94,26
35,32
5,75
55,74
13,82
88,33
69,19
75,20
18,64
81,18
100,91
94,73
84,35
1,14
20,89
29,55
99,75
92,48
93,61
6,33
23,38
89,80
34,94
47,100
