S_i,A_i
18,23
61,61
77,72
92,5
96,18
80,57
82,4
72,85
27,7
28,82
62,37
90,72
22,18
46,34
99,3
19,96
97,100
31,78
100,52
24,86
85,24
15,5
2,15
98,65
69,20
76,49
37,65
92,48
71,75
36,89
92,65
8,95
33,84
89,37
54,91
22,42
82,95
34,12
36,3
92,56
93,43
83,65
69,81
89,17
55,99
21,65
12,94
66,73
92,51
89,44
16,65
90,73
1,44
65,86
66,64
13,38
31,2
89,3
3,4
19,85
17,34
5,49
64,16
16,27
6,57
7,90
54,83
62,38
87,72
54,94
50,30
49,26
79,99
93,80
55,34
2,60
27,48
49,36
23,32
87,84
62,6
24,86
71,36
40,9
39,24
55,85
3,37
50,62
6,30
92,93
67,61
76,29
91,38
25,71
22,47
85,62
62,96
13,67
8,91
66,91
57,81
98,42
42,4
69,44
6,68
53,30
80,87
12,11
62,86
100,52
43,99
21,89
24,54
68,31
6,23
58,81
76,36
81,48
62,13
28,80
69,85
26,28
13,46
68,80
4,17
81,75
21,69
21,15
40,24
6,14
67,6
1,56
47,52
44,17
66,32
95,47
51,12
95,34
46,61
90,38
45,50
44,81
83,68
58,13
31,93
20,30
55,4
77,79
51,61
51,66
81,29
100,2
71,90
75,97
38,14
98,44
21,30
88,72
7,35
56,26
41,99
9,25
37,48
22,20
13,72
67,92
70,60
19,71
91,66
59,21
37,7
81,99
26,77
67,83
67,76
35,62
50,4
40,3
84,71
73,89
97,92
85,92
82,63
51,30
50,12
17,72
5,97
69,67
65,56
39,100
93,50
38,13
4,5
88,9
99,70
11,37
72,49
43,12
5,20
60,94
17,55
8,52
53,24
25,52
55,99
18,17
100,92
97,9
84,51
55,9
54,98
17,53
94,4
31,59
87,90
57,1
29,67
35,96
60,50
15,8
68,40
75,28
87,54
66,66
67,20
85,35
9,41
32,30
72,90
9,35
70,24
88,27
3,53
10,78
13,69
73,17
43,53
58,63
76,17
90,84
90,78
23,29
65,7
15,93
13,53
6,47
29,32
8,62
1,61
3,50
31,35
64,100
96,73
54,79
43,52
23,55
64,73
58,24
77,25
42,12
78,14
21,87
40,70
53,5
1,30
99,49
51,59
9,95
95,69
14,51
32,51
6,2
85,28
22,36
25,98
24,39
23,44
30,27
47,8
40,95
71,68
42,38
45,31
6,82
28,85
61,80
55,85
68,58
20,1
98,86
93,74
62,73
78,68
55,43
24,29
74,39
38,44
23,57
73,5
88,1
13,78
23,68
69,97
60,14
98,19
95,40
74,8
66,97
28,52
47,36
53,100
86,59
77,90
99,42
14,17
70,88
72,10
79,45
52,79
73,62
9,59
23,75
51,90
56,61
11,54
6,21
11,24
78,95
59,77
45,61
79,93
74,80
94,89
69,83
34,40
22,36
98,40
89,50
50,28
39,55
12,97
11,47
64,91
99,63
99,17
35,44
62,32
89,86
62,35
21,90
53,47
14,53
56,53
61,18
66,63
6,100
29,42
80,84
85,43
74,2
93,38
31,29
91,1
91,37
98,89
78,51
2,60
84,32
2,6
19,68
25,1
73,15
96,72
62,86
80,5
38,44
94,47
29,9
65,12
48,12
45,23
6,28
39,72
87,36
12,56
55,47
2,30
64,34
50,60
78,41
16,30
88,35
26,92
75,6
92,6
59,26
61,41
4,11
24,86
64,16
31,54
63,18
18,83
95,59
68,59
28,66
13,82
85,89
3,82
49,10
50,47
40,17
48,83
56,36
4,79
41,67
34,8
39,7
85,93
86,7
98,43
67,78
44,87
78,48
100,76
100,49
36,92
25,8
49,16
15,49
35,5
66,4
73,53
50,54
53,41
87,41
95,10
21,47
98,57
65,69
38,70
100,42
25,62
91,75
41,18
93,89
2,7
14,81
26,4
1,28
31,36
1,11
6,75
53,54
12,27
72,18
100,7
57,21
68,20
62,95
3,68
42,11
67,47
5,72
92,97
44,45
50,89
16,67
28,22
41,15
1,16
78,88
89,86
61,92
97,38
57,30
14,83
17,49
27,72
35,94
84,57
35,81
35,22
11,51
55,15
34,16
85,47
19,15
77,18
45,1
59,44
98,47
63,37
11,12
28,42
34,7
13,18
97,14
6,93
72,31
9,37
58,30
72,72
94,30
43,23
10,36
1,21
94,43
51,84
40,69
12,35
63,70
85,77
55,49
91,39
16,38
55,12
88,29
43,58
63,84
61,2
54,16
86,68
26,63
79,39
84,21
9,62
46,22
30,67
88,5
34,40
1,80
51,52
6,19
38,11
84,54
60,5
47,58
4,43
90,29
20,53
12,12
68,64
22,74
31,34
74,19
18,11
54,18
51,35
18,87
33,48
76,64
56,51
63,51
42,53
79,12
53,29
90,79
56,50
86,69
74,35
46,16
50,64
16,79
5,16
96,44
48,25
13,46
95,34
43,70
70,7
30,65
23,35
14,14
83,82
71,95
77,37
19,36
90,37
75,36
89,12
42,59
54,42
5,46
26,40
63,99
92,58
83,15
82,23
18,29
10,99
51,23
79,63
59,7
88,32
22,57
69,75
13,63
96,26
95,65
22,12
89,29
43,40
57,8
35,100
60,1
34,47
67,21
24,99
19,84
39,78
14,42
10,55
57,91
26,10
42,42
52,46
72,71
79,7
35,10
73,41
79,95
7,29
34,78
45,35
20,26
86,62
16,34
94,77
4,9
86,39
71,22
50,80
23,43
27,7
9,60
100,35
71,57
51,75
50,38
28,61
45,92
62,50
73,32
64,14
26,74
74,9
6,5
21,29
62,91
67,35
85,74
96,39
28,19
65,25
15,12
60,4
79,76
98,30
15,85
21,26
88,71
96,84
37,91
89,78
98,54
61,100
33,90
87,52
45,8
13,94
9,18
63,47
65,21
74,47
22,20
87,82
82,1
99,83
60,88
76,91
19,13
47,86
49,82
76,80
19,84
92,33
88,1
47,23
55,17
56,39
4,46
22,19
79,8
52,91
26,78
86,92
27,99
99,7
100,55
41,29
72,36
1,40
17,72
77,31
57,73
19,80
35,47
43,33
5,72
92,8
63,67
39,12
89,7
70,26
51,70
66,21
90,6
97,81
93,56
36,27
66,38
96,49
30,10
81,18
32,45
88,16
62,72
17,81
83,53
96,95
31,46
83,74
91,45
65,69
94,72
86,87
87,48
15,61
95,45
9,55
41,18
33,66
8,54
90,97
97,33
5,38
59,48
38,48
43,4
3,46
21,33
78,38
25,12
26,38
14,88
53,18
49,40
93,50
27,14
65,68
77,66
74,17
74,91
65,33
7,26
55,14
73,17
73,56
56,96
85,13
4,91
16,93
77,45
61,79
44,21
63,34
37,55
73,14
61,86
12,19
72,3
22,81
9,31
42,95
99,15
92,20
70,2
58,63
97,56
23,8
97,68
62,62
94,34
68,1
26,1
82,69
96,8
6,19
93,2
94,22
12,33
15,88
41,34
70,55
66,9
72,18
82,82
54,77
18,68
67,42
30,62
10,100
18,2
62,3
7,96
64,75
63,100
59,85
57,99
28,16
10,91
47,42
51,15
52,9
41,86
26,67
74,17
28,15
64,71
64,6
5,18
94,87
12,83
100,12
28,21
93,45
32,48
65,77
80,26
70,78
16,58
86,71
9,47
3,33
94,73
45,13
20,92
25,43
19,19
42,26
95,82
37,46
36,61
86,18
36,18
99,74
67,86
81,74
2,6
27,97
99,37
67,9
86,9
40,83
96,17
97,86
96,87
49,50
64,78
61,100
70,3
59,52
32,21
21,12
22,80
78,20
78,35
35,1
16,45
26,80
25,44
73,1
77,61
54,30
66,47
30,74
44,75
79,29
69,24
65,46
14,80
58,77
14,43
33,43
54,82
71,98
36,76
54,33
89,19
10,99
33,39
30,28
79,69
43,13
