S_i,A_i
2,13
33,34
39,23
12,12
70,8
22,53
95,30
92,86
17,75
52,17
26,11
97,54
24,10
83,12
75,10
63,48
8,98
14,38
46,9
92,56
35,76
19,90
83,59
98,3
61,22
96,27
6,88
89,64
69,34
90,22
62,70
14,21
85,79
96,76
19,90
41,69
16,25
9,88
97,58
50,5
88,31
78,26
94,38
36,6
58,74
25,74
14,21
90,20
77,2
77,27
17,44
37,57
7,59
51,8
13,67
89,99
52,39
59,45
63,65
33,36
87,92
30,39
70,30
37,73
60,82
15,52
47,53
24,36
82,42
7,2
58,46
9,44
4,86
87,10
83,62
38,56
9,3
59,98
49,97
28,64
47,33
82,65
95,51
10,27
42,44
97,64
73,26
52,67
4,77
4,44
49,59
61,91
21,61
55,79
80,1
100,79
70,89
23,95
84,48
62,63
53,64
45,47
75,65
36,54
11,97
40,9
15,96
33,25
42,14
81,85
55,89
90,50
51,75
100,49
69,79
66,97
74,58
14,34
75,69
67,54
25,6
35,27
56,67
91,63
80,80
77,34
25,12
46,1
57,76
20,64
10,70
27,18
50,93
45,98
13,18
75,61
61,25
72,86
2,32
93,16
74,47
25,73
44,45
92,92
65,75
76,62
100,77
25,56
20,73
92,84
89,62
79,75
70,38
63,100
27,33
53,26
64,78
40,22
25,46
42,84
59,51
26,92
69,22
65,72
29,57
64,46
90,99
37,5
72,93
83,35
9,63
63,74
100,60
85,3
30,10
82,4
2,17
5,17
86,84
37,13
99,73
75,12
23,66
79,22
63,10
60,42
33,92
21,12
58,34
1,87
64,71
83,76
60,36
72,23
71,58
74,28
19,71
29,25
28,1
36,1
60,91
29,92
94,36
63,38
25,16
77,75
10,29
23,84
83,97
10,36
80,59
74,44
86,42
22,67
47,26
66,74
7,94
15,29
61,38
67,94
79,13
39,27
25,45
69,43
100,73
49,78
93,80
47,96
39,28
75,24
36,12
30,28
51,66
38,97
68,75
55,20
56,64
49,96
30,76
40,33
30,74
92,43
53,64
62,84
5,77
16,99
90,85
85,90
61,56
42,70
91,47
79,5
73,92
53,80
81,42
62,100
9,19
71,50
74,87
48,7
42,69
70,27
19,12
7,82
100,44
73,55
71,78
75,67
6,46
57,85
4,67
49,18
96,80
71,89
42,88
36,93
97,83
100,15
84,18
45,22
5,54
83,96
79,60
72,77
